Local Government Area,Total cases,Date
Aurukun Shire,92,2022-05-04
Balonne Shire,197,2022-05-04
Banana Shire,543,2022-05-04
Barcaldine Regional,41,2022-05-04
Barcoo Shire,3,2022-05-04
Blackall Tambo Regional,25,2022-05-04
Boulia Shire,10,2022-05-04
Brisbane City,117708,2022-05-04
Bulloo Shire,7,2022-05-04
Bundaberg Regional,5676,2022-05-04
Burdekin Shire,1023,2022-05-04
Burke Shire,8,2022-05-04
Cairns Regional,34373,2022-05-04
Carpentaria Shire,139,2022-05-04
Cassowary Coast Regional,3601,2022-05-04
Central Highlands Regional,1486,2022-05-04
Charters Towers Regional,259,2022-05-04
Cherbourg Aboriginal Shire,272,2022-05-04
Cloncurry Shire,122,2022-05-04
Cook Shire,802,2022-05-04
Croydon Shire,8,2022-05-04
Diamantina Shire,14,2022-05-04
Doomadgee Aboriginal Shire,154,2022-05-04
Douglas Shire,2176,2022-05-04
Etheridge Shire,26,2022-05-04
Flinders Shire,76,2022-05-04
Fraser Coast Regional,6951,2022-05-04
Gladstone Regional,2941,2022-05-04
Gold Coast City,68269,2022-05-04
Goondiwindi Regional,472,2022-05-04
Gympie Regional,2732,2022-05-04
Hinchinbrook Shire,401,2022-05-04
Hope Vale Aboriginal Shire,240,2022-05-04
Interstate/Other,14103,2022-05-04
Ipswich City,25145,2022-05-04
Isaac Regional,838,2022-05-04
Kowanyama Aboriginal Shire,139,2022-05-04
Livingstone Shire,2143,2022-05-04
Lockhart River Aboriginal Shire,110,2022-05-04
Lockyer Valley Regional,2314,2022-05-04
Logan City,32557,2022-05-04
Longreach Regional,52,2022-05-04
Mackay Regional,9129,2022-05-04
Mapoon Aboriginal Shire,58,2022-05-04
Maranoa Regional,668,2022-05-04
Mareeba Shire,3263,2022-05-04
McKinlay Shire,8,2022-05-04
Moreton Bay Regional,41069,2022-05-04
Mornington Shire,124,2022-05-04
Mount Isa City,674,2022-05-04
Murweh Shire,134,2022-05-04
Napranum Aboriginal Shire,242,2022-05-04
Noosa Shire,4518,2022-05-04
North Burnett Regional,390,2022-05-04
Northern Peninsula Area Regional,618,2022-05-04
Not Supplied,525562,2022-05-04
Palm Island Aboriginal Shire,647,2022-05-04
Paroo Shire,57,2022-05-04
Pormpuraaw Aboriginal Shire,189,2022-05-04
Quilpie Shire,18,2022-05-04
Redland City,13043,2022-05-04
Richmond Shire,27,2022-05-04
Rockhampton Regional,5201,2022-05-04
Scenic Rim Regional,2022,2022-05-04
Somerset Regional,1357,2022-05-04
South Burnett Regional,1091,2022-05-04
Southern Downs Regional,1718,2022-05-04
Sunshine Coast Regional,30318,2022-05-04
Tablelands Regional,2841,2022-05-04
Toowoomba Regional,8262,2022-05-04
Torres Shire,1132,2022-05-04
Torres Strait Island Regional,872,2022-05-04
Townsville City,18633,2022-05-04
Weipa Town,963,2022-05-04
Western Downs Regional,1135,2022-05-04
Whitsunday Regional,2355,2022-05-04
Winton Shire,20,2022-05-04
Woorabinda Aboriginal Shire,24,2022-05-04
Wujal Wujal Aboriginal Shire,78,2022-05-04
Yarrabah Aboriginal Shire,751,2022-05-04
Total cases,1007459,2022-05-04
