Local Government Area,Total cases,Date
Aurukun Shire,58,2022-02-03
Balonne Shire,94,2022-02-03
Banana Shire,235,2022-02-03
Barcaldine Regional,17,2022-02-03
Barcoo Shire,2,2022-02-03
Blackall Tambo Regional,17,2022-02-03
Brisbane City,75661,2022-02-03
Bulloo Shire,4,2022-02-03
Bundaberg Regional,2115,2022-02-03
Burdekin Shire,545,2022-02-03
Burke Shire,4,2022-02-03
Cairns Regional,14401,2022-02-03
Carpentaria Shire,36,2022-02-03
Cassowary Coast Regional,1449,2022-02-03
Central Highlands Regional,699,2022-02-03
Charters Towers Regional,74,2022-02-03
Cherbourg Aboriginal Shire,164,2022-02-03
Cloncurry Shire,64,2022-02-03
Cook Shire,255,2022-02-03
Croydon Shire,2,2022-02-03
Diamantina Shire,2,2022-02-03
Doomadgee Aboriginal Shire,52,2022-02-03
Douglas Shire,1055,2022-02-03
Etheridge Shire,5,2022-02-03
Flinders Shire,29,2022-02-03
Fraser Coast Regional,2432,2022-02-03
Gladstone Regional,1158,2022-02-03
Gold Coast City,48344,2022-02-03
Goondiwindi Regional,324,2022-02-03
Gympie Regional,1232,2022-02-03
Hinchinbrook Shire,208,2022-02-03
Hope Vale Aboriginal Shire,9,2022-02-03
Interstate/Other,11620,2022-02-03
Ipswich City,15242,2022-02-03
Isaac Regional,532,2022-02-03
Kowanyama Aboriginal Shire,67,2022-02-03
Livingstone Shire,1065,2022-02-03
Lockhart River Aboriginal Shire,73,2022-02-03
Lockyer Valley Regional,1461,2022-02-03
Logan City,22577,2022-02-03
Longreach Regional,28,2022-02-03
Mackay Regional,4784,2022-02-03
Mapoon Aboriginal Shire,8,2022-02-03
Maranoa Regional,339,2022-02-03
Mareeba Shire,1332,2022-02-03
McKinlay Shire,4,2022-02-03
Moreton Bay Regional,22229,2022-02-03
Mornington Shire,12,2022-02-03
Mount Isa City,249,2022-02-03
Murweh Shire,85,2022-02-03
Napranum Aboriginal Shire,38,2022-02-03
Noosa Shire,3100,2022-02-03
North Burnett Regional,190,2022-02-03
Northern Peninsula Area Regional,292,2022-02-03
Not Supplied,147304,2022-02-03
Palm Island Aboriginal Shire,326,2022-02-03
Paroo Shire,29,2022-02-03
Pormpuraaw Aboriginal Shire,3,2022-02-03
Quilpie Shire,13,2022-02-03
Redland City,7535,2022-02-03
Richmond Shire,3,2022-02-03
Rockhampton Regional,2146,2022-02-03
Scenic Rim Regional,1176,2022-02-03
Somerset Regional,865,2022-02-03
South Burnett Regional,695,2022-02-03
Southern Downs Regional,1045,2022-02-03
Sunshine Coast Regional,18105,2022-02-03
Tablelands Regional,905,2022-02-03
Toowoomba Regional,4292,2022-02-03
Torres Shire,319,2022-02-03
Torres Strait Island Regional,259,2022-02-03
Townsville City,7499,2022-02-03
Weipa Town,154,2022-02-03
Western Downs Regional,784,2022-02-03
Whitsunday Regional,1830,2022-02-03
Winton Shire,10,2022-02-03
Woorabinda Aboriginal Shire,10,2022-02-03
Wujal Wujal Aboriginal Shire,12,2022-02-03
Yarrabah Aboriginal Shire,467,2022-02-03
Total cases,431859,2022-02-03
