Local Government Area,Total cases,Date
Aurukun Shire,111,2022-07-18
Balonne Shire,387,2022-07-18
Banana Shire,744,2022-07-18
Barcaldine Regional,125,2022-07-18
Barcoo Shire,3,2022-07-18
Blackall Tambo Regional,71,2022-07-18
Boulia Shire,12,2022-07-18
Brisbane City,151076,2022-07-18
Bulloo Shire,9,2022-07-18
Bundaberg Regional,9338,2022-07-18
Burdekin Shire,1400,2022-07-18
Burke Shire,19,2022-07-18
Cairns Regional,42563,2022-07-18
Carpentaria Shire,162,2022-07-18
Cassowary Coast Regional,4757,2022-07-18
Central Highlands Regional,2026,2022-07-18
Charters Towers Regional,1095,2022-07-18
Cherbourg Aboriginal Shire,332,2022-07-18
Cloncurry Shire,162,2022-07-18
Cook Shire,968,2022-07-18
Croydon Shire,16,2022-07-18
Diamantina Shire,26,2022-07-18
Doomadgee Aboriginal Shire,161,2022-07-18
Douglas Shire,2679,2022-07-18
Etheridge Shire,57,2022-07-18
Flinders Shire,173,2022-07-18
Fraser Coast Regional,11078,2022-07-18
Gladstone Regional,4622,2022-07-18
Gold Coast City,84200,2022-07-18
Goondiwindi Regional,692,2022-07-18
Gympie Regional,3808,2022-07-18
Hinchinbrook Shire,567,2022-07-18
Hope Vale Aboriginal Shire,293,2022-07-18
Interstate/Other,20021,2022-07-18
Ipswich City,29329,2022-07-18
Isaac Regional,1034,2022-07-18
Kowanyama Aboriginal Shire,178,2022-07-18
Livingstone Shire,2861,2022-07-18
Lockhart River Aboriginal Shire,131,2022-07-18
Lockyer Valley Regional,2842,2022-07-18
Logan City,39984,2022-07-18
Longreach Regional,121,2022-07-18
Mackay Regional,12433,2022-07-18
Mapoon Aboriginal Shire,78,2022-07-18
Maranoa Regional,1063,2022-07-18
Mareeba Shire,4492,2022-07-18
McKinlay Shire,21,2022-07-18
Moreton Bay Regional,53905,2022-07-18
Mornington Shire,131,2022-07-18
Mount Isa City,1828,2022-07-18
Murweh Shire,287,2022-07-18
Napranum Aboriginal Shire,257,2022-07-18
Noosa Shire,6008,2022-07-18
North Burnett Regional,608,2022-07-18
Northern Peninsula Area Regional,676,2022-07-18
Not Supplied,763907,2022-07-18
Palm Island Aboriginal Shire,694,2022-07-18
Paroo Shire,87,2022-07-18
Pormpuraaw Aboriginal Shire,197,2022-07-18
Quilpie Shire,42,2022-07-18
Redland City,16506,2022-07-18
Richmond Shire,49,2022-07-18
Rockhampton Regional,6639,2022-07-18
Scenic Rim Regional,2821,2022-07-18
Somerset Regional,1754,2022-07-18
South Burnett Regional,1494,2022-07-18
Southern Downs Regional,2847,2022-07-18
Sunshine Coast Regional,38562,2022-07-18
Tablelands Regional,3948,2022-07-18
Toowoomba Regional,16270,2022-07-18
Torres Shire,1240,2022-07-18
Torres Strait Island Regional,947,2022-07-18
Townsville City,27460,2022-07-18
Weipa Town,1322,2022-07-18
Western Downs Regional,1500,2022-07-18
Whitsunday Regional,3096,2022-07-18
Winton Shire,35,2022-07-18
Woorabinda Aboriginal Shire,308,2022-07-18
Wujal Wujal Aboriginal Shire,99,2022-07-18
Yarrabah Aboriginal Shire,857,2022-07-18
Total cases,1394701,2022-07-18
