Local Government Area,Total cases,Date
Aurukun Shire,136,2022-11-18
Balonne Shire,457,2022-11-18
Banana Shire,809,2022-11-18
Barcaldine Regional,164,2022-11-18
Barcoo Shire,4,2022-11-18
Blackall Tambo Regional,83,2022-11-18
Boulia Shire,14,2022-11-18
Brisbane City,168497,2022-11-18
Bulloo Shire,12,2022-11-18
Bundaberg Regional,10497,2022-11-18
Burdekin Shire,1466,2022-11-18
Burke Shire,28,2022-11-18
Cairns Regional,48930,2022-11-18
Carpentaria Shire,170,2022-11-18
Cassowary Coast Regional,5723,2022-11-18
Central Highlands Regional,2172,2022-11-18
Charters Towers Regional,1189,2022-11-18
Cherbourg Aboriginal Shire,391,2022-11-18
Cloncurry Shire,183,2022-11-18
Cook Shire,1164,2022-11-18
Croydon Shire,23,2022-11-18
Diamantina Shire,32,2022-11-18
Doomadgee Aboriginal Shire,175,2022-11-18
Douglas Shire,3033,2022-11-18
Etheridge Shire,68,2022-11-18
Flinders Shire,181,2022-11-18
Fraser Coast Regional,12418,2022-11-18
Gladstone Regional,4822,2022-11-18
Gold Coast City,92424,2022-11-18
Goondiwindi Regional,791,2022-11-18
Gympie Regional,4152,2022-11-18
Hinchinbrook Shire,618,2022-11-18
Hope Vale Aboriginal Shire,339,2022-11-18
Interstate/Other,21028,2022-11-18
Ipswich City,33308,2022-11-18
Isaac Regional,1087,2022-11-18
Kowanyama Aboriginal Shire,196,2022-11-18
Livingstone Shire,2989,2022-11-18
Lockhart River Aboriginal Shire,157,2022-11-18
Lockyer Valley Regional,3285,2022-11-18
Logan City,43554,2022-11-18
Longreach Regional,154,2022-11-18
Mackay Regional,13300,2022-11-18
Mapoon Aboriginal Shire,82,2022-11-18
Maranoa Regional,1208,2022-11-18
Mareeba Shire,5533,2022-11-18
McKinlay Shire,22,2022-11-18
Moreton Bay Regional,61528,2022-11-18
Mornington Shire,136,2022-11-18
Mount Isa City,2051,2022-11-18
Murweh Shire,349,2022-11-18
Napranum Aboriginal Shire,277,2022-11-18
Noosa Shire,6592,2022-11-18
North Burnett Regional,717,2022-11-18
Northern Peninsula Area Regional,774,2022-11-18
Not Supplied,920632,2022-11-18
Palm Island Aboriginal Shire,763,2022-11-18
Paroo Shire,94,2022-11-18
Pormpuraaw Aboriginal Shire,228,2022-11-18
Quilpie Shire,46,2022-11-18
Redland City,18618,2022-11-18
Richmond Shire,51,2022-11-18
Rockhampton Regional,6977,2022-11-18
Scenic Rim Regional,3169,2022-11-18
Somerset Regional,1985,2022-11-18
South Burnett Regional,1736,2022-11-18
Southern Downs Regional,3200,2022-11-18
Sunshine Coast Regional,43147,2022-11-18
Tablelands Regional,4798,2022-11-18
Toowoomba Regional,18505,2022-11-18
Torres Shire,1366,2022-11-18
Torres Strait Island Regional,1050,2022-11-18
Townsville City,28910,2022-11-18
Weipa Town,1507,2022-11-18
Western Downs Regional,1737,2022-11-18
Whitsunday Regional,3215,2022-11-18
Winton Shire,46,2022-11-18
Woorabinda Aboriginal Shire,331,2022-11-18
Wujal Wujal Aboriginal Shire,111,2022-11-18
Yarrabah Aboriginal Shire,1271,2022-11-18
Total cases,1622985,2022-11-18
