Local Government Area,Total cases,Date
Aurukun Shire,135,2022-08-24
Balonne Shire,448,2022-08-24
Banana Shire,803,2022-08-24
Barcaldine Regional,159,2022-08-24
Barcoo Shire,4,2022-08-24
Blackall Tambo Regional,83,2022-08-24
Boulia Shire,13,2022-08-24
Brisbane City,166930,2022-08-24
Bulloo Shire,12,2022-08-24
Bundaberg Regional,10243,2022-08-24
Burdekin Shire,1459,2022-08-24
Burke Shire,27,2022-08-24
Cairns Regional,48133,2022-08-24
Carpentaria Shire,169,2022-08-24
Cassowary Coast Regional,5602,2022-08-24
Central Highlands Regional,2155,2022-08-24
Charters Towers Regional,1181,2022-08-24
Cherbourg Aboriginal Shire,352,2022-08-24
Cloncurry Shire,182,2022-08-24
Cook Shire,1141,2022-08-24
Croydon Shire,23,2022-08-24
Diamantina Shire,32,2022-08-24
Doomadgee Aboriginal Shire,174,2022-08-24
Douglas Shire,2978,2022-08-24
Etheridge Shire,65,2022-08-24
Flinders Shire,179,2022-08-24
Fraser Coast Regional,12101,2022-08-24
Gladstone Regional,4791,2022-08-24
Gold Coast City,91727,2022-08-24
Goondiwindi Regional,780,2022-08-24
Gympie Regional,4115,2022-08-24
Hinchinbrook Shire,612,2022-08-24
Hope Vale Aboriginal Shire,337,2022-08-24
Interstate/Other,20820,2022-08-24
Ipswich City,33037,2022-08-24
Isaac Regional,1080,2022-08-24
Kowanyama Aboriginal Shire,193,2022-08-24
Livingstone Shire,2976,2022-08-24
Lockhart River Aboriginal Shire,153,2022-08-24
Lockyer Valley Regional,3224,2022-08-24
Logan City,43214,2022-08-24
Longreach Regional,152,2022-08-24
Mackay Regional,13231,2022-08-24
Mapoon Aboriginal Shire,81,2022-08-24
Maranoa Regional,1176,2022-08-24
Mareeba Shire,5309,2022-08-24
McKinlay Shire,21,2022-08-24
Moreton Bay Regional,60547,2022-08-24
Mornington Shire,132,2022-08-24
Mount Isa City,2018,2022-08-24
Murweh Shire,346,2022-08-24
Napranum Aboriginal Shire,274,2022-08-24
Noosa Shire,6530,2022-08-24
North Burnett Regional,684,2022-08-24
Northern Peninsula Area Regional,772,2022-08-24
Not Supplied,898646,2022-08-24
Palm Island Aboriginal Shire,762,2022-08-24
Paroo Shire,92,2022-08-24
Pormpuraaw Aboriginal Shire,227,2022-08-24
Quilpie Shire,45,2022-08-24
Redland City,18439,2022-08-24
Richmond Shire,52,2022-08-24
Rockhampton Regional,6935,2022-08-24
Scenic Rim Regional,3140,2022-08-24
Somerset Regional,1963,2022-08-24
South Burnett Regional,1702,2022-08-24
Southern Downs Regional,3140,2022-08-24
Sunshine Coast Regional,42876,2022-08-24
Tablelands Regional,4664,2022-08-24
Toowoomba Regional,18294,2022-08-24
Torres Shire,1350,2022-08-24
Torres Strait Island Regional,1031,2022-08-24
Townsville City,28765,2022-08-24
Weipa Town,1482,2022-08-24
Western Downs Regional,1713,2022-08-24
Whitsunday Regional,3197,2022-08-24
Winton Shire,46,2022-08-24
Woorabinda Aboriginal Shire,330,2022-08-24
Wujal Wujal Aboriginal Shire,107,2022-08-24
Yarrabah Aboriginal Shire,1043,2022-08-24
Total cases,1593156,2022-08-24
