Local Government Area,Total cases,Date
Aurukun Shire,92,2022-04-24
Balonne Shire,185,2022-04-24
Banana Shire,533,2022-04-24
Barcaldine Regional,36,2022-04-24
Barcoo Shire,3,2022-04-24
Blackall Tambo Regional,24,2022-04-24
Boulia Shire,9,2022-04-24
Brisbane City,114504,2022-04-24
Bulloo Shire,7,2022-04-24
Bundaberg Regional,5512,2022-04-24
Burdekin Shire,1006,2022-04-24
Burke Shire,8,2022-04-24
Cairns Regional,32370,2022-04-24
Carpentaria Shire,139,2022-04-24
Cassowary Coast Regional,3415,2022-04-24
Central Highlands Regional,1450,2022-04-24
Charters Towers Regional,246,2022-04-24
Cherbourg Aboriginal Shire,261,2022-04-24
Cloncurry Shire,118,2022-04-24
Cook Shire,736,2022-04-24
Croydon Shire,6,2022-04-24
Diamantina Shire,13,2022-04-24
Doomadgee Aboriginal Shire,153,2022-04-24
Douglas Shire,2067,2022-04-24
Etheridge Shire,25,2022-04-24
Flinders Shire,75,2022-04-24
Fraser Coast Regional,6507,2022-04-24
Gladstone Regional,2882,2022-04-24
Gold Coast City,66787,2022-04-24
Goondiwindi Regional,466,2022-04-24
Gympie Regional,2620,2022-04-24
Hinchinbrook Shire,370,2022-04-24
Hope Vale Aboriginal Shire,240,2022-04-24
Interstate/Other,13836,2022-04-24
Ipswich City,24391,2022-04-24
Isaac Regional,827,2022-04-24
Kowanyama Aboriginal Shire,138,2022-04-24
Livingstone Shire,2097,2022-04-24
Lockhart River Aboriginal Shire,108,2022-04-24
Lockyer Valley Regional,2249,2022-04-24
Logan City,31869,2022-04-24
Longreach Regional,48,2022-04-24
Mackay Regional,8867,2022-04-24
Mapoon Aboriginal Shire,57,2022-04-24
Maranoa Regional,646,2022-04-24
Mareeba Shire,3063,2022-04-24
McKinlay Shire,8,2022-04-24
Moreton Bay Regional,39827,2022-04-24
Mornington Shire,123,2022-04-24
Mount Isa City,671,2022-04-24
Murweh Shire,124,2022-04-24
Napranum Aboriginal Shire,240,2022-04-24
Noosa Shire,4384,2022-04-24
North Burnett Regional,378,2022-04-24
Northern Peninsula Area Regional,610,2022-04-24
Not Supplied,490496,2022-04-24
Palm Island Aboriginal Shire,647,2022-04-24
Paroo Shire,54,2022-04-24
Pormpuraaw Aboriginal Shire,189,2022-04-24
Quilpie Shire,16,2022-04-24
Redland City,12690,2022-04-24
Richmond Shire,27,2022-04-24
Rockhampton Regional,5064,2022-04-24
Scenic Rim Regional,1949,2022-04-24
Somerset Regional,1307,2022-04-24
South Burnett Regional,1067,2022-04-24
Southern Downs Regional,1660,2022-04-24
Sunshine Coast Regional,29376,2022-04-24
Tablelands Regional,2703,2022-04-24
Toowoomba Regional,7884,2022-04-24
Torres Shire,1107,2022-04-24
Torres Strait Island Regional,859,2022-04-24
Townsville City,17924,2022-04-24
Weipa Town,917,2022-04-24
Western Downs Regional,1119,2022-04-24
Whitsunday Regional,2336,2022-04-24
Winton Shire,19,2022-04-24
Woorabinda Aboriginal Shire,20,2022-04-24
Wujal Wujal Aboriginal Shire,76,2022-04-24
Yarrabah Aboriginal Shire,743,2022-04-24
Total cases,957675,2022-04-24
