Local Government Area,Total cases,Date
Aurukun Shire,89,2022-03-16
Balonne Shire,137,2022-03-16
Banana Shire,430,2022-03-16
Barcaldine Regional,21,2022-03-16
Barcoo Shire,2,2022-03-16
Blackall Tambo Regional,20,2022-03-16
Boulia Shire,9,2022-03-16
Brisbane City,91403,2022-03-16
Bulloo Shire,6,2022-03-16
Bundaberg Regional,3801,2022-03-16
Burdekin Shire,909,2022-03-16
Burke Shire,4,2022-03-16
Cairns Regional,20406,2022-03-16
Carpentaria Shire,122,2022-03-16
Cassowary Coast Regional,2238,2022-03-16
Central Highlands Regional,1120,2022-03-16
Charters Towers Regional,225,2022-03-16
Cherbourg Aboriginal Shire,208,2022-03-16
Cloncurry Shire,98,2022-03-16
Cook Shire,546,2022-03-16
Croydon Shire,4,2022-03-16
Diamantina Shire,2,2022-03-16
Doomadgee Aboriginal Shire,142,2022-03-16
Douglas Shire,1396,2022-03-16
Etheridge Shire,9,2022-03-16
Flinders Shire,71,2022-03-16
Fraser Coast Regional,3888,2022-03-16
Gladstone Regional,2042,2022-03-16
Gold Coast City,57349,2022-03-16
Goondiwindi Regional,417,2022-03-16
Gympie Regional,1868,2022-03-16
Hinchinbrook Shire,315,2022-03-16
Hope Vale Aboriginal Shire,143,2022-03-16
Interstate/Other,12598,2022-03-16
Ipswich City,18875,2022-03-16
Isaac Regional,704,2022-03-16
Kowanyama Aboriginal Shire,136,2022-03-16
Livingstone Shire,1656,2022-03-16
Lockhart River Aboriginal Shire,102,2022-03-16
Lockyer Valley Regional,1722,2022-03-16
Logan City,27449,2022-03-16
Longreach Regional,35,2022-03-16
Mackay Regional,6963,2022-03-16
Mapoon Aboriginal Shire,52,2022-03-16
Maranoa Regional,486,2022-03-16
Mareeba Shire,2055,2022-03-16
McKinlay Shire,8,2022-03-16
Moreton Bay Regional,30335,2022-03-16
Mornington Shire,118,2022-03-16
Mount Isa City,638,2022-03-16
Murweh Shire,90,2022-03-16
Napranum Aboriginal Shire,225,2022-03-16
Noosa Shire,3647,2022-03-16
North Burnett Regional,260,2022-03-16
Northern Peninsula Area Regional,556,2022-03-16
Not Supplied,272426,2022-03-16
Palm Island Aboriginal Shire,594,2022-03-16
Paroo Shire,38,2022-03-16
Pormpuraaw Aboriginal Shire,181,2022-03-16
Quilpie Shire,13,2022-03-16
Redland City,10182,2022-03-16
Richmond Shire,15,2022-03-16
Rockhampton Regional,3876,2022-03-16
Scenic Rim Regional,1522,2022-03-16
Somerset Regional,1059,2022-03-16
South Burnett Regional,900,2022-03-16
Southern Downs Regional,1374,2022-03-16
Sunshine Coast Regional,23038,2022-03-16
Tablelands Regional,1367,2022-03-16
Toowoomba Regional,5566,2022-03-16
Torres Shire,813,2022-03-16
Torres Strait Island Regional,558,2022-03-16
Townsville City,13873,2022-03-16
Weipa Town,636,2022-03-16
Western Downs Regional,968,2022-03-16
Whitsunday Regional,2177,2022-03-16
Winton Shire,18,2022-03-16
Woorabinda Aboriginal Shire,15,2022-03-16
Wujal Wujal Aboriginal Shire,54,2022-03-16
Yarrabah Aboriginal Shire,691,2022-03-16
Total cases,640104,2022-03-16
