Local Government Area,Total cases,Date
Aurukun Shire,136,2023-01-23
Balonne Shire,457,2023-01-23
Banana Shire,809,2023-01-23
Barcaldine Regional,164,2023-01-23
Barcoo Shire,4,2023-01-23
Blackall Tambo Regional,83,2023-01-23
Boulia Shire,14,2023-01-23
Brisbane City,168497,2023-01-23
Bulloo Shire,12,2023-01-23
Bundaberg Regional,10497,2023-01-23
Burdekin Shire,1466,2023-01-23
Burke Shire,28,2023-01-23
Cairns Regional,48930,2023-01-23
Carpentaria Shire,170,2023-01-23
Cassowary Coast Regional,5723,2023-01-23
Central Highlands Regional,2172,2023-01-23
Charters Towers Regional,1189,2023-01-23
Cherbourg Aboriginal Shire,391,2023-01-23
Cloncurry Shire,183,2023-01-23
Cook Shire,1164,2023-01-23
Croydon Shire,23,2023-01-23
Diamantina Shire,32,2023-01-23
Doomadgee Aboriginal Shire,175,2023-01-23
Douglas Shire,3033,2023-01-23
Etheridge Shire,68,2023-01-23
Flinders Shire,181,2023-01-23
Fraser Coast Regional,12418,2023-01-23
Gladstone Regional,4822,2023-01-23
Gold Coast City,92424,2023-01-23
Goondiwindi Regional,791,2023-01-23
Gympie Regional,4152,2023-01-23
Hinchinbrook Shire,618,2023-01-23
Hope Vale Aboriginal Shire,339,2023-01-23
Interstate/Other,21028,2023-01-23
Ipswich City,33308,2023-01-23
Isaac Regional,1087,2023-01-23
Kowanyama Aboriginal Shire,196,2023-01-23
Livingstone Shire,2989,2023-01-23
Lockhart River Aboriginal Shire,157,2023-01-23
Lockyer Valley Regional,3285,2023-01-23
Logan City,43554,2023-01-23
Longreach Regional,154,2023-01-23
Mackay Regional,13300,2023-01-23
Mapoon Aboriginal Shire,82,2023-01-23
Maranoa Regional,1208,2023-01-23
Mareeba Shire,5533,2023-01-23
McKinlay Shire,22,2023-01-23
Moreton Bay Regional,61528,2023-01-23
Mornington Shire,136,2023-01-23
Mount Isa City,2051,2023-01-23
Murweh Shire,349,2023-01-23
Napranum Aboriginal Shire,277,2023-01-23
Noosa Shire,6592,2023-01-23
North Burnett Regional,717,2023-01-23
Northern Peninsula Area Regional,774,2023-01-23
Not Supplied,920632,2023-01-23
Palm Island Aboriginal Shire,763,2023-01-23
Paroo Shire,94,2023-01-23
Pormpuraaw Aboriginal Shire,228,2023-01-23
Quilpie Shire,46,2023-01-23
Redland City,18618,2023-01-23
Richmond Shire,51,2023-01-23
Rockhampton Regional,6977,2023-01-23
Scenic Rim Regional,3169,2023-01-23
Somerset Regional,1985,2023-01-23
South Burnett Regional,1736,2023-01-23
Southern Downs Regional,3200,2023-01-23
Sunshine Coast Regional,43147,2023-01-23
Tablelands Regional,4798,2023-01-23
Toowoomba Regional,18505,2023-01-23
Torres Shire,1366,2023-01-23
Torres Strait Island Regional,1050,2023-01-23
Townsville City,28910,2023-01-23
Weipa Town,1507,2023-01-23
Western Downs Regional,1737,2023-01-23
Whitsunday Regional,3215,2023-01-23
Winton Shire,46,2023-01-23
Woorabinda Aboriginal Shire,331,2023-01-23
Wujal Wujal Aboriginal Shire,111,2023-01-23
Yarrabah Aboriginal Shire,1271,2023-01-23
Total cases,1622985,2023-01-23
