Local Government Area,Total cases,Date
Aurukun Shire,136,2022-09-04
Balonne Shire,452,2022-09-04
Banana Shire,808,2022-09-04
Barcaldine Regional,161,2022-09-04
Barcoo Shire,4,2022-09-04
Blackall Tambo Regional,83,2022-09-04
Boulia Shire,13,2022-09-04
Brisbane City,167886,2022-09-04
Bulloo Shire,12,2022-09-04
Bundaberg Regional,10388,2022-09-04
Burdekin Shire,1466,2022-09-04
Burke Shire,27,2022-09-04
Cairns Regional,48739,2022-09-04
Carpentaria Shire,170,2022-09-04
Cassowary Coast Regional,5696,2022-09-04
Central Highlands Regional,2167,2022-09-04
Charters Towers Regional,1185,2022-09-04
Cherbourg Aboriginal Shire,372,2022-09-04
Cloncurry Shire,183,2022-09-04
Cook Shire,1156,2022-09-04
Croydon Shire,23,2022-09-04
Diamantina Shire,32,2022-09-04
Doomadgee Aboriginal Shire,174,2022-09-04
Douglas Shire,3010,2022-09-04
Etheridge Shire,66,2022-09-04
Flinders Shire,180,2022-09-04
Fraser Coast Regional,12346,2022-09-04
Gladstone Regional,4807,2022-09-04
Gold Coast City,92115,2022-09-04
Goondiwindi Regional,789,2022-09-04
Gympie Regional,4133,2022-09-04
Hinchinbrook Shire,612,2022-09-04
Hope Vale Aboriginal Shire,338,2022-09-04
Interstate/Other,20947,2022-09-04
Ipswich City,33171,2022-09-04
Isaac Regional,1084,2022-09-04
Kowanyama Aboriginal Shire,196,2022-09-04
Livingstone Shire,2986,2022-09-04
Lockhart River Aboriginal Shire,155,2022-09-04
Lockyer Valley Regional,3262,2022-09-04
Logan City,43383,2022-09-04
Longreach Regional,154,2022-09-04
Mackay Regional,13271,2022-09-04
Mapoon Aboriginal Shire,82,2022-09-04
Maranoa Regional,1194,2022-09-04
Mareeba Shire,5408,2022-09-04
McKinlay Shire,21,2022-09-04
Moreton Bay Regional,61115,2022-09-04
Mornington Shire,134,2022-09-04
Mount Isa City,2041,2022-09-04
Murweh Shire,347,2022-09-04
Napranum Aboriginal Shire,277,2022-09-04
Noosa Shire,6565,2022-09-04
North Burnett Regional,704,2022-09-04
Northern Peninsula Area Regional,772,2022-09-04
Not Supplied,910567,2022-09-04
Palm Island Aboriginal Shire,763,2022-09-04
Paroo Shire,93,2022-09-04
Pormpuraaw Aboriginal Shire,227,2022-09-04
Quilpie Shire,45,2022-09-04
Redland City,18523,2022-09-04
Richmond Shire,52,2022-09-04
Rockhampton Regional,6963,2022-09-04
Scenic Rim Regional,3157,2022-09-04
Somerset Regional,1972,2022-09-04
South Burnett Regional,1722,2022-09-04
Southern Downs Regional,3183,2022-09-04
Sunshine Coast Regional,43038,2022-09-04
Tablelands Regional,4721,2022-09-04
Toowoomba Regional,18439,2022-09-04
Torres Shire,1358,2022-09-04
Torres Strait Island Regional,1043,2022-09-04
Townsville City,28828,2022-09-04
Weipa Town,1498,2022-09-04
Western Downs Regional,1727,2022-09-04
Whitsunday Regional,3202,2022-09-04
Winton Shire,46,2022-09-04
Woorabinda Aboriginal Shire,330,2022-09-04
Wujal Wujal Aboriginal Shire,108,2022-09-04
Yarrabah Aboriginal Shire,1106,2022-09-04
Total cases,1609709,2022-09-04
