Local Government Area,Total cases,Date
Aurukun Shire,136,2022-09-07
Balonne Shire,456,2022-09-07
Banana Shire,808,2022-09-07
Barcaldine Regional,164,2022-09-07
Barcoo Shire,4,2022-09-07
Blackall Tambo Regional,83,2022-09-07
Boulia Shire,14,2022-09-07
Brisbane City,168268,2022-09-07
Bulloo Shire,12,2022-09-07
Bundaberg Regional,10479,2022-09-07
Burdekin Shire,1466,2022-09-07
Burke Shire,28,2022-09-07
Cairns Regional,48835,2022-09-07
Carpentaria Shire,171,2022-09-07
Cassowary Coast Regional,5695,2022-09-07
Central Highlands Regional,2169,2022-09-07
Charters Towers Regional,1188,2022-09-07
Cherbourg Aboriginal Shire,390,2022-09-07
Cloncurry Shire,183,2022-09-07
Cook Shire,1164,2022-09-07
Croydon Shire,24,2022-09-07
Diamantina Shire,32,2022-09-07
Doomadgee Aboriginal Shire,175,2022-09-07
Douglas Shire,3017,2022-09-07
Etheridge Shire,68,2022-09-07
Flinders Shire,181,2022-09-07
Fraser Coast Regional,12395,2022-09-07
Gladstone Regional,4817,2022-09-07
Gold Coast City,92309,2022-09-07
Goondiwindi Regional,790,2022-09-07
Gympie Regional,4145,2022-09-07
Hinchinbrook Shire,613,2022-09-07
Hope Vale Aboriginal Shire,338,2022-09-07
Interstate/Other,20963,2022-09-07
Ipswich City,33242,2022-09-07
Isaac Regional,1086,2022-09-07
Kowanyama Aboriginal Shire,196,2022-09-07
Livingstone Shire,2987,2022-09-07
Lockhart River Aboriginal Shire,156,2022-09-07
Lockyer Valley Regional,3278,2022-09-07
Logan City,43485,2022-09-07
Longreach Regional,154,2022-09-07
Mackay Regional,13293,2022-09-07
Mapoon Aboriginal Shire,82,2022-09-07
Maranoa Regional,1204,2022-09-07
Mareeba Shire,5517,2022-09-07
McKinlay Shire,22,2022-09-07
Moreton Bay Regional,61366,2022-09-07
Mornington Shire,136,2022-09-07
Mount Isa City,2047,2022-09-07
Murweh Shire,348,2022-09-07
Napranum Aboriginal Shire,277,2022-09-07
Noosa Shire,6580,2022-09-07
North Burnett Regional,713,2022-09-07
Northern Peninsula Area Regional,773,2022-09-07
Not Supplied,915894,2022-09-07
Palm Island Aboriginal Shire,763,2022-09-07
Paroo Shire,93,2022-09-07
Pormpuraaw Aboriginal Shire,228,2022-09-07
Quilpie Shire,45,2022-09-07
Redland City,18580,2022-09-07
Richmond Shire,51,2022-09-07
Rockhampton Regional,6971,2022-09-07
Scenic Rim Regional,3164,2022-09-07
Somerset Regional,1980,2022-09-07
South Burnett Regional,1732,2022-09-07
Southern Downs Regional,3191,2022-09-07
Sunshine Coast Regional,43100,2022-09-07
Tablelands Regional,4777,2022-09-07
Toowoomba Regional,18482,2022-09-07
Torres Shire,1363,2022-09-07
Torres Strait Island Regional,1050,2022-09-07
Townsville City,28880,2022-09-07
Weipa Town,1507,2022-09-07
Western Downs Regional,1730,2022-09-07
Whitsunday Regional,3208,2022-09-07
Winton Shire,46,2022-09-07
Woorabinda Aboriginal Shire,330,2022-09-07
Wujal Wujal Aboriginal Shire,111,2022-09-07
Yarrabah Aboriginal Shire,1238,2022-09-07
Total cases,1617036,2022-09-07
