Local Government Area,Total cases,Date
Aurukun Shire,91,2022-04-20
Balonne Shire,165,2022-04-20
Banana Shire,521,2022-04-20
Barcaldine Regional,34,2022-04-20
Barcoo Shire,2,2022-04-20
Blackall Tambo Regional,24,2022-04-20
Boulia Shire,9,2022-04-20
Brisbane City,112215,2022-04-20
Bulloo Shire,7,2022-04-20
Bundaberg Regional,5361,2022-04-20
Burdekin Shire,995,2022-04-20
Burke Shire,8,2022-04-20
Cairns Regional,31318,2022-04-20
Carpentaria Shire,138,2022-04-20
Cassowary Coast Regional,3308,2022-04-20
Central Highlands Regional,1424,2022-04-20
Charters Towers Regional,243,2022-04-20
Cherbourg Aboriginal Shire,246,2022-04-20
Cloncurry Shire,117,2022-04-20
Cook Shire,728,2022-04-20
Croydon Shire,4,2022-04-20
Diamantina Shire,6,2022-04-20
Doomadgee Aboriginal Shire,153,2022-04-20
Douglas Shire,2002,2022-04-20
Etheridge Shire,25,2022-04-20
Flinders Shire,74,2022-04-20
Fraser Coast Regional,6279,2022-04-20
Gladstone Regional,2844,2022-04-20
Gold Coast City,65740,2022-04-20
Goondiwindi Regional,463,2022-04-20
Gympie Regional,2523,2022-04-20
Hinchinbrook Shire,358,2022-04-20
Hope Vale Aboriginal Shire,239,2022-04-20
Interstate/Other,13640,2022-04-20
Ipswich City,23855,2022-04-20
Isaac Regional,813,2022-04-20
Kowanyama Aboriginal Shire,138,2022-04-20
Livingstone Shire,2051,2022-04-20
Lockhart River Aboriginal Shire,107,2022-04-20
Lockyer Valley Regional,2198,2022-04-20
Logan City,31403,2022-04-20
Longreach Regional,46,2022-04-20
Mackay Regional,8719,2022-04-20
Mapoon Aboriginal Shire,57,2022-04-20
Maranoa Regional,607,2022-04-20
Mareeba Shire,2966,2022-04-20
McKinlay Shire,8,2022-04-20
Moreton Bay Regional,38860,2022-04-20
Mornington Shire,123,2022-04-20
Mount Isa City,667,2022-04-20
Murweh Shire,118,2022-04-20
Napranum Aboriginal Shire,235,2022-04-20
Noosa Shire,4263,2022-04-20
North Burnett Regional,368,2022-04-20
Northern Peninsula Area Regional,607,2022-04-20
Not Supplied,470990,2022-04-20
Palm Island Aboriginal Shire,640,2022-04-20
Paroo Shire,53,2022-04-20
Pormpuraaw Aboriginal Shire,186,2022-04-20
Quilpie Shire,16,2022-04-20
Redland City,12419,2022-04-20
Richmond Shire,27,2022-04-20
Rockhampton Regional,4978,2022-04-20
Scenic Rim Regional,1901,2022-04-20
Somerset Regional,1273,2022-04-20
South Burnett Regional,1041,2022-04-20
Southern Downs Regional,1610,2022-04-20
Sunshine Coast Regional,28664,2022-04-20
Tablelands Regional,2630,2022-04-20
Toowoomba Regional,7634,2022-04-20
Torres Shire,1091,2022-04-20
Torres Strait Island Regional,841,2022-04-20
Townsville City,17608,2022-04-20
Weipa Town,880,2022-04-20
Western Downs Regional,1113,2022-04-20
Whitsunday Regional,2314,2022-04-20
Winton Shire,19,2022-04-20
Woorabinda Aboriginal Shire,18,2022-04-20
Wujal Wujal Aboriginal Shire,75,2022-04-20
Yarrabah Aboriginal Shire,734,2022-04-20
Total cases,928268,2022-04-20
