Local Government Area,Total cases,Date
Aurukun Shire,136,2022-09-06
Balonne Shire,455,2022-09-06
Banana Shire,808,2022-09-06
Barcaldine Regional,163,2022-09-06
Barcoo Shire,4,2022-09-06
Blackall Tambo Regional,83,2022-09-06
Boulia Shire,13,2022-09-06
Brisbane City,168172,2022-09-06
Bulloo Shire,12,2022-09-06
Bundaberg Regional,10481,2022-09-06
Burdekin Shire,1466,2022-09-06
Burke Shire,28,2022-09-06
Cairns Regional,48825,2022-09-06
Carpentaria Shire,171,2022-09-06
Cassowary Coast Regional,5691,2022-09-06
Central Highlands Regional,2169,2022-09-06
Charters Towers Regional,1186,2022-09-06
Cherbourg Aboriginal Shire,389,2022-09-06
Cloncurry Shire,183,2022-09-06
Cook Shire,1163,2022-09-06
Croydon Shire,23,2022-09-06
Diamantina Shire,32,2022-09-06
Doomadgee Aboriginal Shire,175,2022-09-06
Douglas Shire,3014,2022-09-06
Etheridge Shire,67,2022-09-06
Flinders Shire,181,2022-09-06
Fraser Coast Regional,12390,2022-09-06
Gladstone Regional,4815,2022-09-06
Gold Coast City,92281,2022-09-06
Goondiwindi Regional,790,2022-09-06
Gympie Regional,4144,2022-09-06
Hinchinbrook Shire,612,2022-09-06
Hope Vale Aboriginal Shire,338,2022-09-06
Interstate/Other,20913,2022-09-06
Ipswich City,33230,2022-09-06
Isaac Regional,1086,2022-09-06
Kowanyama Aboriginal Shire,196,2022-09-06
Livingstone Shire,2986,2022-09-06
Lockhart River Aboriginal Shire,156,2022-09-06
Lockyer Valley Regional,3271,2022-09-06
Logan City,43466,2022-09-06
Longreach Regional,154,2022-09-06
Mackay Regional,13288,2022-09-06
Mapoon Aboriginal Shire,82,2022-09-06
Maranoa Regional,1202,2022-09-06
Mareeba Shire,5507,2022-09-06
McKinlay Shire,22,2022-09-06
Moreton Bay Regional,61264,2022-09-06
Mornington Shire,136,2022-09-06
Mount Isa City,2047,2022-09-06
Murweh Shire,348,2022-09-06
Napranum Aboriginal Shire,277,2022-09-06
Noosa Shire,6577,2022-09-06
North Burnett Regional,712,2022-09-06
Northern Peninsula Area Regional,773,2022-09-06
Not Supplied,914593,2022-09-06
Palm Island Aboriginal Shire,763,2022-09-06
Paroo Shire,93,2022-09-06
Pormpuraaw Aboriginal Shire,227,2022-09-06
Quilpie Shire,45,2022-09-06
Redland City,18559,2022-09-06
Richmond Shire,51,2022-09-06
Rockhampton Regional,6968,2022-09-06
Scenic Rim Regional,3161,2022-09-06
Somerset Regional,1979,2022-09-06
South Burnett Regional,1731,2022-09-06
Southern Downs Regional,3190,2022-09-06
Sunshine Coast Regional,43091,2022-09-06
Tablelands Regional,4772,2022-09-06
Toowoomba Regional,18478,2022-09-06
Torres Shire,1361,2022-09-06
Torres Strait Island Regional,1049,2022-09-06
Townsville City,28877,2022-09-06
Weipa Town,1506,2022-09-06
Western Downs Regional,1729,2022-09-06
Whitsunday Regional,3207,2022-09-06
Winton Shire,46,2022-09-06
Woorabinda Aboriginal Shire,330,2022-09-06
Wujal Wujal Aboriginal Shire,111,2022-09-06
Yarrabah Aboriginal Shire,1193,2022-09-06
Total cases,1615263,2022-09-06
