Local Government Area,Total cases,Date
Aurukun Shire,88,2022-03-06
Balonne Shire,114,2022-03-06
Banana Shire,401,2022-03-06
Barcaldine Regional,20,2022-03-06
Barcoo Shire,2,2022-03-06
Blackall Tambo Regional,20,2022-03-06
Boulia Shire,8,2022-03-06
Brisbane City,88822,2022-03-06
Bulloo Shire,5,2022-03-06
Bundaberg Regional,3399,2022-03-06
Burdekin Shire,880,2022-03-06
Burke Shire,4,2022-03-06
Cairns Regional,19351,2022-03-06
Carpentaria Shire,121,2022-03-06
Cassowary Coast Regional,1931,2022-03-06
Central Highlands Regional,1077,2022-03-06
Charters Towers Regional,214,2022-03-06
Cherbourg Aboriginal Shire,206,2022-03-06
Cloncurry Shire,87,2022-03-06
Cook Shire,449,2022-03-06
Croydon Shire,2,2022-03-06
Diamantina Shire,2,2022-03-06
Doomadgee Aboriginal Shire,137,2022-03-06
Douglas Shire,1350,2022-03-06
Etheridge Shire,9,2022-03-06
Flinders Shire,70,2022-03-06
Fraser Coast Regional,3574,2022-03-06
Gladstone Regional,1773,2022-03-06
Gold Coast City,56000,2022-03-06
Goondiwindi Regional,412,2022-03-06
Gympie Regional,1821,2022-03-06
Hinchinbrook Shire,308,2022-03-06
Hope Vale Aboriginal Shire,83,2022-03-06
Interstate/Other,12420,2022-03-06
Ipswich City,18407,2022-03-06
Isaac Regional,685,2022-03-06
Kowanyama Aboriginal Shire,136,2022-03-06
Livingstone Shire,1548,2022-03-06
Lockhart River Aboriginal Shire,102,2022-03-06
Lockyer Valley Regional,1700,2022-03-06
Logan City,26823,2022-03-06
Longreach Regional,34,2022-03-06
Mackay Regional,6628,2022-03-06
Mapoon Aboriginal Shire,45,2022-03-06
Maranoa Regional,466,2022-03-06
Mareeba Shire,1931,2022-03-06
McKinlay Shire,7,2022-03-06
Moreton Bay Regional,29121,2022-03-06
Mornington Shire,103,2022-03-06
Mount Isa City,626,2022-03-06
Murweh Shire,89,2022-03-06
Napranum Aboriginal Shire,216,2022-03-06
Noosa Shire,3559,2022-03-06
North Burnett Regional,237,2022-03-06
Northern Peninsula Area Regional,532,2022-03-06
Not Supplied,231574,2022-03-06
Palm Island Aboriginal Shire,594,2022-03-06
Paroo Shire,36,2022-03-06
Pormpuraaw Aboriginal Shire,179,2022-03-06
Quilpie Shire,13,2022-03-06
Redland City,9798,2022-03-06
Richmond Shire,14,2022-03-06
Rockhampton Regional,3567,2022-03-06
Scenic Rim Regional,1487,2022-03-06
Somerset Regional,1045,2022-03-06
South Burnett Regional,878,2022-03-06
Southern Downs Regional,1312,2022-03-06
Sunshine Coast Regional,22371,2022-03-06
Tablelands Regional,1141,2022-03-06
Toowoomba Regional,5324,2022-03-06
Torres Shire,736,2022-03-06
Torres Strait Island Regional,499,2022-03-06
Townsville City,12661,2022-03-06
Weipa Town,576,2022-03-06
Western Downs Regional,904,2022-03-06
Whitsunday Regional,2141,2022-03-06
Winton Shire,15,2022-03-06
Woorabinda Aboriginal Shire,15,2022-03-06
Wujal Wujal Aboriginal Shire,48,2022-03-06
Yarrabah Aboriginal Shire,681,2022-03-06
Total cases,585764,2022-03-06
