Local Government Area,Total cases,Date
Aurukun Shire,94,2022-04-11
Balonne Shire,159,2022-04-11
Banana Shire,505,2022-04-11
Barcaldine Regional,26,2022-04-11
Barcoo Shire,2,2022-04-11
Blackall Tambo Regional,21,2022-04-11
Boulia Shire,9,2022-04-11
Brisbane City,107927,2022-04-11
Bulloo Shire,7,2022-04-11
Bundaberg Regional,5092,2022-04-11
Burdekin Shire,973,2022-04-11
Burke Shire,8,2022-04-11
Cairns Regional,28852,2022-04-11
Carpentaria Shire,138,2022-04-11
Cassowary Coast Regional,3059,2022-04-11
Central Highlands Regional,1354,2022-04-11
Charters Towers Regional,240,2022-04-11
Cherbourg Aboriginal Shire,225,2022-04-11
Cloncurry Shire,114,2022-04-11
Cook Shire,701,2022-04-11
Croydon Shire,4,2022-04-11
Diamantina Shire,4,2022-04-11
Doomadgee Aboriginal Shire,154,2022-04-11
Douglas Shire,1870,2022-04-11
Etheridge Shire,21,2022-04-11
Flinders Shire,75,2022-04-11
Fraser Coast Regional,5691,2022-04-11
Gladstone Regional,2771,2022-04-11
Gold Coast City,63811,2022-04-11
Goondiwindi Regional,456,2022-04-11
Gympie Regional,2361,2022-04-11
Hinchinbrook Shire,349,2022-04-11
Hope Vale Aboriginal Shire,226,2022-04-11
Interstate/Other,13290,2022-04-11
Ipswich City,22935,2022-04-11
Isaac Regional,788,2022-04-11
Kowanyama Aboriginal Shire,140,2022-04-11
Livingstone Shire,2001,2022-04-11
Lockhart River Aboriginal Shire,106,2022-04-11
Lockyer Valley Regional,2076,2022-04-11
Logan City,30531,2022-04-11
Longreach Regional,43,2022-04-11
Mackay Regional,8294,2022-04-11
Mapoon Aboriginal Shire,55,2022-04-11
Maranoa Regional,572,2022-04-11
Mareeba Shire,2679,2022-04-11
McKinlay Shire,8,2022-04-11
Moreton Bay Regional,37192,2022-04-11
Mornington Shire,122,2022-04-11
Mount Isa City,669,2022-04-11
Murweh Shire,105,2022-04-11
Napranum Aboriginal Shire,235,2022-04-11
Noosa Shire,4120,2022-04-11
North Burnett Regional,340,2022-04-11
Northern Peninsula Area Regional,601,2022-04-11
Not Supplied,425474,2022-04-11
Palm Island Aboriginal Shire,640,2022-04-11
Paroo Shire,50,2022-04-11
Pormpuraaw Aboriginal Shire,183,2022-04-11
Quilpie Shire,15,2022-04-11
Redland City,11947,2022-04-11
Richmond Shire,23,2022-04-11
Rockhampton Regional,4809,2022-04-11
Scenic Rim Regional,1816,2022-04-11
Somerset Regional,1243,2022-04-11
South Burnett Regional,1010,2022-04-11
Southern Downs Regional,1559,2022-04-11
Sunshine Coast Regional,27401,2022-04-11
Tablelands Regional,2410,2022-04-11
Toowoomba Regional,7084,2022-04-11
Torres Shire,1040,2022-04-11
Torres Strait Island Regional,785,2022-04-11
Townsville City,16855,2022-04-11
Weipa Town,808,2022-04-11
Western Downs Regional,1083,2022-04-11
Whitsunday Regional,2277,2022-04-11
Winton Shire,18,2022-04-11
Woorabinda Aboriginal Shire,17,2022-04-11
Wujal Wujal Aboriginal Shire,64,2022-04-11
Yarrabah Aboriginal Shire,724,2022-04-11
Total cases,863536,2022-04-11
