Local Government Area,Total cases,Date
Aurukun Shire,103,2022-07-10
Balonne Shire,325,2022-07-10
Banana Shire,624,2022-07-10
Barcaldine Regional,100,2022-07-10
Barcoo Shire,3,2022-07-10
Blackall Tambo Regional,53,2022-07-10
Boulia Shire,11,2022-07-10
Brisbane City,135388,2022-07-10
Bulloo Shire,8,2022-07-10
Bundaberg Regional,7081,2022-07-10
Burdekin Shire,1190,2022-07-10
Burke Shire,7,2022-07-10
Cairns Regional,41567,2022-07-10
Carpentaria Shire,157,2022-07-10
Cassowary Coast Regional,4605,2022-07-10
Central Highlands Regional,1772,2022-07-10
Charters Towers Regional,279,2022-07-10
Cherbourg Aboriginal Shire,324,2022-07-10
Cloncurry Shire,135,2022-07-10
Cook Shire,940,2022-07-10
Croydon Shire,15,2022-07-10
Diamantina Shire,20,2022-07-10
Doomadgee Aboriginal Shire,158,2022-07-10
Douglas Shire,2628,2022-07-10
Etheridge Shire,54,2022-07-10
Flinders Shire,152,2022-07-10
Fraser Coast Regional,10104,2022-07-10
Gladstone Regional,3314,2022-07-10
Gold Coast City,75595,2022-07-10
Goondiwindi Regional,585,2022-07-10
Gympie Regional,3280,2022-07-10
Hinchinbrook Shire,442,2022-07-10
Hope Vale Aboriginal Shire,271,2022-07-10
Interstate/Other,71571,2022-07-10
Ipswich City,28612,2022-07-10
Isaac Regional,906,2022-07-10
Kowanyama Aboriginal Shire,168,2022-07-10
Livingstone Shire,2405,2022-07-10
Lockhart River Aboriginal Shire,127,2022-07-10
Lockyer Valley Regional,2740,2022-07-10
Logan City,36661,2022-07-10
Longreach Regional,88,2022-07-10
Mackay Regional,10776,2022-07-10
Mapoon Aboriginal Shire,67,2022-07-10
Maranoa Regional,893,2022-07-10
Mareeba Shire,4387,2022-07-10
McKinlay Shire,11,2022-07-10
Moreton Bay Regional,48090,2022-07-10
Mornington Shire,128,2022-07-10
Mount Isa City,741,2022-07-10
Murweh Shire,217,2022-07-10
Napranum Aboriginal Shire,254,2022-07-10
Noosa Shire,5193,2022-07-10
North Burnett Regional,457,2022-07-10
Northern Peninsula Area Regional,654,2022-07-10
Not Supplied,725141,2022-07-10
Palm Island Aboriginal Shire,676,2022-07-10
Paroo Shire,71,2022-07-10
Pormpuraaw Aboriginal Shire,195,2022-07-10
Quilpie Shire,27,2022-07-10
Redland City,15264,2022-07-10
Richmond Shire,34,2022-07-10
Rockhampton Regional,5903,2022-07-10
Scenic Rim Regional,2466,2022-07-10
Somerset Regional,1630,2022-07-10
South Burnett Regional,1280,2022-07-10
Southern Downs Regional,2295,2022-07-10
Sunshine Coast Regional,34612,2022-07-10
Tablelands Regional,3828,2022-07-10
Toowoomba Regional,11238,2022-07-10
Torres Shire,1203,2022-07-10
Torres Strait Island Regional,916,2022-07-10
Townsville City,24289,2022-07-10
Weipa Town,1245,2022-07-10
Western Downs Regional,1324,2022-07-10
Whitsunday Regional,2545,2022-07-10
Winton Shire,25,2022-07-10
Woorabinda Aboriginal Shire,303,2022-07-10
Wujal Wujal Aboriginal Shire,92,2022-07-10
Yarrabah Aboriginal Shire,826,2022-07-10
Total cases,1343864,2022-07-10
