Local Government Area,Total cases,Date
Aurukun Shire,118,2022-07-22
Balonne Shire,403,2022-07-22
Banana Shire,757,2022-07-22
Barcaldine Regional,136,2022-07-22
Barcoo Shire,3,2022-07-22
Blackall Tambo Regional,75,2022-07-22
Boulia Shire,12,2022-07-22
Brisbane City,152684,2022-07-22
Bulloo Shire,11,2022-07-22
Bundaberg Regional,9524,2022-07-22
Burdekin Shire,1416,2022-07-22
Burke Shire,19,2022-07-22
Cairns Regional,43648,2022-07-22
Carpentaria Shire,163,2022-07-22
Cassowary Coast Regional,4888,2022-07-22
Central Highlands Regional,2055,2022-07-22
Charters Towers Regional,1107,2022-07-22
Cherbourg Aboriginal Shire,333,2022-07-22
Cloncurry Shire,163,2022-07-22
Cook Shire,998,2022-07-22
Croydon Shire,17,2022-07-22
Diamantina Shire,29,2022-07-22
Doomadgee Aboriginal Shire,161,2022-07-22
Douglas Shire,2732,2022-07-22
Etheridge Shire,62,2022-07-22
Flinders Shire,173,2022-07-22
Fraser Coast Regional,11294,2022-07-22
Gladstone Regional,4651,2022-07-22
Gold Coast City,84947,2022-07-22
Goondiwindi Regional,701,2022-07-22
Gympie Regional,3842,2022-07-22
Hinchinbrook Shire,574,2022-07-22
Hope Vale Aboriginal Shire,307,2022-07-22
Interstate/Other,20639,2022-07-22
Ipswich City,29622,2022-07-22
Isaac Regional,1048,2022-07-22
Kowanyama Aboriginal Shire,183,2022-07-22
Livingstone Shire,2883,2022-07-22
Lockhart River Aboriginal Shire,133,2022-07-22
Lockyer Valley Regional,2908,2022-07-22
Logan City,40486,2022-07-22
Longreach Regional,129,2022-07-22
Mackay Regional,12566,2022-07-22
Mapoon Aboriginal Shire,78,2022-07-22
Maranoa Regional,1080,2022-07-22
Mareeba Shire,4615,2022-07-22
McKinlay Shire,20,2022-07-22
Moreton Bay Regional,54593,2022-07-22
Mornington Shire,132,2022-07-22
Mount Isa City,1846,2022-07-22
Murweh Shire,301,2022-07-22
Napranum Aboriginal Shire,263,2022-07-22
Noosa Shire,6059,2022-07-22
North Burnett Regional,615,2022-07-22
Northern Peninsula Area Regional,717,2022-07-22
Not Supplied,795376,2022-07-22
Palm Island Aboriginal Shire,701,2022-07-22
Paroo Shire,89,2022-07-22
Pormpuraaw Aboriginal Shire,202,2022-07-22
Quilpie Shire,42,2022-07-22
Redland City,16679,2022-07-22
Richmond Shire,50,2022-07-22
Rockhampton Regional,6701,2022-07-22
Scenic Rim Regional,2864,2022-07-22
Somerset Regional,1802,2022-07-22
South Burnett Regional,1534,2022-07-22
Southern Downs Regional,2906,2022-07-22
Sunshine Coast Regional,38906,2022-07-22
Tablelands Regional,4080,2022-07-22
Toowoomba Regional,16679,2022-07-22
Torres Shire,1264,2022-07-22
Torres Strait Island Regional,958,2022-07-22
Townsville City,28007,2022-07-22
Weipa Town,1347,2022-07-22
Western Downs Regional,1539,2022-07-22
Whitsunday Regional,3110,2022-07-22
Winton Shire,37,2022-07-22
Woorabinda Aboriginal Shire,309,2022-07-22
Wujal Wujal Aboriginal Shire,102,2022-07-22
Yarrabah Aboriginal Shire,877,2022-07-22
Total cases,1435080,2022-07-22
