Local Government Area,Total cases,Date
Aurukun Shire,94,2022-05-31
Balonne Shire,253,2022-05-31
Banana Shire,575,2022-05-31
Barcaldine Regional,58,2022-05-31
Barcoo Shire,3,2022-05-31
Blackall Tambo Regional,41,2022-05-31
Boulia Shire,11,2022-05-31
Brisbane City,127025,2022-05-31
Bulloo Shire,8,2022-05-31
Bundaberg Regional,6229,2022-05-31
Burdekin Shire,1083,2022-05-31
Burke Shire,7,2022-05-31
Cairns Regional,38626,2022-05-31
Carpentaria Shire,148,2022-05-31
Cassowary Coast Regional,4169,2022-05-31
Central Highlands Regional,1634,2022-05-31
Charters Towers Regional,264,2022-05-31
Cherbourg Aboriginal Shire,295,2022-05-31
Cloncurry Shire,126,2022-05-31
Cook Shire,881,2022-05-31
Croydon Shire,11,2022-05-31
Diamantina Shire,19,2022-05-31
Doomadgee Aboriginal Shire,155,2022-05-31
Douglas Shire,2447,2022-05-31
Etheridge Shire,45,2022-05-31
Flinders Shire,96,2022-05-31
Fraser Coast Regional,8509,2022-05-31
Gladstone Regional,3100,2022-05-31
Gold Coast City,71979,2022-05-31
Goondiwindi Regional,510,2022-05-31
Gympie Regional,3034,2022-05-31
Hinchinbrook Shire,421,2022-05-31
Hope Vale Aboriginal Shire,254,2022-05-31
Interstate/Other,14868,2022-05-31
Ipswich City,26952,2022-05-31
Isaac Regional,875,2022-05-31
Kowanyama Aboriginal Shire,154,2022-05-31
Livingstone Shire,2296,2022-05-31
Lockhart River Aboriginal Shire,112,2022-05-31
Lockyer Valley Regional,2501,2022-05-31
Logan City,34806,2022-05-31
Longreach Regional,71,2022-05-31
Mackay Regional,10167,2022-05-31
Mapoon Aboriginal Shire,62,2022-05-31
Maranoa Regional,755,2022-05-31
Mareeba Shire,3872,2022-05-31
McKinlay Shire,8,2022-05-31
Moreton Bay Regional,44653,2022-05-31
Mornington Shire,126,2022-05-31
Mount Isa City,693,2022-05-31
Murweh Shire,170,2022-05-31
Napranum Aboriginal Shire,248,2022-05-31
Noosa Shire,4857,2022-05-31
North Burnett Regional,424,2022-05-31
Northern Peninsula Area Regional,642,2022-05-31
Not Supplied,655271,2022-05-31
Palm Island Aboriginal Shire,659,2022-05-31
Paroo Shire,63,2022-05-31
Pormpuraaw Aboriginal Shire,193,2022-05-31
Quilpie Shire,23,2022-05-31
Redland City,14232,2022-05-31
Richmond Shire,29,2022-05-31
Rockhampton Regional,5620,2022-05-31
Scenic Rim Regional,2245,2022-05-31
Somerset Regional,1491,2022-05-31
South Burnett Regional,1157,2022-05-31
Southern Downs Regional,1956,2022-05-31
Sunshine Coast Regional,32762,2022-05-31
Tablelands Regional,3325,2022-05-31
Toowoomba Regional,9302,2022-05-31
Torres Shire,1185,2022-05-31
Torres Strait Island Regional,911,2022-05-31
Townsville City,21421,2022-05-31
Weipa Town,1169,2022-05-31
Western Downs Regional,1194,2022-05-31
Whitsunday Regional,2424,2022-05-31
Winton Shire,22,2022-05-31
Woorabinda Aboriginal Shire,29,2022-05-31
Wujal Wujal Aboriginal Shire,88,2022-05-31
Yarrabah Aboriginal Shire,773,2022-05-31
Total cases,1178966,2022-05-31
