Local Government Area,Total cases,Date
Aurukun Shire,94,2022-06-12
Balonne Shire,274,2022-06-12
Banana Shire,585,2022-06-12
Barcaldine Regional,61,2022-06-12
Barcoo Shire,3,2022-06-12
Blackall Tambo Regional,46,2022-06-12
Boulia Shire,11,2022-06-12
Brisbane City,129326,2022-06-12
Bulloo Shire,8,2022-06-12
Bundaberg Regional,6519,2022-06-12
Burdekin Shire,1135,2022-06-12
Burke Shire,7,2022-06-12
Cairns Regional,39388,2022-06-12
Carpentaria Shire,152,2022-06-12
Cassowary Coast Regional,4273,2022-06-12
Central Highlands Regional,1667,2022-06-12
Charters Towers Regional,265,2022-06-12
Cherbourg Aboriginal Shire,299,2022-06-12
Cloncurry Shire,128,2022-06-12
Cook Shire,892,2022-06-12
Croydon Shire,11,2022-06-12
Diamantina Shire,20,2022-06-12
Doomadgee Aboriginal Shire,155,2022-06-12
Douglas Shire,2505,2022-06-12
Etheridge Shire,50,2022-06-12
Flinders Shire,96,2022-06-12
Fraser Coast Regional,9059,2022-06-12
Gladstone Regional,3163,2022-06-12
Gold Coast City,72868,2022-06-12
Goondiwindi Regional,528,2022-06-12
Gympie Regional,3122,2022-06-12
Hinchinbrook Shire,426,2022-06-12
Hope Vale Aboriginal Shire,256,2022-06-12
Interstate/Other,15103,2022-06-12
Ipswich City,27465,2022-06-12
Isaac Regional,878,2022-06-12
Kowanyama Aboriginal Shire,156,2022-06-12
Livingstone Shire,2337,2022-06-12
Lockhart River Aboriginal Shire,124,2022-06-12
Lockyer Valley Regional,2558,2022-06-12
Logan City,35290,2022-06-12
Longreach Regional,75,2022-06-12
Mackay Regional,10390,2022-06-12
Mapoon Aboriginal Shire,62,2022-06-12
Maranoa Regional,777,2022-06-12
Mareeba Shire,4052,2022-06-12
McKinlay Shire,8,2022-06-12
Moreton Bay Regional,45720,2022-06-12
Mornington Shire,126,2022-06-12
Mount Isa City,702,2022-06-12
Murweh Shire,176,2022-06-12
Napranum Aboriginal Shire,249,2022-06-12
Noosa Shire,4949,2022-06-12
North Burnett Regional,437,2022-06-12
Northern Peninsula Area Regional,645,2022-06-12
Not Supplied,686908,2022-06-12
Palm Island Aboriginal Shire,660,2022-06-12
Paroo Shire,64,2022-06-12
Pormpuraaw Aboriginal Shire,193,2022-06-12
Quilpie Shire,24,2022-06-12
Redland City,14507,2022-06-12
Richmond Shire,33,2022-06-12
Rockhampton Regional,5717,2022-06-12
Scenic Rim Regional,2294,2022-06-12
Somerset Regional,1524,2022-06-12
South Burnett Regional,1180,2022-06-12
Southern Downs Regional,2025,2022-06-12
Sunshine Coast Regional,33417,2022-06-12
Tablelands Regional,3458,2022-06-12
Toowoomba Regional,9666,2022-06-12
Torres Shire,1185,2022-06-12
Torres Strait Island Regional,910,2022-06-12
Townsville City,22182,2022-06-12
Weipa Town,1182,2022-06-12
Western Downs Regional,1216,2022-06-12
Whitsunday Regional,2448,2022-06-12
Winton Shire,23,2022-06-12
Woorabinda Aboriginal Shire,127,2022-06-12
Wujal Wujal Aboriginal Shire,91,2022-06-12
Yarrabah Aboriginal Shire,796,2022-06-12
Total cases,1221501,2022-06-12
