Local Government Area,Total cases,Date
Aurukun Shire,98,2022-07-05
Balonne Shire,293,2022-07-05
Banana Shire,615,2022-07-05
Barcaldine Regional,90,2022-07-05
Barcoo Shire,3,2022-07-05
Blackall Tambo Regional,51,2022-07-05
Boulia Shire,11,2022-07-05
Brisbane City,133872,2022-07-05
Bulloo Shire,8,2022-07-05
Bundaberg Regional,6985,2022-07-05
Burdekin Shire,1183,2022-07-05
Burke Shire,7,2022-07-05
Cairns Regional,41006,2022-07-05
Carpentaria Shire,156,2022-07-05
Cassowary Coast Regional,4532,2022-07-05
Central Highlands Regional,1752,2022-07-05
Charters Towers Regional,276,2022-07-05
Cherbourg Aboriginal Shire,319,2022-07-05
Cloncurry Shire,132,2022-07-05
Cook Shire,925,2022-07-05
Croydon Shire,15,2022-07-05
Diamantina Shire,20,2022-07-05
Doomadgee Aboriginal Shire,158,2022-07-05
Douglas Shire,2601,2022-07-05
Etheridge Shire,54,2022-07-05
Flinders Shire,146,2022-07-05
Fraser Coast Regional,9985,2022-07-05
Gladstone Regional,3274,2022-07-05
Gold Coast City,74887,2022-07-05
Goondiwindi Regional,576,2022-07-05
Gympie Regional,3261,2022-07-05
Hinchinbrook Shire,438,2022-07-05
Hope Vale Aboriginal Shire,268,2022-07-05
Interstate/Other,70474,2022-07-05
Ipswich City,28315,2022-07-05
Isaac Regional,896,2022-07-05
Kowanyama Aboriginal Shire,161,2022-07-05
Livingstone Shire,2392,2022-07-05
Lockhart River Aboriginal Shire,127,2022-07-05
Lockyer Valley Regional,2701,2022-07-05
Logan City,36315,2022-07-05
Longreach Regional,84,2022-07-05
Mackay Regional,10676,2022-07-05
Mapoon Aboriginal Shire,67,2022-07-05
Maranoa Regional,873,2022-07-05
Mareeba Shire,4328,2022-07-05
McKinlay Shire,10,2022-07-05
Moreton Bay Regional,47482,2022-07-05
Mornington Shire,128,2022-07-05
Mount Isa City,734,2022-07-05
Murweh Shire,198,2022-07-05
Napranum Aboriginal Shire,254,2022-07-05
Noosa Shire,5126,2022-07-05
North Burnett Regional,453,2022-07-05
Northern Peninsula Area Regional,653,2022-07-05
Not Supplied,705526,2022-07-05
Palm Island Aboriginal Shire,669,2022-07-05
Paroo Shire,69,2022-07-05
Pormpuraaw Aboriginal Shire,195,2022-07-05
Quilpie Shire,26,2022-07-05
Redland City,15069,2022-07-05
Richmond Shire,33,2022-07-05
Rockhampton Regional,5865,2022-07-05
Scenic Rim Regional,2423,2022-07-05
Somerset Regional,1610,2022-07-05
South Burnett Regional,1267,2022-07-05
Southern Downs Regional,2254,2022-07-05
Sunshine Coast Regional,34389,2022-07-05
Tablelands Regional,3724,2022-07-05
Toowoomba Regional,10976,2022-07-05
Torres Shire,1197,2022-07-05
Torres Strait Island Regional,914,2022-07-05
Townsville City,23805,2022-07-05
Weipa Town,1225,2022-07-05
Western Downs Regional,1298,2022-07-05
Whitsunday Regional,2528,2022-07-05
Winton Shire,24,2022-07-05
Woorabinda Aboriginal Shire,301,2022-07-05
Wujal Wujal Aboriginal Shire,92,2022-07-05
Yarrabah Aboriginal Shire,822,2022-07-05
Total cases,1316745,2022-07-05
