Local Government Area,Total cases,Date
Aurukun Shire,69,2022-02-07
Balonne Shire,95,2022-02-07
Banana Shire,270,2022-02-07
Barcaldine Regional,17,2022-02-07
Barcoo Shire,2,2022-02-07
Blackall Tambo Regional,18,2022-02-07
Boulia Shire,1,2022-02-07
Brisbane City,78189,2022-02-07
Bulloo Shire,4,2022-02-07
Bundaberg Regional,2334,2022-02-07
Burdekin Shire,634,2022-02-07
Burke Shire,4,2022-02-07
Cairns Regional,15219,2022-02-07
Carpentaria Shire,49,2022-02-07
Cassowary Coast Regional,1577,2022-02-07
Central Highlands Regional,786,2022-02-07
Charters Towers Regional,97,2022-02-07
Cherbourg Aboriginal Shire,167,2022-02-07
Cloncurry Shire,65,2022-02-07
Cook Shire,267,2022-02-07
Croydon Shire,2,2022-02-07
Diamantina Shire,2,2022-02-07
Doomadgee Aboriginal Shire,70,2022-02-07
Douglas Shire,1113,2022-02-07
Etheridge Shire,5,2022-02-07
Flinders Shire,43,2022-02-07
Fraser Coast Regional,2572,2022-02-07
Gladstone Regional,1286,2022-02-07
Gold Coast City,49934,2022-02-07
Goondiwindi Regional,347,2022-02-07
Gympie Regional,1310,2022-02-07
Hinchinbrook Shire,224,2022-02-07
Hope Vale Aboriginal Shire,11,2022-02-07
Interstate/Other,11885,2022-02-07
Ipswich City,15887,2022-02-07
Isaac Regional,556,2022-02-07
Kowanyama Aboriginal Shire,83,2022-02-07
Livingstone Shire,1212,2022-02-07
Lockhart River Aboriginal Shire,79,2022-02-07
Lockyer Valley Regional,1525,2022-02-07
Logan City,23501,2022-02-07
Longreach Regional,28,2022-02-07
Mackay Regional,5137,2022-02-07
Mapoon Aboriginal Shire,8,2022-02-07
Maranoa Regional,383,2022-02-07
Mareeba Shire,1498,2022-02-07
McKinlay Shire,4,2022-02-07
Moreton Bay Regional,23556,2022-02-07
Mornington Shire,12,2022-02-07
Mount Isa City,444,2022-02-07
Murweh Shire,86,2022-02-07
Napranum Aboriginal Shire,49,2022-02-07
Noosa Shire,3191,2022-02-07
North Burnett Regional,194,2022-02-07
Northern Peninsula Area Regional,345,2022-02-07
Not Supplied,159187,2022-02-07
Palm Island Aboriginal Shire,366,2022-02-07
Paroo Shire,32,2022-02-07
Pormpuraaw Aboriginal Shire,4,2022-02-07
Quilpie Shire,13,2022-02-07
Redland City,7966,2022-02-07
Richmond Shire,4,2022-02-07
Rockhampton Regional,2396,2022-02-07
Scenic Rim Regional,1237,2022-02-07
Somerset Regional,918,2022-02-07
South Burnett Regional,729,2022-02-07
Southern Downs Regional,1106,2022-02-07
Sunshine Coast Regional,19124,2022-02-07
Tablelands Regional,944,2022-02-07
Toowoomba Regional,4487,2022-02-07
Torres Shire,366,2022-02-07
Torres Strait Island Regional,300,2022-02-07
Townsville City,8482,2022-02-07
Weipa Town,175,2022-02-07
Western Downs Regional,815,2022-02-07
Whitsunday Regional,1885,2022-02-07
Winton Shire,10,2022-02-07
Woorabinda Aboriginal Shire,11,2022-02-07
Wujal Wujal Aboriginal Shire,15,2022-02-07
Yarrabah Aboriginal Shire,541,2022-02-07
Total cases,457559,2022-02-07
