Local Government Area,Total cases,Date
Aurukun Shire,94,2022-06-21
Balonne Shire,279,2022-06-21
Banana Shire,589,2022-06-21
Barcaldine Regional,68,2022-06-21
Barcoo Shire,3,2022-06-21
Blackall Tambo Regional,46,2022-06-21
Boulia Shire,11,2022-06-21
Brisbane City,130779,2022-06-21
Bulloo Shire,8,2022-06-21
Bundaberg Regional,6719,2022-06-21
Burdekin Shire,1166,2022-06-21
Burke Shire,7,2022-06-21
Cairns Regional,39957,2022-06-21
Carpentaria Shire,153,2022-06-21
Cassowary Coast Regional,4356,2022-06-21
Central Highlands Regional,1698,2022-06-21
Charters Towers Regional,268,2022-06-21
Cherbourg Aboriginal Shire,304,2022-06-21
Cloncurry Shire,128,2022-06-21
Cook Shire,903,2022-06-21
Croydon Shire,13,2022-06-21
Diamantina Shire,20,2022-06-21
Doomadgee Aboriginal Shire,156,2022-06-21
Douglas Shire,2527,2022-06-21
Etheridge Shire,51,2022-06-21
Flinders Shire,103,2022-06-21
Fraser Coast Regional,9542,2022-06-21
Gladstone Regional,3203,2022-06-21
Gold Coast City,73504,2022-06-21
Goondiwindi Regional,538,2022-06-21
Gympie Regional,3182,2022-06-21
Hinchinbrook Shire,431,2022-06-21
Hope Vale Aboriginal Shire,258,2022-06-21
Interstate/Other,15348,2022-06-21
Ipswich City,27783,2022-06-21
Isaac Regional,882,2022-06-21
Kowanyama Aboriginal Shire,158,2022-06-21
Livingstone Shire,2359,2022-06-21
Lockhart River Aboriginal Shire,125,2022-06-21
Lockyer Valley Regional,2610,2022-06-21
Logan City,35599,2022-06-21
Longreach Regional,79,2022-06-21
Mackay Regional,10478,2022-06-21
Mapoon Aboriginal Shire,62,2022-06-21
Maranoa Regional,804,2022-06-21
Mareeba Shire,4157,2022-06-21
McKinlay Shire,9,2022-06-21
Moreton Bay Regional,46325,2022-06-21
Mornington Shire,127,2022-06-21
Mount Isa City,703,2022-06-21
Murweh Shire,181,2022-06-21
Napranum Aboriginal Shire,252,2022-06-21
Noosa Shire,5004,2022-06-21
North Burnett Regional,441,2022-06-21
Northern Peninsula Area Regional,650,2022-06-21
Not Supplied,713635,2022-06-21
Palm Island Aboriginal Shire,663,2022-06-21
Paroo Shire,67,2022-06-21
Pormpuraaw Aboriginal Shire,193,2022-06-21
Quilpie Shire,24,2022-06-21
Redland City,14682,2022-06-21
Richmond Shire,33,2022-06-21
Rockhampton Regional,5758,2022-06-21
Scenic Rim Regional,2333,2022-06-21
Somerset Regional,1552,2022-06-21
South Burnett Regional,1200,2022-06-21
Southern Downs Regional,2077,2022-06-21
Sunshine Coast Regional,33825,2022-06-21
Tablelands Regional,3533,2022-06-21
Toowoomba Regional,10109,2022-06-21
Torres Shire,1185,2022-06-21
Torres Strait Island Regional,910,2022-06-21
Townsville City,22818,2022-06-21
Weipa Town,1197,2022-06-21
Western Downs Regional,1240,2022-06-21
Whitsunday Regional,2464,2022-06-21
Winton Shire,23,2022-06-21
Woorabinda Aboriginal Shire,217,2022-06-21
Wujal Wujal Aboriginal Shire,92,2022-06-21
Yarrabah Aboriginal Shire,807,2022-06-21
Total cases,1255837,2022-06-21
