Local Government Area,Total cases,Date
Aurukun Shire,136,2022-09-11
Balonne Shire,457,2022-09-11
Banana Shire,809,2022-09-11
Barcaldine Regional,164,2022-09-11
Barcoo Shire,4,2022-09-11
Blackall Tambo Regional,83,2022-09-11
Boulia Shire,14,2022-09-11
Brisbane City,168373,2022-09-11
Bulloo Shire,12,2022-09-11
Bundaberg Regional,10488,2022-09-11
Burdekin Shire,1466,2022-09-11
Burke Shire,28,2022-09-11
Cairns Regional,48890,2022-09-11
Carpentaria Shire,170,2022-09-11
Cassowary Coast Regional,5718,2022-09-11
Central Highlands Regional,2172,2022-09-11
Charters Towers Regional,1189,2022-09-11
Cherbourg Aboriginal Shire,391,2022-09-11
Cloncurry Shire,183,2022-09-11
Cook Shire,1164,2022-09-11
Croydon Shire,23,2022-09-11
Diamantina Shire,32,2022-09-11
Doomadgee Aboriginal Shire,175,2022-09-11
Douglas Shire,3033,2022-09-11
Etheridge Shire,68,2022-09-11
Flinders Shire,181,2022-09-11
Fraser Coast Regional,12406,2022-09-11
Gladstone Regional,4819,2022-09-11
Gold Coast City,92384,2022-09-11
Goondiwindi Regional,791,2022-09-11
Gympie Regional,4147,2022-09-11
Hinchinbrook Shire,616,2022-09-11
Hope Vale Aboriginal Shire,339,2022-09-11
Interstate/Other,20951,2022-09-11
Ipswich City,33277,2022-09-11
Isaac Regional,1087,2022-09-11
Kowanyama Aboriginal Shire,196,2022-09-11
Livingstone Shire,2989,2022-09-11
Lockhart River Aboriginal Shire,157,2022-09-11
Lockyer Valley Regional,3284,2022-09-11
Logan City,43527,2022-09-11
Longreach Regional,154,2022-09-11
Mackay Regional,13298,2022-09-11
Mapoon Aboriginal Shire,82,2022-09-11
Maranoa Regional,1206,2022-09-11
Mareeba Shire,5525,2022-09-11
McKinlay Shire,22,2022-09-11
Moreton Bay Regional,61462,2022-09-11
Mornington Shire,136,2022-09-11
Mount Isa City,2048,2022-09-11
Murweh Shire,348,2022-09-11
Napranum Aboriginal Shire,277,2022-09-11
Noosa Shire,6587,2022-09-11
North Burnett Regional,717,2022-09-11
Northern Peninsula Area Regional,774,2022-09-11
Not Supplied,918241,2022-09-11
Palm Island Aboriginal Shire,763,2022-09-11
Paroo Shire,94,2022-09-11
Pormpuraaw Aboriginal Shire,228,2022-09-11
Quilpie Shire,45,2022-09-11
Redland City,18597,2022-09-11
Richmond Shire,51,2022-09-11
Rockhampton Regional,6975,2022-09-11
Scenic Rim Regional,3165,2022-09-11
Somerset Regional,1983,2022-09-11
South Burnett Regional,1735,2022-09-11
Southern Downs Regional,3197,2022-09-11
Sunshine Coast Regional,43128,2022-09-11
Tablelands Regional,4796,2022-09-11
Toowoomba Regional,18500,2022-09-11
Torres Shire,1364,2022-09-11
Torres Strait Island Regional,1050,2022-09-11
Townsville City,28889,2022-09-11
Weipa Town,1507,2022-09-11
Western Downs Regional,1733,2022-09-11
Whitsunday Regional,3213,2022-09-11
Winton Shire,46,2022-09-11
Woorabinda Aboriginal Shire,331,2022-09-11
Wujal Wujal Aboriginal Shire,111,2022-09-11
Yarrabah Aboriginal Shire,1263,2022-09-11
Total cases,1620034,2022-09-11
