Local Government Area,Total cases,Date
Aurukun Shire,94,2022-04-14
Balonne Shire,162,2022-04-14
Banana Shire,511,2022-04-14
Barcaldine Regional,31,2022-04-14
Barcoo Shire,2,2022-04-14
Blackall Tambo Regional,21,2022-04-14
Boulia Shire,9,2022-04-14
Brisbane City,109643,2022-04-14
Bulloo Shire,7,2022-04-14
Bundaberg Regional,5214,2022-04-14
Burdekin Shire,981,2022-04-14
Burke Shire,8,2022-04-14
Cairns Regional,29707,2022-04-14
Carpentaria Shire,138,2022-04-14
Cassowary Coast Regional,3171,2022-04-14
Central Highlands Regional,1386,2022-04-14
Charters Towers Regional,241,2022-04-14
Cherbourg Aboriginal Shire,237,2022-04-14
Cloncurry Shire,115,2022-04-14
Cook Shire,710,2022-04-14
Croydon Shire,4,2022-04-14
Diamantina Shire,4,2022-04-14
Doomadgee Aboriginal Shire,154,2022-04-14
Douglas Shire,1926,2022-04-14
Etheridge Shire,22,2022-04-14
Flinders Shire,75,2022-04-14
Fraser Coast Regional,5923,2022-04-14
Gladstone Regional,2801,2022-04-14
Gold Coast City,64583,2022-04-14
Goondiwindi Regional,459,2022-04-14
Gympie Regional,2433,2022-04-14
Hinchinbrook Shire,350,2022-04-14
Hope Vale Aboriginal Shire,232,2022-04-14
Interstate/Other,13411,2022-04-14
Ipswich City,23422,2022-04-14
Isaac Regional,804,2022-04-14
Kowanyama Aboriginal Shire,140,2022-04-14
Livingstone Shire,2025,2022-04-14
Lockhart River Aboriginal Shire,108,2022-04-14
Lockyer Valley Regional,2153,2022-04-14
Logan City,30914,2022-04-14
Longreach Regional,44,2022-04-14
Mackay Regional,8446,2022-04-14
Mapoon Aboriginal Shire,56,2022-04-14
Maranoa Regional,584,2022-04-14
Mareeba Shire,2748,2022-04-14
McKinlay Shire,8,2022-04-14
Moreton Bay Regional,37925,2022-04-14
Mornington Shire,123,2022-04-14
Mount Isa City,670,2022-04-14
Murweh Shire,110,2022-04-14
Napranum Aboriginal Shire,236,2022-04-14
Noosa Shire,4189,2022-04-14
North Burnett Regional,356,2022-04-14
Northern Peninsula Area Regional,604,2022-04-14
Not Supplied,443425,2022-04-14
Palm Island Aboriginal Shire,641,2022-04-14
Paroo Shire,52,2022-04-14
Pormpuraaw Aboriginal Shire,186,2022-04-14
Quilpie Shire,15,2022-04-14
Redland City,12133,2022-04-14
Richmond Shire,24,2022-04-14
Rockhampton Regional,4897,2022-04-14
Scenic Rim Regional,1849,2022-04-14
Somerset Regional,1262,2022-04-14
South Burnett Regional,1030,2022-04-14
Southern Downs Regional,1578,2022-04-14
Sunshine Coast Regional,27944,2022-04-14
Tablelands Regional,2477,2022-04-14
Toowoomba Regional,7290,2022-04-14
Torres Shire,1076,2022-04-14
Torres Strait Island Regional,820,2022-04-14
Townsville City,17122,2022-04-14
Weipa Town,840,2022-04-14
Western Downs Regional,1097,2022-04-14
Whitsunday Regional,2296,2022-04-14
Winton Shire,18,2022-04-14
Woorabinda Aboriginal Shire,17,2022-04-14
Wujal Wujal Aboriginal Shire,68,2022-04-14
Yarrabah Aboriginal Shire,729,2022-04-14
Total cases,889316,2022-04-14
