Local Government Area,Total cases,Date
Aurukun Shire,94,2022-06-11
Balonne Shire,272,2022-06-11
Banana Shire,585,2022-06-11
Barcaldine Regional,60,2022-06-11
Barcoo Shire,3,2022-06-11
Blackall Tambo Regional,46,2022-06-11
Boulia Shire,11,2022-06-11
Brisbane City,129200,2022-06-11
Bulloo Shire,8,2022-06-11
Bundaberg Regional,6505,2022-06-11
Burdekin Shire,1131,2022-06-11
Burke Shire,7,2022-06-11
Cairns Regional,39376,2022-06-11
Carpentaria Shire,151,2022-06-11
Cassowary Coast Regional,4273,2022-06-11
Central Highlands Regional,1666,2022-06-11
Charters Towers Regional,265,2022-06-11
Cherbourg Aboriginal Shire,299,2022-06-11
Cloncurry Shire,128,2022-06-11
Cook Shire,892,2022-06-11
Croydon Shire,11,2022-06-11
Diamantina Shire,20,2022-06-11
Doomadgee Aboriginal Shire,155,2022-06-11
Douglas Shire,2505,2022-06-11
Etheridge Shire,50,2022-06-11
Flinders Shire,96,2022-06-11
Fraser Coast Regional,9030,2022-06-11
Gladstone Regional,3154,2022-06-11
Gold Coast City,72824,2022-06-11
Goondiwindi Regional,527,2022-06-11
Gympie Regional,3114,2022-06-11
Hinchinbrook Shire,426,2022-06-11
Hope Vale Aboriginal Shire,256,2022-06-11
Interstate/Other,15084,2022-06-11
Ipswich City,27441,2022-06-11
Isaac Regional,878,2022-06-11
Kowanyama Aboriginal Shire,156,2022-06-11
Livingstone Shire,2333,2022-06-11
Lockhart River Aboriginal Shire,124,2022-06-11
Lockyer Valley Regional,2557,2022-06-11
Logan City,35260,2022-06-11
Longreach Regional,75,2022-06-11
Mackay Regional,10387,2022-06-11
Mapoon Aboriginal Shire,62,2022-06-11
Maranoa Regional,777,2022-06-11
Mareeba Shire,4048,2022-06-11
McKinlay Shire,8,2022-06-11
Moreton Bay Regional,45661,2022-06-11
Mornington Shire,126,2022-06-11
Mount Isa City,702,2022-06-11
Murweh Shire,176,2022-06-11
Napranum Aboriginal Shire,249,2022-06-11
Noosa Shire,4944,2022-06-11
North Burnett Regional,437,2022-06-11
Northern Peninsula Area Regional,645,2022-06-11
Not Supplied,685081,2022-06-11
Palm Island Aboriginal Shire,660,2022-06-11
Paroo Shire,64,2022-06-11
Pormpuraaw Aboriginal Shire,193,2022-06-11
Quilpie Shire,24,2022-06-11
Redland City,14495,2022-06-11
Richmond Shire,33,2022-06-11
Rockhampton Regional,5702,2022-06-11
Scenic Rim Regional,2290,2022-06-11
Somerset Regional,1522,2022-06-11
South Burnett Regional,1177,2022-06-11
Southern Downs Regional,2022,2022-06-11
Sunshine Coast Regional,33387,2022-06-11
Tablelands Regional,3457,2022-06-11
Toowoomba Regional,9640,2022-06-11
Torres Shire,1185,2022-06-11
Torres Strait Island Regional,910,2022-06-11
Townsville City,22148,2022-06-11
Weipa Town,1182,2022-06-11
Western Downs Regional,1213,2022-06-11
Whitsunday Regional,2444,2022-06-11
Winton Shire,23,2022-06-11
Woorabinda Aboriginal Shire,126,2022-06-11
Wujal Wujal Aboriginal Shire,91,2022-06-11
Yarrabah Aboriginal Shire,795,2022-06-11
Total cases,1219134,2022-06-11
