Local Government Area,Total cases,Date
Aurukun Shire,69,2022-02-08
Balonne Shire,95,2022-02-08
Banana Shire,270,2022-02-08
Barcaldine Regional,17,2022-02-08
Barcoo Shire,2,2022-02-08
Blackall Tambo Regional,18,2022-02-08
Boulia Shire,1,2022-02-08
Brisbane City,78560,2022-02-08
Bulloo Shire,4,2022-02-08
Bundaberg Regional,2375,2022-02-08
Burdekin Shire,645,2022-02-08
Burke Shire,4,2022-02-08
Cairns Regional,15294,2022-02-08
Carpentaria Shire,51,2022-02-08
Cassowary Coast Regional,1587,2022-02-08
Central Highlands Regional,792,2022-02-08
Charters Towers Regional,153,2022-02-08
Cherbourg Aboriginal Shire,170,2022-02-08
Cloncurry Shire,65,2022-02-08
Cook Shire,272,2022-02-08
Croydon Shire,2,2022-02-08
Diamantina Shire,2,2022-02-08
Doomadgee Aboriginal Shire,76,2022-02-08
Douglas Shire,1122,2022-02-08
Etheridge Shire,5,2022-02-08
Flinders Shire,43,2022-02-08
Fraser Coast Regional,2614,2022-02-08
Gladstone Regional,1286,2022-02-08
Gold Coast City,50113,2022-02-08
Goondiwindi Regional,348,2022-02-08
Gympie Regional,1325,2022-02-08
Hinchinbrook Shire,224,2022-02-08
Hope Vale Aboriginal Shire,13,2022-02-08
Interstate/Other,11933,2022-02-08
Ipswich City,15996,2022-02-08
Isaac Regional,557,2022-02-08
Kowanyama Aboriginal Shire,84,2022-02-08
Livingstone Shire,1230,2022-02-08
Lockhart River Aboriginal Shire,79,2022-02-08
Lockyer Valley Regional,1533,2022-02-08
Logan City,23640,2022-02-08
Longreach Regional,29,2022-02-08
Mackay Regional,5172,2022-02-08
Mapoon Aboriginal Shire,9,2022-02-08
Maranoa Regional,386,2022-02-08
Mareeba Shire,1502,2022-02-08
McKinlay Shire,4,2022-02-08
Moreton Bay Regional,23883,2022-02-08
Mornington Shire,12,2022-02-08
Mount Isa City,447,2022-02-08
Murweh Shire,86,2022-02-08
Napranum Aboriginal Shire,51,2022-02-08
Noosa Shire,3202,2022-02-08
North Burnett Regional,194,2022-02-08
Northern Peninsula Area Regional,358,2022-02-08
Not Supplied,162440,2022-02-08
Palm Island Aboriginal Shire,371,2022-02-08
Paroo Shire,32,2022-02-08
Pormpuraaw Aboriginal Shire,7,2022-02-08
Quilpie Shire,13,2022-02-08
Redland City,8003,2022-02-08
Richmond Shire,4,2022-02-08
Rockhampton Regional,2408,2022-02-08
Scenic Rim Regional,1244,2022-02-08
Somerset Regional,929,2022-02-08
South Burnett Regional,733,2022-02-08
Southern Downs Regional,1108,2022-02-08
Sunshine Coast Regional,19197,2022-02-08
Tablelands Regional,949,2022-02-08
Toowoomba Regional,4506,2022-02-08
Torres Shire,373,2022-02-08
Torres Strait Island Regional,303,2022-02-08
Townsville City,8595,2022-02-08
Weipa Town,178,2022-02-08
Western Downs Regional,822,2022-02-08
Whitsunday Regional,1888,2022-02-08
Winton Shire,10,2022-02-08
Woorabinda Aboriginal Shire,11,2022-02-08
Wujal Wujal Aboriginal Shire,17,2022-02-08
Yarrabah Aboriginal Shire,556,2022-02-08
Total cases,462701,2022-02-08
