Local Government Area,Total cases,Date
Aurukun Shire,90,2022-03-29
Balonne Shire,142,2022-03-29
Banana Shire,472,2022-03-29
Barcaldine Regional,21,2022-03-29
Barcoo Shire,2,2022-03-29
Blackall Tambo Regional,21,2022-03-29
Boulia Shire,9,2022-03-29
Brisbane City,98917,2022-03-29
Bulloo Shire,7,2022-03-29
Bundaberg Regional,4419,2022-03-29
Burdekin Shire,943,2022-03-29
Burke Shire,5,2022-03-29
Cairns Regional,24495,2022-03-29
Carpentaria Shire,131,2022-03-29
Cassowary Coast Regional,2675,2022-03-29
Central Highlands Regional,1208,2022-03-29
Charters Towers Regional,234,2022-03-29
Cherbourg Aboriginal Shire,214,2022-03-29
Cloncurry Shire,106,2022-03-29
Cook Shire,631,2022-03-29
Croydon Shire,4,2022-03-29
Diamantina Shire,3,2022-03-29
Doomadgee Aboriginal Shire,149,2022-03-29
Douglas Shire,1612,2022-03-29
Etheridge Shire,13,2022-03-29
Flinders Shire,72,2022-03-29
Fraser Coast Regional,4643,2022-03-29
Gladstone Regional,2495,2022-03-29
Gold Coast City,60167,2022-03-29
Goondiwindi Regional,437,2022-03-29
Gympie Regional,2063,2022-03-29
Hinchinbrook Shire,333,2022-03-29
Hope Vale Aboriginal Shire,204,2022-03-29
Interstate/Other,12912,2022-03-29
Ipswich City,20630,2022-03-29
Isaac Regional,752,2022-03-29
Kowanyama Aboriginal Shire,138,2022-03-29
Livingstone Shire,1801,2022-03-29
Lockhart River Aboriginal Shire,103,2022-03-29
Lockyer Valley Regional,1840,2022-03-29
Logan City,28765,2022-03-29
Longreach Regional,35,2022-03-29
Mackay Regional,7582,2022-03-29
Mapoon Aboriginal Shire,53,2022-03-29
Maranoa Regional,528,2022-03-29
Mareeba Shire,2380,2022-03-29
McKinlay Shire,8,2022-03-29
Moreton Bay Regional,33484,2022-03-29
Mornington Shire,118,2022-03-29
Mount Isa City,657,2022-03-29
Murweh Shire,95,2022-03-29
Napranum Aboriginal Shire,225,2022-03-29
Noosa Shire,3836,2022-03-29
North Burnett Regional,302,2022-03-29
Northern Peninsula Area Regional,586,2022-03-29
Not Supplied,347558,2022-03-29
Palm Island Aboriginal Shire,629,2022-03-29
Paroo Shire,43,2022-03-29
Pormpuraaw Aboriginal Shire,180,2022-03-29
Quilpie Shire,13,2022-03-29
Redland City,10873,2022-03-29
Richmond Shire,17,2022-03-29
Rockhampton Regional,4332,2022-03-29
Scenic Rim Regional,1645,2022-03-29
Somerset Regional,1133,2022-03-29
South Burnett Regional,940,2022-03-29
Southern Downs Regional,1451,2022-03-29
Sunshine Coast Regional,24869,2022-03-29
Tablelands Regional,1932,2022-03-29
Toowoomba Regional,6135,2022-03-29
Torres Shire,923,2022-03-29
Torres Strait Island Regional,680,2022-03-29
Townsville City,15600,2022-03-29
Weipa Town,674,2022-03-29
Western Downs Regional,1028,2022-03-29
Whitsunday Regional,2222,2022-03-29
Winton Shire,18,2022-03-29
Woorabinda Aboriginal Shire,17,2022-03-29
Wujal Wujal Aboriginal Shire,55,2022-03-29
Yarrabah Aboriginal Shire,700,2022-03-29
Total cases,747434,2022-03-29
