Local Government Area,Total cases,Date
Aurukun Shire,73,2022-02-09
Balonne Shire,95,2022-02-09
Banana Shire,276,2022-02-09
Barcaldine Regional,17,2022-02-09
Barcoo Shire,2,2022-02-09
Blackall Tambo Regional,18,2022-02-09
Boulia Shire,1,2022-02-09
Brisbane City,79128,2022-02-09
Bulloo Shire,5,2022-02-09
Bundaberg Regional,2451,2022-02-09
Burdekin Shire,659,2022-02-09
Burke Shire,4,2022-02-09
Cairns Regional,15544,2022-02-09
Carpentaria Shire,59,2022-02-09
Cassowary Coast Regional,1636,2022-02-09
Central Highlands Regional,805,2022-02-09
Charters Towers Regional,156,2022-02-09
Cherbourg Aboriginal Shire,170,2022-02-09
Cloncurry Shire,68,2022-02-09
Cook Shire,278,2022-02-09
Croydon Shire,2,2022-02-09
Diamantina Shire,2,2022-02-09
Doomadgee Aboriginal Shire,77,2022-02-09
Douglas Shire,1128,2022-02-09
Etheridge Shire,5,2022-02-09
Flinders Shire,44,2022-02-09
Fraser Coast Regional,2671,2022-02-09
Gladstone Regional,1327,2022-02-09
Gold Coast City,50529,2022-02-09
Goondiwindi Regional,354,2022-02-09
Gympie Regional,1360,2022-02-09
Hinchinbrook Shire,230,2022-02-09
Hope Vale Aboriginal Shire,22,2022-02-09
Interstate/Other,11960,2022-02-09
Ipswich City,16216,2022-02-09
Isaac Regional,569,2022-02-09
Kowanyama Aboriginal Shire,93,2022-02-09
Livingstone Shire,1253,2022-02-09
Lockhart River Aboriginal Shire,81,2022-02-09
Lockyer Valley Regional,1556,2022-02-09
Logan City,23848,2022-02-09
Longreach Regional,29,2022-02-09
Mackay Regional,5252,2022-02-09
Mapoon Aboriginal Shire,9,2022-02-09
Maranoa Regional,396,2022-02-09
Mareeba Shire,1514,2022-02-09
McKinlay Shire,4,2022-02-09
Moreton Bay Regional,24262,2022-02-09
Mornington Shire,12,2022-02-09
Mount Isa City,453,2022-02-09
Murweh Shire,87,2022-02-09
Napranum Aboriginal Shire,61,2022-02-09
Noosa Shire,3229,2022-02-09
North Burnett Regional,199,2022-02-09
Northern Peninsula Area Regional,377,2022-02-09
Not Supplied,165704,2022-02-09
Palm Island Aboriginal Shire,377,2022-02-09
Paroo Shire,32,2022-02-09
Pormpuraaw Aboriginal Shire,19,2022-02-09
Quilpie Shire,13,2022-02-09
Redland City,8142,2022-02-09
Richmond Shire,4,2022-02-09
Rockhampton Regional,2466,2022-02-09
Scenic Rim Regional,1264,2022-02-09
Somerset Regional,942,2022-02-09
South Burnett Regional,738,2022-02-09
Southern Downs Regional,1118,2022-02-09
Sunshine Coast Regional,19439,2022-02-09
Tablelands Regional,959,2022-02-09
Toowoomba Regional,4560,2022-02-09
Torres Shire,391,2022-02-09
Torres Strait Island Regional,318,2022-02-09
Townsville City,8865,2022-02-09
Weipa Town,183,2022-02-09
Western Downs Regional,826,2022-02-09
Whitsunday Regional,1898,2022-02-09
Winton Shire,10,2022-02-09
Woorabinda Aboriginal Shire,11,2022-02-09
Wujal Wujal Aboriginal Shire,19,2022-02-09
Yarrabah Aboriginal Shire,589,2022-02-09
Total cases,469543,2022-02-09
