Local Government Area,Total cases,Date
Aurukun Shire,97,2022-07-03
Balonne Shire,293,2022-07-03
Banana Shire,614,2022-07-03
Barcaldine Regional,89,2022-07-03
Barcoo Shire,3,2022-07-03
Blackall Tambo Regional,51,2022-07-03
Boulia Shire,11,2022-07-03
Brisbane City,133548,2022-07-03
Bulloo Shire,8,2022-07-03
Bundaberg Regional,6936,2022-07-03
Burdekin Shire,1182,2022-07-03
Burke Shire,7,2022-07-03
Cairns Regional,40811,2022-07-03
Carpentaria Shire,156,2022-07-03
Cassowary Coast Regional,4505,2022-07-03
Central Highlands Regional,1749,2022-07-03
Charters Towers Regional,276,2022-07-03
Cherbourg Aboriginal Shire,314,2022-07-03
Cloncurry Shire,132,2022-07-03
Cook Shire,919,2022-07-03
Croydon Shire,15,2022-07-03
Diamantina Shire,20,2022-07-03
Doomadgee Aboriginal Shire,158,2022-07-03
Douglas Shire,2586,2022-07-03
Etheridge Shire,53,2022-07-03
Flinders Shire,146,2022-07-03
Fraser Coast Regional,9950,2022-07-03
Gladstone Regional,3272,2022-07-03
Gold Coast City,74708,2022-07-03
Goondiwindi Regional,573,2022-07-03
Gympie Regional,3257,2022-07-03
Hinchinbrook Shire,438,2022-07-03
Hope Vale Aboriginal Shire,267,2022-07-03
Interstate/Other,70278,2022-07-03
Ipswich City,28267,2022-07-03
Isaac Regional,894,2022-07-03
Kowanyama Aboriginal Shire,159,2022-07-03
Livingstone Shire,2386,2022-07-03
Lockhart River Aboriginal Shire,127,2022-07-03
Lockyer Valley Regional,2695,2022-07-03
Logan City,36246,2022-07-03
Longreach Regional,83,2022-07-03
Mackay Regional,10661,2022-07-03
Mapoon Aboriginal Shire,66,2022-07-03
Maranoa Regional,859,2022-07-03
Mareeba Shire,4315,2022-07-03
McKinlay Shire,10,2022-07-03
Moreton Bay Regional,47367,2022-07-03
Mornington Shire,128,2022-07-03
Mount Isa City,732,2022-07-03
Murweh Shire,196,2022-07-03
Napranum Aboriginal Shire,253,2022-07-03
Noosa Shire,5113,2022-07-03
North Burnett Regional,453,2022-07-03
Northern Peninsula Area Regional,653,2022-07-03
Not Supplied,697538,2022-07-03
Palm Island Aboriginal Shire,669,2022-07-03
Paroo Shire,69,2022-07-03
Pormpuraaw Aboriginal Shire,194,2022-07-03
Quilpie Shire,26,2022-07-03
Redland City,15040,2022-07-03
Richmond Shire,33,2022-07-03
Rockhampton Regional,5860,2022-07-03
Scenic Rim Regional,2419,2022-07-03
Somerset Regional,1609,2022-07-03
South Burnett Regional,1259,2022-07-03
Southern Downs Regional,2238,2022-07-03
Sunshine Coast Regional,34326,2022-07-03
Tablelands Regional,3682,2022-07-03
Toowoomba Regional,10888,2022-07-03
Torres Shire,1194,2022-07-03
Torres Strait Island Regional,913,2022-07-03
Townsville City,23682,2022-07-03
Weipa Town,1219,2022-07-03
Western Downs Regional,1291,2022-07-03
Whitsunday Regional,2512,2022-07-03
Winton Shire,24,2022-07-03
Woorabinda Aboriginal Shire,301,2022-07-03
Wujal Wujal Aboriginal Shire,92,2022-07-03
Yarrabah Aboriginal Shire,820,2022-07-03
Total cases,1306983,2022-07-03
