Local Government Area,Total cases,Date
Aurukun Shire,104,2022-07-13
Balonne Shire,329,2022-07-13
Banana Shire,627,2022-07-13
Barcaldine Regional,102,2022-07-13
Barcoo Shire,3,2022-07-13
Blackall Tambo Regional,54,2022-07-13
Boulia Shire,11,2022-07-13
Brisbane City,136131,2022-07-13
Bulloo Shire,8,2022-07-13
Bundaberg Regional,7152,2022-07-13
Burdekin Shire,1191,2022-07-13
Burke Shire,7,2022-07-13
Cairns Regional,42088,2022-07-13
Carpentaria Shire,157,2022-07-13
Cassowary Coast Regional,4653,2022-07-13
Central Highlands Regional,1780,2022-07-13
Charters Towers Regional,292,2022-07-13
Cherbourg Aboriginal Shire,325,2022-07-13
Cloncurry Shire,137,2022-07-13
Cook Shire,947,2022-07-13
Croydon Shire,15,2022-07-13
Diamantina Shire,21,2022-07-13
Doomadgee Aboriginal Shire,159,2022-07-13
Douglas Shire,2645,2022-07-13
Etheridge Shire,56,2022-07-13
Flinders Shire,153,2022-07-13
Fraser Coast Regional,10210,2022-07-13
Gladstone Regional,3325,2022-07-13
Gold Coast City,75916,2022-07-13
Goondiwindi Regional,591,2022-07-13
Gympie Regional,3303,2022-07-13
Hinchinbrook Shire,444,2022-07-13
Hope Vale Aboriginal Shire,283,2022-07-13
Interstate/Other,72191,2022-07-13
Ipswich City,28742,2022-07-13
Isaac Regional,908,2022-07-13
Kowanyama Aboriginal Shire,177,2022-07-13
Livingstone Shire,2423,2022-07-13
Lockhart River Aboriginal Shire,128,2022-07-13
Lockyer Valley Regional,2761,2022-07-13
Logan City,36869,2022-07-13
Longreach Regional,92,2022-07-13
Mackay Regional,10819,2022-07-13
Mapoon Aboriginal Shire,75,2022-07-13
Maranoa Regional,905,2022-07-13
Mareeba Shire,4444,2022-07-13
McKinlay Shire,11,2022-07-13
Moreton Bay Regional,48371,2022-07-13
Mornington Shire,128,2022-07-13
Mount Isa City,745,2022-07-13
Murweh Shire,240,2022-07-13
Napranum Aboriginal Shire,255,2022-07-13
Noosa Shire,5226,2022-07-13
North Burnett Regional,466,2022-07-13
Northern Peninsula Area Regional,662,2022-07-13
Not Supplied,739841,2022-07-13
Palm Island Aboriginal Shire,678,2022-07-13
Paroo Shire,74,2022-07-13
Pormpuraaw Aboriginal Shire,195,2022-07-13
Quilpie Shire,27,2022-07-13
Redland City,15338,2022-07-13
Richmond Shire,35,2022-07-13
Rockhampton Regional,5931,2022-07-13
Scenic Rim Regional,2482,2022-07-13
Somerset Regional,1638,2022-07-13
South Burnett Regional,1294,2022-07-13
Southern Downs Regional,2318,2022-07-13
Sunshine Coast Regional,34820,2022-07-13
Tablelands Regional,3891,2022-07-13
Toowoomba Regional,11412,2022-07-13
Torres Shire,1211,2022-07-13
Torres Strait Island Regional,920,2022-07-13
Townsville City,24615,2022-07-13
Weipa Town,1261,2022-07-13
Western Downs Regional,1329,2022-07-13
Whitsunday Regional,2557,2022-07-13
Winton Shire,25,2022-07-13
Woorabinda Aboriginal Shire,303,2022-07-13
Wujal Wujal Aboriginal Shire,98,2022-07-13
Yarrabah Aboriginal Shire,838,2022-07-13
Total cases,1362988,2022-07-13
