Local Government Area,Total cases,Date
Aurukun Shire,136,2022-12-23
Balonne Shire,457,2022-12-23
Banana Shire,809,2022-12-23
Barcaldine Regional,164,2022-12-23
Barcoo Shire,4,2022-12-23
Blackall Tambo Regional,83,2022-12-23
Boulia Shire,14,2022-12-23
Brisbane City,168497,2022-12-23
Bulloo Shire,12,2022-12-23
Bundaberg Regional,10497,2022-12-23
Burdekin Shire,1466,2022-12-23
Burke Shire,28,2022-12-23
Cairns Regional,48930,2022-12-23
Carpentaria Shire,170,2022-12-23
Cassowary Coast Regional,5723,2022-12-23
Central Highlands Regional,2172,2022-12-23
Charters Towers Regional,1189,2022-12-23
Cherbourg Aboriginal Shire,391,2022-12-23
Cloncurry Shire,183,2022-12-23
Cook Shire,1164,2022-12-23
Croydon Shire,23,2022-12-23
Diamantina Shire,32,2022-12-23
Doomadgee Aboriginal Shire,175,2022-12-23
Douglas Shire,3033,2022-12-23
Etheridge Shire,68,2022-12-23
Flinders Shire,181,2022-12-23
Fraser Coast Regional,12418,2022-12-23
Gladstone Regional,4822,2022-12-23
Gold Coast City,92424,2022-12-23
Goondiwindi Regional,791,2022-12-23
Gympie Regional,4152,2022-12-23
Hinchinbrook Shire,618,2022-12-23
Hope Vale Aboriginal Shire,339,2022-12-23
Interstate/Other,21028,2022-12-23
Ipswich City,33308,2022-12-23
Isaac Regional,1087,2022-12-23
Kowanyama Aboriginal Shire,196,2022-12-23
Livingstone Shire,2989,2022-12-23
Lockhart River Aboriginal Shire,157,2022-12-23
Lockyer Valley Regional,3285,2022-12-23
Logan City,43554,2022-12-23
Longreach Regional,154,2022-12-23
Mackay Regional,13300,2022-12-23
Mapoon Aboriginal Shire,82,2022-12-23
Maranoa Regional,1208,2022-12-23
Mareeba Shire,5533,2022-12-23
McKinlay Shire,22,2022-12-23
Moreton Bay Regional,61528,2022-12-23
Mornington Shire,136,2022-12-23
Mount Isa City,2051,2022-12-23
Murweh Shire,349,2022-12-23
Napranum Aboriginal Shire,277,2022-12-23
Noosa Shire,6592,2022-12-23
North Burnett Regional,717,2022-12-23
Northern Peninsula Area Regional,774,2022-12-23
Not Supplied,920632,2022-12-23
Palm Island Aboriginal Shire,763,2022-12-23
Paroo Shire,94,2022-12-23
Pormpuraaw Aboriginal Shire,228,2022-12-23
Quilpie Shire,46,2022-12-23
Redland City,18618,2022-12-23
Richmond Shire,51,2022-12-23
Rockhampton Regional,6977,2022-12-23
Scenic Rim Regional,3169,2022-12-23
Somerset Regional,1985,2022-12-23
South Burnett Regional,1736,2022-12-23
Southern Downs Regional,3200,2022-12-23
Sunshine Coast Regional,43147,2022-12-23
Tablelands Regional,4798,2022-12-23
Toowoomba Regional,18505,2022-12-23
Torres Shire,1366,2022-12-23
Torres Strait Island Regional,1050,2022-12-23
Townsville City,28910,2022-12-23
Weipa Town,1507,2022-12-23
Western Downs Regional,1737,2022-12-23
Whitsunday Regional,3215,2022-12-23
Winton Shire,46,2022-12-23
Woorabinda Aboriginal Shire,331,2022-12-23
Wujal Wujal Aboriginal Shire,111,2022-12-23
Yarrabah Aboriginal Shire,1271,2022-12-23
Total cases,1622985,2022-12-23
