Local Government Area,Total cases,Date
Aurukun Shire,91,2022-04-22
Balonne Shire,177,2022-04-22
Banana Shire,527,2022-04-22
Barcaldine Regional,35,2022-04-22
Barcoo Shire,3,2022-04-22
Blackall Tambo Regional,24,2022-04-22
Boulia Shire,9,2022-04-22
Brisbane City,113479,2022-04-22
Bulloo Shire,7,2022-04-22
Bundaberg Regional,5436,2022-04-22
Burdekin Shire,998,2022-04-22
Burke Shire,8,2022-04-22
Cairns Regional,31887,2022-04-22
Carpentaria Shire,139,2022-04-22
Cassowary Coast Regional,3368,2022-04-22
Central Highlands Regional,1436,2022-04-22
Charters Towers Regional,244,2022-04-22
Cherbourg Aboriginal Shire,261,2022-04-22
Cloncurry Shire,118,2022-04-22
Cook Shire,735,2022-04-22
Croydon Shire,6,2022-04-22
Diamantina Shire,8,2022-04-22
Doomadgee Aboriginal Shire,153,2022-04-22
Douglas Shire,2039,2022-04-22
Etheridge Shire,25,2022-04-22
Flinders Shire,74,2022-04-22
Fraser Coast Regional,6426,2022-04-22
Gladstone Regional,2868,2022-04-22
Gold Coast City,66295,2022-04-22
Goondiwindi Regional,463,2022-04-22
Gympie Regional,2581,2022-04-22
Hinchinbrook Shire,366,2022-04-22
Hope Vale Aboriginal Shire,239,2022-04-22
Interstate/Other,13750,2022-04-22
Ipswich City,24196,2022-04-22
Isaac Regional,822,2022-04-22
Kowanyama Aboriginal Shire,138,2022-04-22
Livingstone Shire,2086,2022-04-22
Lockhart River Aboriginal Shire,108,2022-04-22
Lockyer Valley Regional,2238,2022-04-22
Logan City,31647,2022-04-22
Longreach Regional,47,2022-04-22
Mackay Regional,8838,2022-04-22
Mapoon Aboriginal Shire,57,2022-04-22
Maranoa Regional,633,2022-04-22
Mareeba Shire,3019,2022-04-22
McKinlay Shire,8,2022-04-22
Moreton Bay Regional,39488,2022-04-22
Mornington Shire,123,2022-04-22
Mount Isa City,668,2022-04-22
Murweh Shire,122,2022-04-22
Napranum Aboriginal Shire,237,2022-04-22
Noosa Shire,4336,2022-04-22
North Burnett Regional,372,2022-04-22
Northern Peninsula Area Regional,609,2022-04-22
Not Supplied,482538,2022-04-22
Palm Island Aboriginal Shire,647,2022-04-22
Paroo Shire,54,2022-04-22
Pormpuraaw Aboriginal Shire,186,2022-04-22
Quilpie Shire,16,2022-04-22
Redland City,12568,2022-04-22
Richmond Shire,27,2022-04-22
Rockhampton Regional,5043,2022-04-22
Scenic Rim Regional,1928,2022-04-22
Somerset Regional,1297,2022-04-22
South Burnett Regional,1059,2022-04-22
Southern Downs Regional,1643,2022-04-22
Sunshine Coast Regional,29076,2022-04-22
Tablelands Regional,2666,2022-04-22
Toowoomba Regional,7806,2022-04-22
Torres Shire,1102,2022-04-22
Torres Strait Island Regional,852,2022-04-22
Townsville City,17811,2022-04-22
Weipa Town,906,2022-04-22
Western Downs Regional,1116,2022-04-22
Whitsunday Regional,2329,2022-04-22
Winton Shire,19,2022-04-22
Woorabinda Aboriginal Shire,19,2022-04-22
Wujal Wujal Aboriginal Shire,76,2022-04-22
Yarrabah Aboriginal Shire,742,2022-04-22
Total cases,945593,2022-04-22
