Local Government Area,Total cases,Date
Aurukun Shire,94,2022-05-24
Balonne Shire,238,2022-05-24
Banana Shire,572,2022-05-24
Barcaldine Regional,58,2022-05-24
Barcoo Shire,3,2022-05-24
Blackall Tambo Regional,36,2022-05-24
Boulia Shire,11,2022-05-24
Brisbane City,125185,2022-05-24
Bulloo Shire,8,2022-05-24
Bundaberg Regional,6102,2022-05-24
Burdekin Shire,1062,2022-05-24
Burke Shire,7,2022-05-24
Cairns Regional,38030,2022-05-24
Carpentaria Shire,148,2022-05-24
Cassowary Coast Regional,4085,2022-05-24
Central Highlands Regional,1603,2022-05-24
Charters Towers Regional,264,2022-05-24
Cherbourg Aboriginal Shire,292,2022-05-24
Cloncurry Shire,126,2022-05-24
Cook Shire,866,2022-05-24
Croydon Shire,11,2022-05-24
Diamantina Shire,19,2022-05-24
Doomadgee Aboriginal Shire,155,2022-05-24
Douglas Shire,2391,2022-05-24
Etheridge Shire,43,2022-05-24
Flinders Shire,96,2022-05-24
Fraser Coast Regional,8145,2022-05-24
Gladstone Regional,3071,2022-05-24
Gold Coast City,71365,2022-05-24
Goondiwindi Regional,498,2022-05-24
Gympie Regional,2969,2022-05-24
Hinchinbrook Shire,418,2022-05-24
Hope Vale Aboriginal Shire,251,2022-05-24
Interstate/Other,14678,2022-05-24
Ipswich City,26563,2022-05-24
Isaac Regional,866,2022-05-24
Kowanyama Aboriginal Shire,150,2022-05-24
Livingstone Shire,2269,2022-05-24
Lockhart River Aboriginal Shire,111,2022-05-24
Lockyer Valley Regional,2469,2022-05-24
Logan City,34324,2022-05-24
Longreach Regional,68,2022-05-24
Mackay Regional,9898,2022-05-24
Mapoon Aboriginal Shire,62,2022-05-24
Maranoa Regional,731,2022-05-24
Mareeba Shire,3782,2022-05-24
McKinlay Shire,8,2022-05-24
Moreton Bay Regional,44025,2022-05-24
Mornington Shire,126,2022-05-24
Mount Isa City,692,2022-05-24
Murweh Shire,162,2022-05-24
Napranum Aboriginal Shire,247,2022-05-24
Noosa Shire,4786,2022-05-24
North Burnett Regional,412,2022-05-24
Northern Peninsula Area Regional,639,2022-05-24
Not Supplied,633549,2022-05-24
Palm Island Aboriginal Shire,654,2022-05-24
Paroo Shire,63,2022-05-24
Pormpuraaw Aboriginal Shire,191,2022-05-24
Quilpie Shire,23,2022-05-24
Redland City,13953,2022-05-24
Richmond Shire,29,2022-05-24
Rockhampton Regional,5552,2022-05-24
Scenic Rim Regional,2182,2022-05-24
Somerset Regional,1467,2022-05-24
South Burnett Regional,1143,2022-05-24
Southern Downs Regional,1920,2022-05-24
Sunshine Coast Regional,32318,2022-05-24
Tablelands Regional,3241,2022-05-24
Toowoomba Regional,9063,2022-05-24
Torres Shire,1183,2022-05-24
Torres Strait Island Regional,907,2022-05-24
Townsville City,20778,2022-05-24
Weipa Town,1147,2022-05-24
Western Downs Regional,1177,2022-05-24
Whitsunday Regional,2410,2022-05-24
Winton Shire,22,2022-05-24
Woorabinda Aboriginal Shire,26,2022-05-24
Wujal Wujal Aboriginal Shire,87,2022-05-24
Yarrabah Aboriginal Shire,770,2022-05-24
Total cases,1149145,2022-05-24
