Local Government Area,Total cases,Date
Aurukun Shire,136,2022-11-04
Balonne Shire,457,2022-11-04
Banana Shire,809,2022-11-04
Barcaldine Regional,164,2022-11-04
Barcoo Shire,4,2022-11-04
Blackall Tambo Regional,83,2022-11-04
Boulia Shire,14,2022-11-04
Brisbane City,168497,2022-11-04
Bulloo Shire,12,2022-11-04
Bundaberg Regional,10497,2022-11-04
Burdekin Shire,1466,2022-11-04
Burke Shire,28,2022-11-04
Cairns Regional,48930,2022-11-04
Carpentaria Shire,170,2022-11-04
Cassowary Coast Regional,5723,2022-11-04
Central Highlands Regional,2172,2022-11-04
Charters Towers Regional,1189,2022-11-04
Cherbourg Aboriginal Shire,391,2022-11-04
Cloncurry Shire,183,2022-11-04
Cook Shire,1164,2022-11-04
Croydon Shire,23,2022-11-04
Diamantina Shire,32,2022-11-04
Doomadgee Aboriginal Shire,175,2022-11-04
Douglas Shire,3033,2022-11-04
Etheridge Shire,68,2022-11-04
Flinders Shire,181,2022-11-04
Fraser Coast Regional,12418,2022-11-04
Gladstone Regional,4822,2022-11-04
Gold Coast City,92424,2022-11-04
Goondiwindi Regional,791,2022-11-04
Gympie Regional,4152,2022-11-04
Hinchinbrook Shire,618,2022-11-04
Hope Vale Aboriginal Shire,339,2022-11-04
Interstate/Other,21028,2022-11-04
Ipswich City,33308,2022-11-04
Isaac Regional,1087,2022-11-04
Kowanyama Aboriginal Shire,196,2022-11-04
Livingstone Shire,2989,2022-11-04
Lockhart River Aboriginal Shire,157,2022-11-04
Lockyer Valley Regional,3285,2022-11-04
Logan City,43554,2022-11-04
Longreach Regional,154,2022-11-04
Mackay Regional,13300,2022-11-04
Mapoon Aboriginal Shire,82,2022-11-04
Maranoa Regional,1208,2022-11-04
Mareeba Shire,5533,2022-11-04
McKinlay Shire,22,2022-11-04
Moreton Bay Regional,61528,2022-11-04
Mornington Shire,136,2022-11-04
Mount Isa City,2051,2022-11-04
Murweh Shire,349,2022-11-04
Napranum Aboriginal Shire,277,2022-11-04
Noosa Shire,6592,2022-11-04
North Burnett Regional,717,2022-11-04
Northern Peninsula Area Regional,774,2022-11-04
Not Supplied,920632,2022-11-04
Palm Island Aboriginal Shire,763,2022-11-04
Paroo Shire,94,2022-11-04
Pormpuraaw Aboriginal Shire,228,2022-11-04
Quilpie Shire,46,2022-11-04
Redland City,18618,2022-11-04
Richmond Shire,51,2022-11-04
Rockhampton Regional,6977,2022-11-04
Scenic Rim Regional,3169,2022-11-04
Somerset Regional,1985,2022-11-04
South Burnett Regional,1736,2022-11-04
Southern Downs Regional,3200,2022-11-04
Sunshine Coast Regional,43147,2022-11-04
Tablelands Regional,4798,2022-11-04
Toowoomba Regional,18505,2022-11-04
Torres Shire,1366,2022-11-04
Torres Strait Island Regional,1050,2022-11-04
Townsville City,28910,2022-11-04
Weipa Town,1507,2022-11-04
Western Downs Regional,1737,2022-11-04
Whitsunday Regional,3215,2022-11-04
Winton Shire,46,2022-11-04
Woorabinda Aboriginal Shire,331,2022-11-04
Wujal Wujal Aboriginal Shire,111,2022-11-04
Yarrabah Aboriginal Shire,1271,2022-11-04
Total cases,1622985,2022-11-04
