Local Government Area,Total cases,Date
Aurukun Shire,92,2022-05-14
Balonne Shire,225,2022-05-14
Banana Shire,562,2022-05-14
Barcaldine Regional,54,2022-05-14
Barcoo Shire,3,2022-05-14
Blackall Tambo Regional,29,2022-05-14
Boulia Shire,11,2022-05-14
Brisbane City,122440,2022-05-14
Bulloo Shire,8,2022-05-14
Bundaberg Regional,5923,2022-05-14
Burdekin Shire,1040,2022-05-14
Burke Shire,7,2022-05-14
Cairns Regional,36868,2022-05-14
Carpentaria Shire,145,2022-05-14
Cassowary Coast Regional,3957,2022-05-14
Central Highlands Regional,1556,2022-05-14
Charters Towers Regional,263,2022-05-14
Cherbourg Aboriginal Shire,286,2022-05-14
Cloncurry Shire,126,2022-05-14
Cook Shire,839,2022-05-14
Croydon Shire,9,2022-05-14
Diamantina Shire,18,2022-05-14
Doomadgee Aboriginal Shire,154,2022-05-14
Douglas Shire,2306,2022-05-14
Etheridge Shire,38,2022-05-14
Flinders Shire,92,2022-05-14
Fraser Coast Regional,7598,2022-05-14
Gladstone Regional,3025,2022-05-14
Gold Coast City,70240,2022-05-14
Goondiwindi Regional,480,2022-05-14
Gympie Regional,2898,2022-05-14
Hinchinbrook Shire,412,2022-05-14
Hope Vale Aboriginal Shire,244,2022-05-14
Interstate/Other,14395,2022-05-14
Ipswich City,26070,2022-05-14
Isaac Regional,858,2022-05-14
Kowanyama Aboriginal Shire,140,2022-05-14
Livingstone Shire,2225,2022-05-14
Lockhart River Aboriginal Shire,111,2022-05-14
Lockyer Valley Regional,2420,2022-05-14
Logan City,33721,2022-05-14
Longreach Regional,67,2022-05-14
Mackay Regional,9535,2022-05-14
Mapoon Aboriginal Shire,58,2022-05-14
Maranoa Regional,710,2022-05-14
Mareeba Shire,3618,2022-05-14
McKinlay Shire,8,2022-05-14
Moreton Bay Regional,42767,2022-05-14
Mornington Shire,125,2022-05-14
Mount Isa City,682,2022-05-14
Murweh Shire,154,2022-05-14
Napranum Aboriginal Shire,245,2022-05-14
Noosa Shire,4697,2022-05-14
North Burnett Regional,403,2022-05-14
Northern Peninsula Area Regional,632,2022-05-14
Not Supplied,577336,2022-05-14
Palm Island Aboriginal Shire,654,2022-05-14
Paroo Shire,60,2022-05-14
Pormpuraaw Aboriginal Shire,189,2022-05-14
Quilpie Shire,23,2022-05-14
Redland City,13638,2022-05-14
Richmond Shire,29,2022-05-14
Rockhampton Regional,5390,2022-05-14
Scenic Rim Regional,2132,2022-05-14
Somerset Regional,1435,2022-05-14
South Burnett Regional,1119,2022-05-14
Southern Downs Regional,1834,2022-05-14
Sunshine Coast Regional,31492,2022-05-14
Tablelands Regional,3103,2022-05-14
Toowoomba Regional,8730,2022-05-14
Torres Shire,1172,2022-05-14
Torres Strait Island Regional,890,2022-05-14
Townsville City,19714,2022-05-14
Weipa Town,1101,2022-05-14
Western Downs Regional,1160,2022-05-14
Whitsunday Regional,2385,2022-05-14
Winton Shire,21,2022-05-14
Woorabinda Aboriginal Shire,25,2022-05-14
Wujal Wujal Aboriginal Shire,86,2022-05-14
Yarrabah Aboriginal Shire,761,2022-05-14
Total cases,1080068,2022-05-14
