Local Government Area,Total cases,Date
Aurukun Shire,134,2022-08-11
Balonne Shire,442,2022-08-11
Banana Shire,791,2022-08-11
Barcaldine Regional,156,2022-08-11
Barcoo Shire,4,2022-08-11
Blackall Tambo Regional,82,2022-08-11
Boulia Shire,13,2022-08-11
Brisbane City,164917,2022-08-11
Bulloo Shire,12,2022-08-11
Bundaberg Regional,10064,2022-08-11
Burdekin Shire,1452,2022-08-11
Burke Shire,27,2022-08-11
Cairns Regional,46348,2022-08-11
Carpentaria Shire,169,2022-08-11
Cassowary Coast Regional,5344,2022-08-11
Central Highlands Regional,2132,2022-08-11
Charters Towers Regional,1168,2022-08-11
Cherbourg Aboriginal Shire,349,2022-08-11
Cloncurry Shire,180,2022-08-11
Cook Shire,1128,2022-08-11
Croydon Shire,20,2022-08-11
Diamantina Shire,31,2022-08-11
Doomadgee Aboriginal Shire,174,2022-08-11
Douglas Shire,2892,2022-08-11
Etheridge Shire,62,2022-08-11
Flinders Shire,179,2022-08-11
Fraser Coast Regional,11929,2022-08-11
Gladstone Regional,4761,2022-08-11
Gold Coast City,90706,2022-08-11
Goondiwindi Regional,762,2022-08-11
Gympie Regional,4065,2022-08-11
Hinchinbrook Shire,607,2022-08-11
Hope Vale Aboriginal Shire,325,2022-08-11
Interstate/Other,20498,2022-08-11
Ipswich City,32660,2022-08-11
Isaac Regional,1074,2022-08-11
Kowanyama Aboriginal Shire,192,2022-08-11
Livingstone Shire,2955,2022-08-11
Lockhart River Aboriginal Shire,141,2022-08-11
Lockyer Valley Regional,3154,2022-08-11
Logan City,42761,2022-08-11
Longreach Regional,149,2022-08-11
Mackay Regional,13104,2022-08-11
Mapoon Aboriginal Shire,80,2022-08-11
Maranoa Regional,1156,2022-08-11
Mareeba Shire,5059,2022-08-11
McKinlay Shire,20,2022-08-11
Moreton Bay Regional,59605,2022-08-11
Mornington Shire,132,2022-08-11
Mount Isa City,1966,2022-08-11
Murweh Shire,337,2022-08-11
Napranum Aboriginal Shire,272,2022-08-11
Noosa Shire,6453,2022-08-11
North Burnett Regional,659,2022-08-11
Northern Peninsula Area Regional,768,2022-08-11
Not Supplied,881497,2022-08-11
Palm Island Aboriginal Shire,755,2022-08-11
Paroo Shire,92,2022-08-11
Pormpuraaw Aboriginal Shire,222,2022-08-11
Quilpie Shire,43,2022-08-11
Redland City,18245,2022-08-11
Richmond Shire,53,2022-08-11
Rockhampton Regional,6892,2022-08-11
Scenic Rim Regional,3093,2022-08-11
Somerset Regional,1931,2022-08-11
South Burnett Regional,1661,2022-08-11
Southern Downs Regional,3079,2022-08-11
Sunshine Coast Regional,42442,2022-08-11
Tablelands Regional,4446,2022-08-11
Toowoomba Regional,18033,2022-08-11
Torres Shire,1316,2022-08-11
Torres Strait Island Regional,999,2022-08-11
Townsville City,28615,2022-08-11
Weipa Town,1457,2022-08-11
Western Downs Regional,1674,2022-08-11
Whitsunday Regional,3177,2022-08-11
Winton Shire,44,2022-08-11
Woorabinda Aboriginal Shire,331,2022-08-11
Wujal Wujal Aboriginal Shire,107,2022-08-11
Yarrabah Aboriginal Shire,964,2022-08-11
Total cases,1565788,2022-08-11
