Local Government Area,Total cases,Date
Aurukun Shire,94,2022-04-12
Balonne Shire,159,2022-04-12
Banana Shire,505,2022-04-12
Barcaldine Regional,28,2022-04-12
Barcoo Shire,2,2022-04-12
Blackall Tambo Regional,21,2022-04-12
Boulia Shire,9,2022-04-12
Brisbane City,108265,2022-04-12
Bulloo Shire,7,2022-04-12
Bundaberg Regional,5133,2022-04-12
Burdekin Shire,973,2022-04-12
Burke Shire,8,2022-04-12
Cairns Regional,29111,2022-04-12
Carpentaria Shire,138,2022-04-12
Cassowary Coast Regional,3090,2022-04-12
Central Highlands Regional,1365,2022-04-12
Charters Towers Regional,240,2022-04-12
Cherbourg Aboriginal Shire,228,2022-04-12
Cloncurry Shire,114,2022-04-12
Cook Shire,703,2022-04-12
Croydon Shire,4,2022-04-12
Diamantina Shire,4,2022-04-12
Doomadgee Aboriginal Shire,154,2022-04-12
Douglas Shire,1889,2022-04-12
Etheridge Shire,21,2022-04-12
Flinders Shire,75,2022-04-12
Fraser Coast Regional,5753,2022-04-12
Gladstone Regional,2774,2022-04-12
Gold Coast City,63959,2022-04-12
Goondiwindi Regional,456,2022-04-12
Gympie Regional,2379,2022-04-12
Hinchinbrook Shire,350,2022-04-12
Hope Vale Aboriginal Shire,229,2022-04-12
Interstate/Other,13315,2022-04-12
Ipswich City,23070,2022-04-12
Isaac Regional,793,2022-04-12
Kowanyama Aboriginal Shire,140,2022-04-12
Livingstone Shire,2004,2022-04-12
Lockhart River Aboriginal Shire,108,2022-04-12
Lockyer Valley Regional,2107,2022-04-12
Logan City,30604,2022-04-12
Longreach Regional,44,2022-04-12
Mackay Regional,8329,2022-04-12
Mapoon Aboriginal Shire,55,2022-04-12
Maranoa Regional,578,2022-04-12
Mareeba Shire,2704,2022-04-12
McKinlay Shire,8,2022-04-12
Moreton Bay Regional,37312,2022-04-12
Mornington Shire,122,2022-04-12
Mount Isa City,669,2022-04-12
Murweh Shire,105,2022-04-12
Napranum Aboriginal Shire,235,2022-04-12
Noosa Shire,4130,2022-04-12
North Burnett Regional,340,2022-04-12
Northern Peninsula Area Regional,601,2022-04-12
Not Supplied,431601,2022-04-12
Palm Island Aboriginal Shire,641,2022-04-12
Paroo Shire,50,2022-04-12
Pormpuraaw Aboriginal Shire,183,2022-04-12
Quilpie Shire,15,2022-04-12
Redland City,11958,2022-04-12
Richmond Shire,24,2022-04-12
Rockhampton Regional,4831,2022-04-12
Scenic Rim Regional,1820,2022-04-12
Somerset Regional,1245,2022-04-12
South Burnett Regional,1011,2022-04-12
Southern Downs Regional,1560,2022-04-12
Sunshine Coast Regional,27503,2022-04-12
Tablelands Regional,2428,2022-04-12
Toowoomba Regional,7131,2022-04-12
Torres Shire,1057,2022-04-12
Torres Strait Island Regional,796,2022-04-12
Townsville City,16928,2022-04-12
Weipa Town,820,2022-04-12
Western Downs Regional,1088,2022-04-12
Whitsunday Regional,2281,2022-04-12
Winton Shire,18,2022-04-12
Woorabinda Aboriginal Shire,17,2022-04-12
Wujal Wujal Aboriginal Shire,65,2022-04-12
Yarrabah Aboriginal Shire,726,2022-04-12
Total cases,871410,2022-04-12
