Local Government Area,Total cases,Date
Aurukun Shire,88,2022-03-11
Balonne Shire,132,2022-03-11
Banana Shire,417,2022-03-11
Barcaldine Regional,21,2022-03-11
Barcoo Shire,2,2022-03-11
Blackall Tambo Regional,20,2022-03-11
Boulia Shire,9,2022-03-11
Brisbane City,90187,2022-03-11
Bulloo Shire,5,2022-03-11
Bundaberg Regional,3578,2022-03-11
Burdekin Shire,900,2022-03-11
Burke Shire,4,2022-03-11
Cairns Regional,19774,2022-03-11
Carpentaria Shire,122,2022-03-11
Cassowary Coast Regional,1958,2022-03-11
Central Highlands Regional,1095,2022-03-11
Charters Towers Regional,221,2022-03-11
Cherbourg Aboriginal Shire,206,2022-03-11
Cloncurry Shire,95,2022-03-11
Cook Shire,493,2022-03-11
Croydon Shire,2,2022-03-11
Diamantina Shire,2,2022-03-11
Doomadgee Aboriginal Shire,142,2022-03-11
Douglas Shire,1378,2022-03-11
Etheridge Shire,9,2022-03-11
Flinders Shire,70,2022-03-11
Fraser Coast Regional,3711,2022-03-11
Gladstone Regional,1874,2022-03-11
Gold Coast City,56740,2022-03-11
Goondiwindi Regional,414,2022-03-11
Gympie Regional,1846,2022-03-11
Hinchinbrook Shire,312,2022-03-11
Hope Vale Aboriginal Shire,117,2022-03-11
Interstate/Other,12522,2022-03-11
Ipswich City,18671,2022-03-11
Isaac Regional,695,2022-03-11
Kowanyama Aboriginal Shire,136,2022-03-11
Livingstone Shire,1594,2022-03-11
Lockhart River Aboriginal Shire,102,2022-03-11
Lockyer Valley Regional,1713,2022-03-11
Logan City,27169,2022-03-11
Longreach Regional,34,2022-03-11
Mackay Regional,6796,2022-03-11
Mapoon Aboriginal Shire,48,2022-03-11
Maranoa Regional,475,2022-03-11
Mareeba Shire,2014,2022-03-11
McKinlay Shire,7,2022-03-11
Moreton Bay Regional,29753,2022-03-11
Mornington Shire,117,2022-03-11
Mount Isa City,631,2022-03-11
Murweh Shire,90,2022-03-11
Napranum Aboriginal Shire,221,2022-03-11
Noosa Shire,3608,2022-03-11
North Burnett Regional,247,2022-03-11
Northern Peninsula Area Regional,549,2022-03-11
Not Supplied,255974,2022-03-11
Palm Island Aboriginal Shire,594,2022-03-11
Paroo Shire,37,2022-03-11
Pormpuraaw Aboriginal Shire,179,2022-03-11
Quilpie Shire,13,2022-03-11
Redland City,10010,2022-03-11
Richmond Shire,14,2022-03-11
Rockhampton Regional,3739,2022-03-11
Scenic Rim Regional,1507,2022-03-11
Somerset Regional,1049,2022-03-11
South Burnett Regional,894,2022-03-11
Southern Downs Regional,1344,2022-03-11
Sunshine Coast Regional,22716,2022-03-11
Tablelands Regional,1163,2022-03-11
Toowoomba Regional,5454,2022-03-11
Torres Shire,790,2022-03-11
Torres Strait Island Regional,531,2022-03-11
Townsville City,13313,2022-03-11
Weipa Town,612,2022-03-11
Western Downs Regional,939,2022-03-11
Whitsunday Regional,2161,2022-03-11
Winton Shire,15,2022-03-11
Woorabinda Aboriginal Shire,15,2022-03-11
Wujal Wujal Aboriginal Shire,50,2022-03-11
Yarrabah Aboriginal Shire,688,2022-03-11
Total cases,616937,2022-03-11
