Local Government Area,Total cases,Date
Aurukun Shire,94,2022-05-22
Balonne Shire,237,2022-05-22
Banana Shire,572,2022-05-22
Barcaldine Regional,58,2022-05-22
Barcoo Shire,3,2022-05-22
Blackall Tambo Regional,34,2022-05-22
Boulia Shire,11,2022-05-22
Brisbane City,124598,2022-05-22
Bulloo Shire,8,2022-05-22
Bundaberg Regional,6068,2022-05-22
Burdekin Shire,1053,2022-05-22
Burke Shire,7,2022-05-22
Cairns Regional,37799,2022-05-22
Carpentaria Shire,148,2022-05-22
Cassowary Coast Regional,4056,2022-05-22
Central Highlands Regional,1592,2022-05-22
Charters Towers Regional,264,2022-05-22
Cherbourg Aboriginal Shire,292,2022-05-22
Cloncurry Shire,126,2022-05-22
Cook Shire,860,2022-05-22
Croydon Shire,11,2022-05-22
Diamantina Shire,18,2022-05-22
Doomadgee Aboriginal Shire,154,2022-05-22
Douglas Shire,2372,2022-05-22
Etheridge Shire,43,2022-05-22
Flinders Shire,95,2022-05-22
Fraser Coast Regional,8010,2022-05-22
Gladstone Regional,3067,2022-05-22
Gold Coast City,71123,2022-05-22
Goondiwindi Regional,493,2022-05-22
Gympie Regional,2956,2022-05-22
Hinchinbrook Shire,418,2022-05-22
Hope Vale Aboriginal Shire,250,2022-05-22
Interstate/Other,14600,2022-05-22
Ipswich City,26476,2022-05-22
Isaac Regional,864,2022-05-22
Kowanyama Aboriginal Shire,147,2022-05-22
Livingstone Shire,2260,2022-05-22
Lockhart River Aboriginal Shire,111,2022-05-22
Lockyer Valley Regional,2462,2022-05-22
Logan City,34219,2022-05-22
Longreach Regional,68,2022-05-22
Mackay Regional,9804,2022-05-22
Mapoon Aboriginal Shire,62,2022-05-22
Maranoa Regional,730,2022-05-22
Mareeba Shire,3749,2022-05-22
McKinlay Shire,8,2022-05-22
Moreton Bay Regional,43782,2022-05-22
Mornington Shire,126,2022-05-22
Mount Isa City,691,2022-05-22
Murweh Shire,160,2022-05-22
Napranum Aboriginal Shire,247,2022-05-22
Noosa Shire,4768,2022-05-22
North Burnett Regional,412,2022-05-22
Northern Peninsula Area Regional,636,2022-05-22
Not Supplied,623276,2022-05-22
Palm Island Aboriginal Shire,654,2022-05-22
Paroo Shire,63,2022-05-22
Pormpuraaw Aboriginal Shire,189,2022-05-22
Quilpie Shire,23,2022-05-22
Redland City,13879,2022-05-22
Richmond Shire,29,2022-05-22
Rockhampton Regional,5527,2022-05-22
Scenic Rim Regional,2175,2022-05-22
Somerset Regional,1464,2022-05-22
South Burnett Regional,1133,2022-05-22
Southern Downs Regional,1902,2022-05-22
Sunshine Coast Regional,32139,2022-05-22
Tablelands Regional,3205,2022-05-22
Toowoomba Regional,8994,2022-05-22
Torres Shire,1182,2022-05-22
Torres Strait Island Regional,906,2022-05-22
Townsville City,20505,2022-05-22
Weipa Town,1142,2022-05-22
Western Downs Regional,1171,2022-05-22
Whitsunday Regional,2408,2022-05-22
Winton Shire,22,2022-05-22
Woorabinda Aboriginal Shire,26,2022-05-22
Wujal Wujal Aboriginal Shire,87,2022-05-22
Yarrabah Aboriginal Shire,769,2022-05-22
Total cases,1136142,2022-05-22
