Local Government Area,Total cases,Date
Aurukun Shire,134,2022-08-07
Balonne Shire,437,2022-08-07
Banana Shire,786,2022-08-07
Barcaldine Regional,152,2022-08-07
Barcoo Shire,4,2022-08-07
Blackall Tambo Regional,81,2022-08-07
Boulia Shire,13,2022-08-07
Brisbane City,164187,2022-08-07
Bulloo Shire,12,2022-08-07
Bundaberg Regional,9990,2022-08-07
Burdekin Shire,1445,2022-08-07
Burke Shire,27,2022-08-07
Cairns Regional,45771,2022-08-07
Carpentaria Shire,169,2022-08-07
Cassowary Coast Regional,5244,2022-08-07
Central Highlands Regional,2120,2022-08-07
Charters Towers Regional,1160,2022-08-07
Cherbourg Aboriginal Shire,348,2022-08-07
Cloncurry Shire,178,2022-08-07
Cook Shire,1112,2022-08-07
Croydon Shire,19,2022-08-07
Diamantina Shire,31,2022-08-07
Doomadgee Aboriginal Shire,173,2022-08-07
Douglas Shire,2843,2022-08-07
Etheridge Shire,62,2022-08-07
Flinders Shire,179,2022-08-07
Fraser Coast Regional,11869,2022-08-07
Gladstone Regional,4756,2022-08-07
Gold Coast City,90319,2022-08-07
Goondiwindi Regional,756,2022-08-07
Gympie Regional,4049,2022-08-07
Hinchinbrook Shire,595,2022-08-07
Hope Vale Aboriginal Shire,323,2022-08-07
Interstate/Other,20628,2022-08-07
Ipswich City,32448,2022-08-07
Isaac Regional,1073,2022-08-07
Kowanyama Aboriginal Shire,193,2022-08-07
Livingstone Shire,2944,2022-08-07
Lockhart River Aboriginal Shire,139,2022-08-07
Lockyer Valley Regional,3125,2022-08-07
Logan City,42583,2022-08-07
Longreach Regional,146,2022-08-07
Mackay Regional,13041,2022-08-07
Mapoon Aboriginal Shire,80,2022-08-07
Maranoa Regional,1149,2022-08-07
Mareeba Shire,4979,2022-08-07
McKinlay Shire,20,2022-08-07
Moreton Bay Regional,59238,2022-08-07
Mornington Shire,132,2022-08-07
Mount Isa City,1952,2022-08-07
Murweh Shire,333,2022-08-07
Napranum Aboriginal Shire,272,2022-08-07
Noosa Shire,6417,2022-08-07
North Burnett Regional,648,2022-08-07
Northern Peninsula Area Regional,767,2022-08-07
Not Supplied,871453,2022-08-07
Palm Island Aboriginal Shire,754,2022-08-07
Paroo Shire,91,2022-08-07
Pormpuraaw Aboriginal Shire,216,2022-08-07
Quilpie Shire,43,2022-08-07
Redland City,18170,2022-08-07
Richmond Shire,53,2022-08-07
Rockhampton Regional,6870,2022-08-07
Scenic Rim Regional,3075,2022-08-07
Somerset Regional,1923,2022-08-07
South Burnett Regional,1642,2022-08-07
Southern Downs Regional,3047,2022-08-07
Sunshine Coast Regional,42221,2022-08-07
Tablelands Regional,4386,2022-08-07
Toowoomba Regional,17884,2022-08-07
Torres Shire,1313,2022-08-07
Torres Strait Island Regional,983,2022-08-07
Townsville City,28562,2022-08-07
Weipa Town,1435,2022-08-07
Western Downs Regional,1655,2022-08-07
Whitsunday Regional,3169,2022-08-07
Winton Shire,44,2022-08-07
Woorabinda Aboriginal Shire,331,2022-08-07
Wujal Wujal Aboriginal Shire,106,2022-08-07
Yarrabah Aboriginal Shire,941,2022-08-07
Total cases,1552018,2022-08-07
