Local Government Area,Total cases,Date
Aurukun Shire,94,2022-06-06
Balonne Shire,266,2022-06-06
Banana Shire,582,2022-06-06
Barcaldine Regional,60,2022-06-06
Barcoo Shire,3,2022-06-06
Blackall Tambo Regional,44,2022-06-06
Boulia Shire,11,2022-06-06
Brisbane City,128220,2022-06-06
Bulloo Shire,8,2022-06-06
Bundaberg Regional,6422,2022-06-06
Burdekin Shire,1111,2022-06-06
Burke Shire,7,2022-06-06
Cairns Regional,38999,2022-06-06
Carpentaria Shire,150,2022-06-06
Cassowary Coast Regional,4219,2022-06-06
Central Highlands Regional,1648,2022-06-06
Charters Towers Regional,264,2022-06-06
Cherbourg Aboriginal Shire,296,2022-06-06
Cloncurry Shire,128,2022-06-06
Cook Shire,886,2022-06-06
Croydon Shire,11,2022-06-06
Diamantina Shire,20,2022-06-06
Doomadgee Aboriginal Shire,155,2022-06-06
Douglas Shire,2473,2022-06-06
Etheridge Shire,49,2022-06-06
Flinders Shire,96,2022-06-06
Fraser Coast Regional,8805,2022-06-06
Gladstone Regional,3132,2022-06-06
Gold Coast City,72432,2022-06-06
Goondiwindi Regional,523,2022-06-06
Gympie Regional,3080,2022-06-06
Hinchinbrook Shire,424,2022-06-06
Hope Vale Aboriginal Shire,254,2022-06-06
Interstate/Other,14957,2022-06-06
Ipswich City,27210,2022-06-06
Isaac Regional,877,2022-06-06
Kowanyama Aboriginal Shire,154,2022-06-06
Livingstone Shire,2316,2022-06-06
Lockhart River Aboriginal Shire,116,2022-06-06
Lockyer Valley Regional,2534,2022-06-06
Logan City,35073,2022-06-06
Longreach Regional,74,2022-06-06
Mackay Regional,10307,2022-06-06
Mapoon Aboriginal Shire,62,2022-06-06
Maranoa Regional,773,2022-06-06
Mareeba Shire,3950,2022-06-06
McKinlay Shire,8,2022-06-06
Moreton Bay Regional,45226,2022-06-06
Mornington Shire,126,2022-06-06
Mount Isa City,700,2022-06-06
Murweh Shire,173,2022-06-06
Napranum Aboriginal Shire,249,2022-06-06
Noosa Shire,4903,2022-06-06
North Burnett Regional,433,2022-06-06
Northern Peninsula Area Regional,643,2022-06-06
Not Supplied,670311,2022-06-06
Palm Island Aboriginal Shire,659,2022-06-06
Paroo Shire,64,2022-06-06
Pormpuraaw Aboriginal Shire,193,2022-06-06
Quilpie Shire,23,2022-06-06
Redland City,14386,2022-06-06
Richmond Shire,33,2022-06-06
Rockhampton Regional,5664,2022-06-06
Scenic Rim Regional,2269,2022-06-06
Somerset Regional,1508,2022-06-06
South Burnett Regional,1167,2022-06-06
Southern Downs Regional,1994,2022-06-06
Sunshine Coast Regional,33103,2022-06-06
Tablelands Regional,3388,2022-06-06
Toowoomba Regional,9479,2022-06-06
Torres Shire,1185,2022-06-06
Torres Strait Island Regional,910,2022-06-06
Townsville City,21822,2022-06-06
Weipa Town,1177,2022-06-06
Western Downs Regional,1205,2022-06-06
Whitsunday Regional,2437,2022-06-06
Winton Shire,22,2022-06-06
Woorabinda Aboriginal Shire,29,2022-06-06
Wujal Wujal Aboriginal Shire,89,2022-06-06
Yarrabah Aboriginal Shire,776,2022-06-06
Total cases,1199629,2022-06-06
