Local Government Area,Total cases,Date
Aurukun Shire,136,2022-11-16
Balonne Shire,457,2022-11-16
Banana Shire,809,2022-11-16
Barcaldine Regional,164,2022-11-16
Barcoo Shire,4,2022-11-16
Blackall Tambo Regional,83,2022-11-16
Boulia Shire,14,2022-11-16
Brisbane City,168497,2022-11-16
Bulloo Shire,12,2022-11-16
Bundaberg Regional,10497,2022-11-16
Burdekin Shire,1466,2022-11-16
Burke Shire,28,2022-11-16
Cairns Regional,48930,2022-11-16
Carpentaria Shire,170,2022-11-16
Cassowary Coast Regional,5723,2022-11-16
Central Highlands Regional,2172,2022-11-16
Charters Towers Regional,1189,2022-11-16
Cherbourg Aboriginal Shire,391,2022-11-16
Cloncurry Shire,183,2022-11-16
Cook Shire,1164,2022-11-16
Croydon Shire,23,2022-11-16
Diamantina Shire,32,2022-11-16
Doomadgee Aboriginal Shire,175,2022-11-16
Douglas Shire,3033,2022-11-16
Etheridge Shire,68,2022-11-16
Flinders Shire,181,2022-11-16
Fraser Coast Regional,12418,2022-11-16
Gladstone Regional,4822,2022-11-16
Gold Coast City,92424,2022-11-16
Goondiwindi Regional,791,2022-11-16
Gympie Regional,4152,2022-11-16
Hinchinbrook Shire,618,2022-11-16
Hope Vale Aboriginal Shire,339,2022-11-16
Interstate/Other,21028,2022-11-16
Ipswich City,33308,2022-11-16
Isaac Regional,1087,2022-11-16
Kowanyama Aboriginal Shire,196,2022-11-16
Livingstone Shire,2989,2022-11-16
Lockhart River Aboriginal Shire,157,2022-11-16
Lockyer Valley Regional,3285,2022-11-16
Logan City,43554,2022-11-16
Longreach Regional,154,2022-11-16
Mackay Regional,13300,2022-11-16
Mapoon Aboriginal Shire,82,2022-11-16
Maranoa Regional,1208,2022-11-16
Mareeba Shire,5533,2022-11-16
McKinlay Shire,22,2022-11-16
Moreton Bay Regional,61528,2022-11-16
Mornington Shire,136,2022-11-16
Mount Isa City,2051,2022-11-16
Murweh Shire,349,2022-11-16
Napranum Aboriginal Shire,277,2022-11-16
Noosa Shire,6592,2022-11-16
North Burnett Regional,717,2022-11-16
Northern Peninsula Area Regional,774,2022-11-16
Not Supplied,920632,2022-11-16
Palm Island Aboriginal Shire,763,2022-11-16
Paroo Shire,94,2022-11-16
Pormpuraaw Aboriginal Shire,228,2022-11-16
Quilpie Shire,46,2022-11-16
Redland City,18618,2022-11-16
Richmond Shire,51,2022-11-16
Rockhampton Regional,6977,2022-11-16
Scenic Rim Regional,3169,2022-11-16
Somerset Regional,1985,2022-11-16
South Burnett Regional,1736,2022-11-16
Southern Downs Regional,3200,2022-11-16
Sunshine Coast Regional,43147,2022-11-16
Tablelands Regional,4798,2022-11-16
Toowoomba Regional,18505,2022-11-16
Torres Shire,1366,2022-11-16
Torres Strait Island Regional,1050,2022-11-16
Townsville City,28910,2022-11-16
Weipa Town,1507,2022-11-16
Western Downs Regional,1737,2022-11-16
Whitsunday Regional,3215,2022-11-16
Winton Shire,46,2022-11-16
Woorabinda Aboriginal Shire,331,2022-11-16
Wujal Wujal Aboriginal Shire,111,2022-11-16
Yarrabah Aboriginal Shire,1271,2022-11-16
Total cases,1622985,2022-11-16
