Local Government Area,Total cases,Date
Aurukun Shire,92,2022-05-19
Balonne Shire,232,2022-05-19
Banana Shire,568,2022-05-19
Barcaldine Regional,57,2022-05-19
Barcoo Shire,3,2022-05-19
Blackall Tambo Regional,33,2022-05-19
Boulia Shire,11,2022-05-19
Brisbane City,124010,2022-05-19
Bulloo Shire,8,2022-05-19
Bundaberg Regional,6034,2022-05-19
Burdekin Shire,1048,2022-05-19
Burke Shire,7,2022-05-19
Cairns Regional,37609,2022-05-19
Carpentaria Shire,148,2022-05-19
Cassowary Coast Regional,4029,2022-05-19
Central Highlands Regional,1579,2022-05-19
Charters Towers Regional,264,2022-05-19
Cherbourg Aboriginal Shire,288,2022-05-19
Cloncurry Shire,126,2022-05-19
Cook Shire,856,2022-05-19
Croydon Shire,11,2022-05-19
Diamantina Shire,18,2022-05-19
Doomadgee Aboriginal Shire,154,2022-05-19
Douglas Shire,2360,2022-05-19
Etheridge Shire,43,2022-05-19
Flinders Shire,95,2022-05-19
Fraser Coast Regional,7884,2022-05-19
Gladstone Regional,3054,2022-05-19
Gold Coast City,70901,2022-05-19
Goondiwindi Regional,492,2022-05-19
Gympie Regional,2932,2022-05-19
Hinchinbrook Shire,415,2022-05-19
Hope Vale Aboriginal Shire,249,2022-05-19
Interstate/Other,14531,2022-05-19
Ipswich City,26378,2022-05-19
Isaac Regional,863,2022-05-19
Kowanyama Aboriginal Shire,147,2022-05-19
Livingstone Shire,2255,2022-05-19
Lockhart River Aboriginal Shire,111,2022-05-19
Lockyer Valley Regional,2446,2022-05-19
Logan City,34079,2022-05-19
Longreach Regional,68,2022-05-19
Mackay Regional,9734,2022-05-19
Mapoon Aboriginal Shire,61,2022-05-19
Maranoa Regional,728,2022-05-19
Mareeba Shire,3716,2022-05-19
McKinlay Shire,8,2022-05-19
Moreton Bay Regional,43530,2022-05-19
Mornington Shire,126,2022-05-19
Mount Isa City,691,2022-05-19
Murweh Shire,158,2022-05-19
Napranum Aboriginal Shire,247,2022-05-19
Noosa Shire,4758,2022-05-19
North Burnett Regional,408,2022-05-19
Northern Peninsula Area Regional,637,2022-05-19
Not Supplied,613756,2022-05-19
Palm Island Aboriginal Shire,655,2022-05-19
Paroo Shire,63,2022-05-19
Pormpuraaw Aboriginal Shire,189,2022-05-19
Quilpie Shire,23,2022-05-19
Redland City,13811,2022-05-19
Richmond Shire,29,2022-05-19
Rockhampton Regional,5497,2022-05-19
Scenic Rim Regional,2161,2022-05-19
Somerset Regional,1456,2022-05-19
South Burnett Regional,1128,2022-05-19
Southern Downs Regional,1881,2022-05-19
Sunshine Coast Regional,31988,2022-05-19
Tablelands Regional,3177,2022-05-19
Toowoomba Regional,8922,2022-05-19
Torres Shire,1179,2022-05-19
Torres Strait Island Regional,905,2022-05-19
Townsville City,20280,2022-05-19
Weipa Town,1129,2022-05-19
Western Downs Regional,1166,2022-05-19
Whitsunday Regional,2404,2022-05-19
Winton Shire,22,2022-05-19
Woorabinda Aboriginal Shire,26,2022-05-19
Wujal Wujal Aboriginal Shire,87,2022-05-19
Yarrabah Aboriginal Shire,767,2022-05-19
Total cases,1123991,2022-05-19
