Local Government Area,Total cases,Date
Aurukun Shire,104,2022-07-15
Balonne Shire,334,2022-07-15
Banana Shire,628,2022-07-15
Barcaldine Regional,111,2022-07-15
Barcoo Shire,3,2022-07-15
Blackall Tambo Regional,54,2022-07-15
Boulia Shire,11,2022-07-15
Brisbane City,136930,2022-07-15
Bulloo Shire,8,2022-07-15
Bundaberg Regional,7197,2022-07-15
Burdekin Shire,1196,2022-07-15
Burke Shire,7,2022-07-15
Cairns Regional,42448,2022-07-15
Carpentaria Shire,156,2022-07-15
Cassowary Coast Regional,4710,2022-07-15
Central Highlands Regional,1784,2022-07-15
Charters Towers Regional,295,2022-07-15
Cherbourg Aboriginal Shire,326,2022-07-15
Cloncurry Shire,140,2022-07-15
Cook Shire,954,2022-07-15
Croydon Shire,15,2022-07-15
Diamantina Shire,23,2022-07-15
Doomadgee Aboriginal Shire,159,2022-07-15
Douglas Shire,2672,2022-07-15
Etheridge Shire,57,2022-07-15
Flinders Shire,154,2022-07-15
Fraser Coast Regional,10298,2022-07-15
Gladstone Regional,3341,2022-07-15
Gold Coast City,76264,2022-07-15
Goondiwindi Regional,597,2022-07-15
Gympie Regional,3317,2022-07-15
Hinchinbrook Shire,444,2022-07-15
Hope Vale Aboriginal Shire,289,2022-07-15
Interstate/Other,72792,2022-07-15
Ipswich City,28860,2022-07-15
Isaac Regional,911,2022-07-15
Kowanyama Aboriginal Shire,177,2022-07-15
Livingstone Shire,2443,2022-07-15
Lockhart River Aboriginal Shire,128,2022-07-15
Lockyer Valley Regional,2783,2022-07-15
Logan City,37052,2022-07-15
Longreach Regional,94,2022-07-15
Mackay Regional,10859,2022-07-15
Mapoon Aboriginal Shire,78,2022-07-15
Maranoa Regional,910,2022-07-15
Mareeba Shire,4489,2022-07-15
McKinlay Shire,11,2022-07-15
Moreton Bay Regional,48588,2022-07-15
Mornington Shire,129,2022-07-15
Mount Isa City,754,2022-07-15
Murweh Shire,247,2022-07-15
Napranum Aboriginal Shire,255,2022-07-15
Noosa Shire,5265,2022-07-15
North Burnett Regional,469,2022-07-15
Northern Peninsula Area Regional,672,2022-07-15
Not Supplied,749199,2022-07-15
Palm Island Aboriginal Shire,681,2022-07-15
Paroo Shire,74,2022-07-15
Pormpuraaw Aboriginal Shire,197,2022-07-15
Quilpie Shire,28,2022-07-15
Redland City,15424,2022-07-15
Richmond Shire,35,2022-07-15
Rockhampton Regional,5953,2022-07-15
Scenic Rim Regional,2503,2022-07-15
Somerset Regional,1647,2022-07-15
South Burnett Regional,1306,2022-07-15
Southern Downs Regional,2338,2022-07-15
Sunshine Coast Regional,34940,2022-07-15
Tablelands Regional,3937,2022-07-15
Toowoomba Regional,11538,2022-07-15
Torres Shire,1221,2022-07-15
Torres Strait Island Regional,921,2022-07-15
Townsville City,24822,2022-07-15
Weipa Town,1270,2022-07-15
Western Downs Regional,1340,2022-07-15
Whitsunday Regional,2571,2022-07-15
Winton Shire,25,2022-07-15
Woorabinda Aboriginal Shire,305,2022-07-15
Wujal Wujal Aboriginal Shire,99,2022-07-15
Yarrabah Aboriginal Shire,852,2022-07-15
Total cases,1376218,2022-07-15
