Local Government Area,Total cases,Date
Aurukun Shire,124,2022-07-28
Balonne Shire,424,2022-07-28
Banana Shire,766,2022-07-28
Barcaldine Regional,143,2022-07-28
Barcoo Shire,3,2022-07-28
Blackall Tambo Regional,77,2022-07-28
Boulia Shire,12,2022-07-28
Brisbane City,154667,2022-07-28
Bulloo Shire,11,2022-07-28
Bundaberg Regional,9687,2022-07-28
Burdekin Shire,1429,2022-07-28
Burke Shire,26,2022-07-28
Cairns Regional,44604,2022-07-28
Carpentaria Shire,164,2022-07-28
Cassowary Coast Regional,5012,2022-07-28
Central Highlands Regional,2076,2022-07-28
Charters Towers Regional,1129,2022-07-28
Cherbourg Aboriginal Shire,343,2022-07-28
Cloncurry Shire,166,2022-07-28
Cook Shire,1028,2022-07-28
Croydon Shire,18,2022-07-28
Diamantina Shire,30,2022-07-28
Doomadgee Aboriginal Shire,163,2022-07-28
Douglas Shire,2776,2022-07-28
Etheridge Shire,62,2022-07-28
Flinders Shire,177,2022-07-28
Fraser Coast Regional,11567,2022-07-28
Gladstone Regional,4686,2022-07-28
Gold Coast City,85781,2022-07-28
Goondiwindi Regional,726,2022-07-28
Gympie Regional,3886,2022-07-28
Hinchinbrook Shire,581,2022-07-28
Hope Vale Aboriginal Shire,316,2022-07-28
Interstate/Other,21028,2022-07-28
Ipswich City,29982,2022-07-28
Isaac Regional,1059,2022-07-28
Kowanyama Aboriginal Shire,192,2022-07-28
Livingstone Shire,2913,2022-07-28
Lockhart River Aboriginal Shire,134,2022-07-28
Lockyer Valley Regional,2999,2022-07-28
Logan City,41071,2022-07-28
Longreach Regional,134,2022-07-28
Mackay Regional,12755,2022-07-28
Mapoon Aboriginal Shire,78,2022-07-28
Maranoa Regional,1108,2022-07-28
Mareeba Shire,4776,2022-07-28
McKinlay Shire,20,2022-07-28
Moreton Bay Regional,55310,2022-07-28
Mornington Shire,132,2022-07-28
Mount Isa City,1874,2022-07-28
Murweh Shire,316,2022-07-28
Napranum Aboriginal Shire,266,2022-07-28
Noosa Shire,6114,2022-07-28
North Burnett Regional,626,2022-07-28
Northern Peninsula Area Regional,749,2022-07-28
Not Supplied,829752,2022-07-28
Palm Island Aboriginal Shire,764,2022-07-28
Paroo Shire,90,2022-07-28
Pormpuraaw Aboriginal Shire,206,2022-07-28
Quilpie Shire,42,2022-07-28
Redland City,16912,2022-07-28
Richmond Shire,50,2022-07-28
Rockhampton Regional,6763,2022-07-28
Scenic Rim Regional,2927,2022-07-28
Somerset Regional,1831,2022-07-28
South Burnett Regional,1581,2022-07-28
Southern Downs Regional,2958,2022-07-28
Sunshine Coast Regional,39253,2022-07-28
Tablelands Regional,4223,2022-07-28
Toowoomba Regional,17163,2022-07-28
Torres Shire,1287,2022-07-28
Torres Strait Island Regional,966,2022-07-28
Townsville City,28272,2022-07-28
Weipa Town,1373,2022-07-28
Western Downs Regional,1578,2022-07-28
Whitsunday Regional,3139,2022-07-28
Winton Shire,41,2022-07-28
Woorabinda Aboriginal Shire,312,2022-07-28
Wujal Wujal Aboriginal Shire,103,2022-07-28
Yarrabah Aboriginal Shire,895,2022-07-28
Total cases,1478777,2022-07-28
