Local Government Area,Total cases,Date
Aurukun Shire,93,2022-04-01
Balonne Shire,148,2022-04-01
Banana Shire,481,2022-04-01
Barcaldine Regional,23,2022-04-01
Barcoo Shire,2,2022-04-01
Blackall Tambo Regional,21,2022-04-01
Boulia Shire,9,2022-04-01
Brisbane City,101208,2022-04-01
Bulloo Shire,7,2022-04-01
Bundaberg Regional,4629,2022-04-01
Burdekin Shire,951,2022-04-01
Burke Shire,5,2022-04-01
Cairns Regional,25389,2022-04-01
Carpentaria Shire,137,2022-04-01
Cassowary Coast Regional,2756,2022-04-01
Central Highlands Regional,1248,2022-04-01
Charters Towers Regional,236,2022-04-01
Cherbourg Aboriginal Shire,220,2022-04-01
Cloncurry Shire,107,2022-04-01
Cook Shire,648,2022-04-01
Croydon Shire,4,2022-04-01
Diamantina Shire,3,2022-04-01
Doomadgee Aboriginal Shire,156,2022-04-01
Douglas Shire,1662,2022-04-01
Etheridge Shire,15,2022-04-01
Flinders Shire,73,2022-04-01
Fraser Coast Regional,4941,2022-04-01
Gladstone Regional,2581,2022-04-01
Gold Coast City,61087,2022-04-01
Goondiwindi Regional,440,2022-04-01
Gympie Regional,2147,2022-04-01
Hinchinbrook Shire,338,2022-04-01
Hope Vale Aboriginal Shire,209,2022-04-01
Interstate/Other,12991,2022-04-01
Ipswich City,21336,2022-04-01
Isaac Regional,761,2022-04-01
Kowanyama Aboriginal Shire,138,2022-04-01
Livingstone Shire,1867,2022-04-01
Lockhart River Aboriginal Shire,103,2022-04-01
Lockyer Valley Regional,1913,2022-04-01
Logan City,29233,2022-04-01
Longreach Regional,36,2022-04-01
Mackay Regional,7770,2022-04-01
Mapoon Aboriginal Shire,55,2022-04-01
Maranoa Regional,540,2022-04-01
Mareeba Shire,2449,2022-04-01
McKinlay Shire,8,2022-04-01
Moreton Bay Regional,34467,2022-04-01
Mornington Shire,118,2022-04-01
Mount Isa City,659,2022-04-01
Murweh Shire,102,2022-04-01
Napranum Aboriginal Shire,232,2022-04-01
Noosa Shire,3908,2022-04-01
North Burnett Regional,308,2022-04-01
Northern Peninsula Area Regional,593,2022-04-01
Not Supplied,366144,2022-04-01
Palm Island Aboriginal Shire,639,2022-04-01
Paroo Shire,45,2022-04-01
Pormpuraaw Aboriginal Shire,181,2022-04-01
Quilpie Shire,14,2022-04-01
Redland City,11154,2022-04-01
Richmond Shire,17,2022-04-01
Rockhampton Regional,4455,2022-04-01
Scenic Rim Regional,1687,2022-04-01
Somerset Regional,1163,2022-04-01
South Burnett Regional,972,2022-04-01
Southern Downs Regional,1475,2022-04-01
Sunshine Coast Regional,25579,2022-04-01
Tablelands Regional,2056,2022-04-01
Toowoomba Regional,6371,2022-04-01
Torres Shire,973,2022-04-01
Torres Strait Island Regional,702,2022-04-01
Townsville City,15988,2022-04-01
Weipa Town,750,2022-04-01
Western Downs Regional,1046,2022-04-01
Whitsunday Regional,2241,2022-04-01
Winton Shire,18,2022-04-01
Woorabinda Aboriginal Shire,17,2022-04-01
Wujal Wujal Aboriginal Shire,59,2022-04-01
Yarrabah Aboriginal Shire,704,2022-04-01
Total cases,776011,2022-04-01
