Local Government Area,Total cases,Date
Aurukun Shire,103,2022-07-11
Balonne Shire,326,2022-07-11
Banana Shire,625,2022-07-11
Barcaldine Regional,100,2022-07-11
Barcoo Shire,3,2022-07-11
Blackall Tambo Regional,53,2022-07-11
Boulia Shire,11,2022-07-11
Brisbane City,135535,2022-07-11
Bulloo Shire,8,2022-07-11
Bundaberg Regional,7084,2022-07-11
Burdekin Shire,1190,2022-07-11
Burke Shire,7,2022-07-11
Cairns Regional,41575,2022-07-11
Carpentaria Shire,157,2022-07-11
Cassowary Coast Regional,4605,2022-07-11
Central Highlands Regional,1773,2022-07-11
Charters Towers Regional,279,2022-07-11
Cherbourg Aboriginal Shire,324,2022-07-11
Cloncurry Shire,135,2022-07-11
Cook Shire,940,2022-07-11
Croydon Shire,15,2022-07-11
Diamantina Shire,20,2022-07-11
Doomadgee Aboriginal Shire,159,2022-07-11
Douglas Shire,2628,2022-07-11
Etheridge Shire,54,2022-07-11
Flinders Shire,152,2022-07-11
Fraser Coast Regional,10111,2022-07-11
Gladstone Regional,3315,2022-07-11
Gold Coast City,75676,2022-07-11
Goondiwindi Regional,585,2022-07-11
Gympie Regional,3282,2022-07-11
Hinchinbrook Shire,442,2022-07-11
Hope Vale Aboriginal Shire,271,2022-07-11
Interstate/Other,71699,2022-07-11
Ipswich City,28633,2022-07-11
Isaac Regional,906,2022-07-11
Kowanyama Aboriginal Shire,168,2022-07-11
Livingstone Shire,2407,2022-07-11
Lockhart River Aboriginal Shire,127,2022-07-11
Lockyer Valley Regional,2741,2022-07-11
Logan City,36710,2022-07-11
Longreach Regional,88,2022-07-11
Mackay Regional,10785,2022-07-11
Mapoon Aboriginal Shire,67,2022-07-11
Maranoa Regional,895,2022-07-11
Mareeba Shire,4389,2022-07-11
McKinlay Shire,11,2022-07-11
Moreton Bay Regional,48161,2022-07-11
Mornington Shire,128,2022-07-11
Mount Isa City,741,2022-07-11
Murweh Shire,222,2022-07-11
Napranum Aboriginal Shire,254,2022-07-11
Noosa Shire,5197,2022-07-11
North Burnett Regional,460,2022-07-11
Northern Peninsula Area Regional,654,2022-07-11
Not Supplied,729243,2022-07-11
Palm Island Aboriginal Shire,676,2022-07-11
Paroo Shire,74,2022-07-11
Pormpuraaw Aboriginal Shire,195,2022-07-11
Quilpie Shire,27,2022-07-11
Redland City,15279,2022-07-11
Richmond Shire,34,2022-07-11
Rockhampton Regional,5907,2022-07-11
Scenic Rim Regional,2466,2022-07-11
Somerset Regional,1633,2022-07-11
South Burnett Regional,1283,2022-07-11
Southern Downs Regional,2298,2022-07-11
Sunshine Coast Regional,34642,2022-07-11
Tablelands Regional,3827,2022-07-11
Toowoomba Regional,11265,2022-07-11
Torres Shire,1203,2022-07-11
Torres Strait Island Regional,916,2022-07-11
Townsville City,24357,2022-07-11
Weipa Town,1245,2022-07-11
Western Downs Regional,1326,2022-07-11
Whitsunday Regional,2546,2022-07-11
Winton Shire,25,2022-07-11
Woorabinda Aboriginal Shire,303,2022-07-11
Wujal Wujal Aboriginal Shire,92,2022-07-11
Yarrabah Aboriginal Shire,826,2022-07-11
Total cases,1348674,2022-07-11
