Local Government Area,Total cases,Date
Aurukun Shire,94,2022-05-21
Balonne Shire,237,2022-05-21
Banana Shire,572,2022-05-21
Barcaldine Regional,58,2022-05-21
Barcoo Shire,3,2022-05-21
Blackall Tambo Regional,34,2022-05-21
Boulia Shire,11,2022-05-21
Brisbane City,124598,2022-05-21
Bulloo Shire,8,2022-05-21
Bundaberg Regional,6068,2022-05-21
Burdekin Shire,1053,2022-05-21
Burke Shire,7,2022-05-21
Cairns Regional,37799,2022-05-21
Carpentaria Shire,148,2022-05-21
Cassowary Coast Regional,4056,2022-05-21
Central Highlands Regional,1592,2022-05-21
Charters Towers Regional,264,2022-05-21
Cherbourg Aboriginal Shire,292,2022-05-21
Cloncurry Shire,126,2022-05-21
Cook Shire,860,2022-05-21
Croydon Shire,11,2022-05-21
Diamantina Shire,18,2022-05-21
Doomadgee Aboriginal Shire,154,2022-05-21
Douglas Shire,2372,2022-05-21
Etheridge Shire,43,2022-05-21
Flinders Shire,95,2022-05-21
Fraser Coast Regional,8010,2022-05-21
Gladstone Regional,3067,2022-05-21
Gold Coast City,71123,2022-05-21
Goondiwindi Regional,493,2022-05-21
Gympie Regional,2956,2022-05-21
Hinchinbrook Shire,418,2022-05-21
Hope Vale Aboriginal Shire,250,2022-05-21
Interstate/Other,14600,2022-05-21
Ipswich City,26476,2022-05-21
Isaac Regional,864,2022-05-21
Kowanyama Aboriginal Shire,147,2022-05-21
Livingstone Shire,2260,2022-05-21
Lockhart River Aboriginal Shire,111,2022-05-21
Lockyer Valley Regional,2462,2022-05-21
Logan City,34219,2022-05-21
Longreach Regional,68,2022-05-21
Mackay Regional,9804,2022-05-21
Mapoon Aboriginal Shire,62,2022-05-21
Maranoa Regional,730,2022-05-21
Mareeba Shire,3749,2022-05-21
McKinlay Shire,8,2022-05-21
Moreton Bay Regional,43782,2022-05-21
Mornington Shire,126,2022-05-21
Mount Isa City,691,2022-05-21
Murweh Shire,160,2022-05-21
Napranum Aboriginal Shire,247,2022-05-21
Noosa Shire,4768,2022-05-21
North Burnett Regional,412,2022-05-21
Northern Peninsula Area Regional,636,2022-05-21
Not Supplied,623276,2022-05-21
Palm Island Aboriginal Shire,654,2022-05-21
Paroo Shire,63,2022-05-21
Pormpuraaw Aboriginal Shire,189,2022-05-21
Quilpie Shire,23,2022-05-21
Redland City,13879,2022-05-21
Richmond Shire,29,2022-05-21
Rockhampton Regional,5527,2022-05-21
Scenic Rim Regional,2175,2022-05-21
Somerset Regional,1464,2022-05-21
South Burnett Regional,1133,2022-05-21
Southern Downs Regional,1902,2022-05-21
Sunshine Coast Regional,32139,2022-05-21
Tablelands Regional,3205,2022-05-21
Toowoomba Regional,8994,2022-05-21
Torres Shire,1182,2022-05-21
Torres Strait Island Regional,906,2022-05-21
Townsville City,20505,2022-05-21
Weipa Town,1142,2022-05-21
Western Downs Regional,1171,2022-05-21
Whitsunday Regional,2408,2022-05-21
Winton Shire,22,2022-05-21
Woorabinda Aboriginal Shire,26,2022-05-21
Wujal Wujal Aboriginal Shire,87,2022-05-21
Yarrabah Aboriginal Shire,769,2022-05-21
Total cases,1136142,2022-05-21
