Local Government Area,Total cases,Date
Aurukun Shire,136,2023-01-16
Balonne Shire,457,2023-01-16
Banana Shire,809,2023-01-16
Barcaldine Regional,164,2023-01-16
Barcoo Shire,4,2023-01-16
Blackall Tambo Regional,83,2023-01-16
Boulia Shire,14,2023-01-16
Brisbane City,168497,2023-01-16
Bulloo Shire,12,2023-01-16
Bundaberg Regional,10497,2023-01-16
Burdekin Shire,1466,2023-01-16
Burke Shire,28,2023-01-16
Cairns Regional,48930,2023-01-16
Carpentaria Shire,170,2023-01-16
Cassowary Coast Regional,5723,2023-01-16
Central Highlands Regional,2172,2023-01-16
Charters Towers Regional,1189,2023-01-16
Cherbourg Aboriginal Shire,391,2023-01-16
Cloncurry Shire,183,2023-01-16
Cook Shire,1164,2023-01-16
Croydon Shire,23,2023-01-16
Diamantina Shire,32,2023-01-16
Doomadgee Aboriginal Shire,175,2023-01-16
Douglas Shire,3033,2023-01-16
Etheridge Shire,68,2023-01-16
Flinders Shire,181,2023-01-16
Fraser Coast Regional,12418,2023-01-16
Gladstone Regional,4822,2023-01-16
Gold Coast City,92424,2023-01-16
Goondiwindi Regional,791,2023-01-16
Gympie Regional,4152,2023-01-16
Hinchinbrook Shire,618,2023-01-16
Hope Vale Aboriginal Shire,339,2023-01-16
Interstate/Other,21028,2023-01-16
Ipswich City,33308,2023-01-16
Isaac Regional,1087,2023-01-16
Kowanyama Aboriginal Shire,196,2023-01-16
Livingstone Shire,2989,2023-01-16
Lockhart River Aboriginal Shire,157,2023-01-16
Lockyer Valley Regional,3285,2023-01-16
Logan City,43554,2023-01-16
Longreach Regional,154,2023-01-16
Mackay Regional,13300,2023-01-16
Mapoon Aboriginal Shire,82,2023-01-16
Maranoa Regional,1208,2023-01-16
Mareeba Shire,5533,2023-01-16
McKinlay Shire,22,2023-01-16
Moreton Bay Regional,61528,2023-01-16
Mornington Shire,136,2023-01-16
Mount Isa City,2051,2023-01-16
Murweh Shire,349,2023-01-16
Napranum Aboriginal Shire,277,2023-01-16
Noosa Shire,6592,2023-01-16
North Burnett Regional,717,2023-01-16
Northern Peninsula Area Regional,774,2023-01-16
Not Supplied,920632,2023-01-16
Palm Island Aboriginal Shire,763,2023-01-16
Paroo Shire,94,2023-01-16
Pormpuraaw Aboriginal Shire,228,2023-01-16
Quilpie Shire,46,2023-01-16
Redland City,18618,2023-01-16
Richmond Shire,51,2023-01-16
Rockhampton Regional,6977,2023-01-16
Scenic Rim Regional,3169,2023-01-16
Somerset Regional,1985,2023-01-16
South Burnett Regional,1736,2023-01-16
Southern Downs Regional,3200,2023-01-16
Sunshine Coast Regional,43147,2023-01-16
Tablelands Regional,4798,2023-01-16
Toowoomba Regional,18505,2023-01-16
Torres Shire,1366,2023-01-16
Torres Strait Island Regional,1050,2023-01-16
Townsville City,28910,2023-01-16
Weipa Town,1507,2023-01-16
Western Downs Regional,1737,2023-01-16
Whitsunday Regional,3215,2023-01-16
Winton Shire,46,2023-01-16
Woorabinda Aboriginal Shire,331,2023-01-16
Wujal Wujal Aboriginal Shire,111,2023-01-16
Yarrabah Aboriginal Shire,1271,2023-01-16
Total cases,1622985,2023-01-16
