Local Government Area,Total cases,Date
Aurukun Shire,92,2022-05-01
Balonne Shire,196,2022-05-01
Banana Shire,541,2022-05-01
Barcaldine Regional,41,2022-05-01
Barcoo Shire,3,2022-05-01
Blackall Tambo Regional,25,2022-05-01
Boulia Shire,10,2022-05-01
Brisbane City,117283,2022-05-01
Bulloo Shire,7,2022-05-01
Bundaberg Regional,5648,2022-05-01
Burdekin Shire,1022,2022-05-01
Burke Shire,8,2022-05-01
Cairns Regional,33902,2022-05-01
Carpentaria Shire,139,2022-05-01
Cassowary Coast Regional,3548,2022-05-01
Central Highlands Regional,1483,2022-05-01
Charters Towers Regional,259,2022-05-01
Cherbourg Aboriginal Shire,272,2022-05-01
Cloncurry Shire,122,2022-05-01
Cook Shire,801,2022-05-01
Croydon Shire,7,2022-05-01
Diamantina Shire,14,2022-05-01
Doomadgee Aboriginal Shire,154,2022-05-01
Douglas Shire,2163,2022-05-01
Etheridge Shire,26,2022-05-01
Flinders Shire,76,2022-05-01
Fraser Coast Regional,6884,2022-05-01
Gladstone Regional,2936,2022-05-01
Gold Coast City,68018,2022-05-01
Goondiwindi Regional,472,2022-05-01
Gympie Regional,2724,2022-05-01
Hinchinbrook Shire,401,2022-05-01
Hope Vale Aboriginal Shire,240,2022-05-01
Interstate/Other,14050,2022-05-01
Ipswich City,25081,2022-05-01
Isaac Regional,837,2022-05-01
Kowanyama Aboriginal Shire,139,2022-05-01
Livingstone Shire,2137,2022-05-01
Lockhart River Aboriginal Shire,110,2022-05-01
Lockyer Valley Regional,2312,2022-05-01
Logan City,32491,2022-05-01
Longreach Regional,50,2022-05-01
Mackay Regional,9090,2022-05-01
Mapoon Aboriginal Shire,58,2022-05-01
Maranoa Regional,664,2022-05-01
Mareeba Shire,3214,2022-05-01
McKinlay Shire,8,2022-05-01
Moreton Bay Regional,40892,2022-05-01
Mornington Shire,123,2022-05-01
Mount Isa City,673,2022-05-01
Murweh Shire,133,2022-05-01
Napranum Aboriginal Shire,242,2022-05-01
Noosa Shire,4500,2022-05-01
North Burnett Regional,390,2022-05-01
Northern Peninsula Area Regional,618,2022-05-01
Not Supplied,517965,2022-05-01
Palm Island Aboriginal Shire,647,2022-05-01
Paroo Shire,57,2022-05-01
Pormpuraaw Aboriginal Shire,189,2022-05-01
Quilpie Shire,18,2022-05-01
Redland City,13000,2022-05-01
Richmond Shire,27,2022-05-01
Rockhampton Regional,5185,2022-05-01
Scenic Rim Regional,2015,2022-05-01
Somerset Regional,1354,2022-05-01
South Burnett Regional,1090,2022-05-01
Southern Downs Regional,1715,2022-05-01
Sunshine Coast Regional,30186,2022-05-01
Tablelands Regional,2807,2022-05-01
Toowoomba Regional,8207,2022-05-01
Torres Shire,1132,2022-05-01
Torres Strait Island Regional,872,2022-05-01
Townsville City,18503,2022-05-01
Weipa Town,963,2022-05-01
Western Downs Regional,1134,2022-05-01
Whitsunday Regional,2353,2022-05-01
Winton Shire,20,2022-05-01
Woorabinda Aboriginal Shire,24,2022-05-01
Wujal Wujal Aboriginal Shire,78,2022-05-01
Yarrabah Aboriginal Shire,749,2022-05-01
Total cases,997619,2022-05-01
