Local Government Area,Total cases,Date
Aurukun Shire,104,2022-07-16
Balonne Shire,334,2022-07-16
Banana Shire,631,2022-07-16
Barcaldine Regional,112,2022-07-16
Barcoo Shire,3,2022-07-16
Blackall Tambo Regional,54,2022-07-16
Boulia Shire,11,2022-07-16
Brisbane City,137312,2022-07-16
Bulloo Shire,8,2022-07-16
Bundaberg Regional,7233,2022-07-16
Burdekin Shire,1200,2022-07-16
Burke Shire,7,2022-07-16
Cairns Regional,42463,2022-07-16
Carpentaria Shire,156,2022-07-16
Cassowary Coast Regional,4711,2022-07-16
Central Highlands Regional,1789,2022-07-16
Charters Towers Regional,295,2022-07-16
Cherbourg Aboriginal Shire,327,2022-07-16
Cloncurry Shire,140,2022-07-16
Cook Shire,954,2022-07-16
Croydon Shire,15,2022-07-16
Diamantina Shire,24,2022-07-16
Doomadgee Aboriginal Shire,159,2022-07-16
Douglas Shire,2673,2022-07-16
Etheridge Shire,57,2022-07-16
Flinders Shire,154,2022-07-16
Fraser Coast Regional,10334,2022-07-16
Gladstone Regional,3350,2022-07-16
Gold Coast City,76429,2022-07-16
Goondiwindi Regional,600,2022-07-16
Gympie Regional,3325,2022-07-16
Hinchinbrook Shire,444,2022-07-16
Hope Vale Aboriginal Shire,289,2022-07-16
Interstate/Other,73103,2022-07-16
Ipswich City,28925,2022-07-16
Isaac Regional,914,2022-07-16
Kowanyama Aboriginal Shire,177,2022-07-16
Livingstone Shire,2448,2022-07-16
Lockhart River Aboriginal Shire,128,2022-07-16
Lockyer Valley Regional,2798,2022-07-16
Logan City,37135,2022-07-16
Longreach Regional,95,2022-07-16
Mackay Regional,10883,2022-07-16
Mapoon Aboriginal Shire,78,2022-07-16
Maranoa Regional,914,2022-07-16
Mareeba Shire,4490,2022-07-16
McKinlay Shire,11,2022-07-16
Moreton Bay Regional,48684,2022-07-16
Mornington Shire,131,2022-07-16
Mount Isa City,754,2022-07-16
Murweh Shire,248,2022-07-16
Napranum Aboriginal Shire,255,2022-07-16
Noosa Shire,5273,2022-07-16
North Burnett Regional,469,2022-07-16
Northern Peninsula Area Regional,672,2022-07-16
Not Supplied,753380,2022-07-16
Palm Island Aboriginal Shire,686,2022-07-16
Paroo Shire,74,2022-07-16
Pormpuraaw Aboriginal Shire,196,2022-07-16
Quilpie Shire,28,2022-07-16
Redland City,15474,2022-07-16
Richmond Shire,35,2022-07-16
Rockhampton Regional,5958,2022-07-16
Scenic Rim Regional,2509,2022-07-16
Somerset Regional,1666,2022-07-16
South Burnett Regional,1312,2022-07-16
Southern Downs Regional,2349,2022-07-16
Sunshine Coast Regional,34996,2022-07-16
Tablelands Regional,3937,2022-07-16
Toowoomba Regional,11594,2022-07-16
Torres Shire,1221,2022-07-16
Torres Strait Island Regional,921,2022-07-16
Townsville City,24921,2022-07-16
Weipa Town,1270,2022-07-16
Western Downs Regional,1346,2022-07-16
Whitsunday Regional,2574,2022-07-16
Winton Shire,26,2022-07-16
Woorabinda Aboriginal Shire,305,2022-07-16
Wujal Wujal Aboriginal Shire,99,2022-07-16
Yarrabah Aboriginal Shire,852,2022-07-16
Total cases,1382011,2022-07-16
