Local Government Area,Total cases,Date
Aurukun Shire,136,2022-08-28
Balonne Shire,450,2022-08-28
Banana Shire,805,2022-08-28
Barcaldine Regional,161,2022-08-28
Barcoo Shire,4,2022-08-28
Blackall Tambo Regional,83,2022-08-28
Boulia Shire,13,2022-08-28
Brisbane City,167358,2022-08-28
Bulloo Shire,12,2022-08-28
Bundaberg Regional,10280,2022-08-28
Burdekin Shire,1462,2022-08-28
Burke Shire,27,2022-08-28
Cairns Regional,48405,2022-08-28
Carpentaria Shire,169,2022-08-28
Cassowary Coast Regional,5632,2022-08-28
Central Highlands Regional,2162,2022-08-28
Charters Towers Regional,1182,2022-08-28
Cherbourg Aboriginal Shire,352,2022-08-28
Cloncurry Shire,183,2022-08-28
Cook Shire,1143,2022-08-28
Croydon Shire,23,2022-08-28
Diamantina Shire,32,2022-08-28
Doomadgee Aboriginal Shire,174,2022-08-28
Douglas Shire,2997,2022-08-28
Etheridge Shire,66,2022-08-28
Flinders Shire,179,2022-08-28
Fraser Coast Regional,12211,2022-08-28
Gladstone Regional,4799,2022-08-28
Gold Coast City,91927,2022-08-28
Goondiwindi Regional,787,2022-08-28
Gympie Regional,4122,2022-08-28
Hinchinbrook Shire,612,2022-08-28
Hope Vale Aboriginal Shire,338,2022-08-28
Interstate/Other,20850,2022-08-28
Ipswich City,33104,2022-08-28
Isaac Regional,1085,2022-08-28
Kowanyama Aboriginal Shire,194,2022-08-28
Livingstone Shire,2981,2022-08-28
Lockhart River Aboriginal Shire,153,2022-08-28
Lockyer Valley Regional,3248,2022-08-28
Logan City,43286,2022-08-28
Longreach Regional,152,2022-08-28
Mackay Regional,13250,2022-08-28
Mapoon Aboriginal Shire,81,2022-08-28
Maranoa Regional,1183,2022-08-28
Mareeba Shire,5367,2022-08-28
McKinlay Shire,21,2022-08-28
Moreton Bay Regional,60787,2022-08-28
Mornington Shire,133,2022-08-28
Mount Isa City,2034,2022-08-28
Murweh Shire,347,2022-08-28
Napranum Aboriginal Shire,274,2022-08-28
Noosa Shire,6546,2022-08-28
North Burnett Regional,696,2022-08-28
Northern Peninsula Area Regional,772,2022-08-28
Not Supplied,902741,2022-08-28
Palm Island Aboriginal Shire,762,2022-08-28
Paroo Shire,92,2022-08-28
Pormpuraaw Aboriginal Shire,227,2022-08-28
Quilpie Shire,45,2022-08-28
Redland City,18475,2022-08-28
Richmond Shire,52,2022-08-28
Rockhampton Regional,6947,2022-08-28
Scenic Rim Regional,3145,2022-08-28
Somerset Regional,1968,2022-08-28
South Burnett Regional,1713,2022-08-28
Southern Downs Regional,3168,2022-08-28
Sunshine Coast Regional,42952,2022-08-28
Tablelands Regional,4690,2022-08-28
Toowoomba Regional,18372,2022-08-28
Torres Shire,1355,2022-08-28
Torres Strait Island Regional,1037,2022-08-28
Townsville City,28791,2022-08-28
Weipa Town,1490,2022-08-28
Western Downs Regional,1718,2022-08-28
Whitsunday Regional,3202,2022-08-28
Winton Shire,46,2022-08-28
Woorabinda Aboriginal Shire,330,2022-08-28
Wujal Wujal Aboriginal Shire,109,2022-08-28
Yarrabah Aboriginal Shire,1066,2022-08-28
Total cases,1599323,2022-08-28
