Local Government Area,Total cases,Date
Aurukun Shire,136,2022-09-10
Balonne Shire,457,2022-09-10
Banana Shire,809,2022-09-10
Barcaldine Regional,164,2022-09-10
Barcoo Shire,4,2022-09-10
Blackall Tambo Regional,83,2022-09-10
Boulia Shire,14,2022-09-10
Brisbane City,168373,2022-09-10
Bulloo Shire,12,2022-09-10
Bundaberg Regional,10488,2022-09-10
Burdekin Shire,1466,2022-09-10
Burke Shire,28,2022-09-10
Cairns Regional,48890,2022-09-10
Carpentaria Shire,170,2022-09-10
Cassowary Coast Regional,5718,2022-09-10
Central Highlands Regional,2172,2022-09-10
Charters Towers Regional,1189,2022-09-10
Cherbourg Aboriginal Shire,391,2022-09-10
Cloncurry Shire,183,2022-09-10
Cook Shire,1164,2022-09-10
Croydon Shire,23,2022-09-10
Diamantina Shire,32,2022-09-10
Doomadgee Aboriginal Shire,175,2022-09-10
Douglas Shire,3033,2022-09-10
Etheridge Shire,68,2022-09-10
Flinders Shire,181,2022-09-10
Fraser Coast Regional,12406,2022-09-10
Gladstone Regional,4819,2022-09-10
Gold Coast City,92384,2022-09-10
Goondiwindi Regional,791,2022-09-10
Gympie Regional,4147,2022-09-10
Hinchinbrook Shire,616,2022-09-10
Hope Vale Aboriginal Shire,339,2022-09-10
Interstate/Other,20951,2022-09-10
Ipswich City,33277,2022-09-10
Isaac Regional,1087,2022-09-10
Kowanyama Aboriginal Shire,196,2022-09-10
Livingstone Shire,2989,2022-09-10
Lockhart River Aboriginal Shire,157,2022-09-10
Lockyer Valley Regional,3284,2022-09-10
Logan City,43527,2022-09-10
Longreach Regional,154,2022-09-10
Mackay Regional,13298,2022-09-10
Mapoon Aboriginal Shire,82,2022-09-10
Maranoa Regional,1206,2022-09-10
Mareeba Shire,5525,2022-09-10
McKinlay Shire,22,2022-09-10
Moreton Bay Regional,61462,2022-09-10
Mornington Shire,136,2022-09-10
Mount Isa City,2048,2022-09-10
Murweh Shire,348,2022-09-10
Napranum Aboriginal Shire,277,2022-09-10
Noosa Shire,6587,2022-09-10
North Burnett Regional,717,2022-09-10
Northern Peninsula Area Regional,774,2022-09-10
Not Supplied,918241,2022-09-10
Palm Island Aboriginal Shire,763,2022-09-10
Paroo Shire,94,2022-09-10
Pormpuraaw Aboriginal Shire,228,2022-09-10
Quilpie Shire,45,2022-09-10
Redland City,18597,2022-09-10
Richmond Shire,51,2022-09-10
Rockhampton Regional,6975,2022-09-10
Scenic Rim Regional,3165,2022-09-10
Somerset Regional,1983,2022-09-10
South Burnett Regional,1735,2022-09-10
Southern Downs Regional,3197,2022-09-10
Sunshine Coast Regional,43128,2022-09-10
Tablelands Regional,4796,2022-09-10
Toowoomba Regional,18500,2022-09-10
Torres Shire,1364,2022-09-10
Torres Strait Island Regional,1050,2022-09-10
Townsville City,28889,2022-09-10
Weipa Town,1507,2022-09-10
Western Downs Regional,1733,2022-09-10
Whitsunday Regional,3213,2022-09-10
Winton Shire,46,2022-09-10
Woorabinda Aboriginal Shire,331,2022-09-10
Wujal Wujal Aboriginal Shire,111,2022-09-10
Yarrabah Aboriginal Shire,1263,2022-09-10
Total cases,1620034,2022-09-10
