Local Government Area,Total cases,Date
Aurukun Shire,136,2022-09-08
Balonne Shire,456,2022-09-08
Banana Shire,809,2022-09-08
Barcaldine Regional,164,2022-09-08
Barcoo Shire,4,2022-09-08
Blackall Tambo Regional,83,2022-09-08
Boulia Shire,14,2022-09-08
Brisbane City,168316,2022-09-08
Bulloo Shire,12,2022-09-08
Bundaberg Regional,10483,2022-09-08
Burdekin Shire,1466,2022-09-08
Burke Shire,28,2022-09-08
Cairns Regional,48852,2022-09-08
Carpentaria Shire,170,2022-09-08
Cassowary Coast Regional,5708,2022-09-08
Central Highlands Regional,2170,2022-09-08
Charters Towers Regional,1188,2022-09-08
Cherbourg Aboriginal Shire,389,2022-09-08
Cloncurry Shire,183,2022-09-08
Cook Shire,1164,2022-09-08
Croydon Shire,24,2022-09-08
Diamantina Shire,32,2022-09-08
Doomadgee Aboriginal Shire,175,2022-09-08
Douglas Shire,3031,2022-09-08
Etheridge Shire,68,2022-09-08
Flinders Shire,181,2022-09-08
Fraser Coast Regional,12403,2022-09-08
Gladstone Regional,4817,2022-09-08
Gold Coast City,92346,2022-09-08
Goondiwindi Regional,791,2022-09-08
Gympie Regional,4146,2022-09-08
Hinchinbrook Shire,613,2022-09-08
Hope Vale Aboriginal Shire,338,2022-09-08
Interstate/Other,20960,2022-09-08
Ipswich City,33258,2022-09-08
Isaac Regional,1087,2022-09-08
Kowanyama Aboriginal Shire,196,2022-09-08
Livingstone Shire,2988,2022-09-08
Lockhart River Aboriginal Shire,157,2022-09-08
Lockyer Valley Regional,3280,2022-09-08
Logan City,43507,2022-09-08
Longreach Regional,154,2022-09-08
Mackay Regional,13295,2022-09-08
Mapoon Aboriginal Shire,82,2022-09-08
Maranoa Regional,1203,2022-09-08
Mareeba Shire,5527,2022-09-08
McKinlay Shire,22,2022-09-08
Moreton Bay Regional,61430,2022-09-08
Mornington Shire,136,2022-09-08
Mount Isa City,2048,2022-09-08
Murweh Shire,348,2022-09-08
Napranum Aboriginal Shire,277,2022-09-08
Noosa Shire,6585,2022-09-08
North Burnett Regional,715,2022-09-08
Northern Peninsula Area Regional,774,2022-09-08
Not Supplied,917109,2022-09-08
Palm Island Aboriginal Shire,763,2022-09-08
Paroo Shire,93,2022-09-08
Pormpuraaw Aboriginal Shire,228,2022-09-08
Quilpie Shire,45,2022-09-08
Redland City,18588,2022-09-08
Richmond Shire,51,2022-09-08
Rockhampton Regional,6974,2022-09-08
Scenic Rim Regional,3165,2022-09-08
Somerset Regional,1981,2022-09-08
South Burnett Regional,1734,2022-09-08
Southern Downs Regional,3194,2022-09-08
Sunshine Coast Regional,43114,2022-09-08
Tablelands Regional,4795,2022-09-08
Toowoomba Regional,18491,2022-09-08
Torres Shire,1363,2022-09-08
Torres Strait Island Regional,1050,2022-09-08
Townsville City,28886,2022-09-08
Weipa Town,1507,2022-09-08
Western Downs Regional,1732,2022-09-08
Whitsunday Regional,3212,2022-09-08
Winton Shire,46,2022-09-08
Woorabinda Aboriginal Shire,331,2022-09-08
Wujal Wujal Aboriginal Shire,111,2022-09-08
Yarrabah Aboriginal Shire,1252,2022-09-08
Total cases,1618604,2022-09-08
