Local Government Area,Total cases,Date
Aurukun Shire,136,2022-08-31
Balonne Shire,452,2022-08-31
Banana Shire,807,2022-08-31
Barcaldine Regional,161,2022-08-31
Barcoo Shire,4,2022-08-31
Blackall Tambo Regional,83,2022-08-31
Boulia Shire,13,2022-08-31
Brisbane City,167798,2022-08-31
Bulloo Shire,12,2022-08-31
Bundaberg Regional,10323,2022-08-31
Burdekin Shire,1466,2022-08-31
Burke Shire,27,2022-08-31
Cairns Regional,48673,2022-08-31
Carpentaria Shire,169,2022-08-31
Cassowary Coast Regional,5687,2022-08-31
Central Highlands Regional,2166,2022-08-31
Charters Towers Regional,1185,2022-08-31
Cherbourg Aboriginal Shire,370,2022-08-31
Cloncurry Shire,183,2022-08-31
Cook Shire,1150,2022-08-31
Croydon Shire,23,2022-08-31
Diamantina Shire,32,2022-08-31
Doomadgee Aboriginal Shire,174,2022-08-31
Douglas Shire,3008,2022-08-31
Etheridge Shire,66,2022-08-31
Flinders Shire,180,2022-08-31
Fraser Coast Regional,12314,2022-08-31
Gladstone Regional,4806,2022-08-31
Gold Coast City,92079,2022-08-31
Goondiwindi Regional,788,2022-08-31
Gympie Regional,4130,2022-08-31
Hinchinbrook Shire,612,2022-08-31
Hope Vale Aboriginal Shire,338,2022-08-31
Interstate/Other,20925,2022-08-31
Ipswich City,33158,2022-08-31
Isaac Regional,1084,2022-08-31
Kowanyama Aboriginal Shire,196,2022-08-31
Livingstone Shire,2986,2022-08-31
Lockhart River Aboriginal Shire,155,2022-08-31
Lockyer Valley Regional,3259,2022-08-31
Logan City,43358,2022-08-31
Longreach Regional,154,2022-08-31
Mackay Regional,13270,2022-08-31
Mapoon Aboriginal Shire,82,2022-08-31
Maranoa Regional,1190,2022-08-31
Mareeba Shire,5401,2022-08-31
McKinlay Shire,21,2022-08-31
Moreton Bay Regional,61044,2022-08-31
Mornington Shire,134,2022-08-31
Mount Isa City,2038,2022-08-31
Murweh Shire,347,2022-08-31
Napranum Aboriginal Shire,276,2022-08-31
Noosa Shire,6559,2022-08-31
North Burnett Regional,701,2022-08-31
Northern Peninsula Area Regional,772,2022-08-31
Not Supplied,907796,2022-08-31
Palm Island Aboriginal Shire,762,2022-08-31
Paroo Shire,92,2022-08-31
Pormpuraaw Aboriginal Shire,227,2022-08-31
Quilpie Shire,45,2022-08-31
Redland City,18513,2022-08-31
Richmond Shire,52,2022-08-31
Rockhampton Regional,6961,2022-08-31
Scenic Rim Regional,3155,2022-08-31
Somerset Regional,1970,2022-08-31
South Burnett Regional,1719,2022-08-31
Southern Downs Regional,3178,2022-08-31
Sunshine Coast Regional,43022,2022-08-31
Tablelands Regional,4717,2022-08-31
Toowoomba Regional,18428,2022-08-31
Torres Shire,1357,2022-08-31
Torres Strait Island Regional,1041,2022-08-31
Townsville City,28817,2022-08-31
Weipa Town,1494,2022-08-31
Western Downs Regional,1725,2022-08-31
Whitsunday Regional,3202,2022-08-31
Winton Shire,46,2022-08-31
Woorabinda Aboriginal Shire,330,2022-08-31
Wujal Wujal Aboriginal Shire,108,2022-08-31
Yarrabah Aboriginal Shire,1088,2022-08-31
Total cases,1606370,2022-08-31
