Local Government Area,Total cases,Date
Aurukun Shire,94,2022-05-30
Balonne Shire,253,2022-05-30
Banana Shire,575,2022-05-30
Barcaldine Regional,58,2022-05-30
Barcoo Shire,3,2022-05-30
Blackall Tambo Regional,40,2022-05-30
Boulia Shire,11,2022-05-30
Brisbane City,126934,2022-05-30
Bulloo Shire,8,2022-05-30
Bundaberg Regional,6215,2022-05-30
Burdekin Shire,1082,2022-05-30
Burke Shire,7,2022-05-30
Cairns Regional,38430,2022-05-30
Carpentaria Shire,148,2022-05-30
Cassowary Coast Regional,4139,2022-05-30
Central Highlands Regional,1632,2022-05-30
Charters Towers Regional,265,2022-05-30
Cherbourg Aboriginal Shire,292,2022-05-30
Cloncurry Shire,126,2022-05-30
Cook Shire,881,2022-05-30
Croydon Shire,11,2022-05-30
Diamantina Shire,19,2022-05-30
Doomadgee Aboriginal Shire,155,2022-05-30
Douglas Shire,2432,2022-05-30
Etheridge Shire,45,2022-05-30
Flinders Shire,96,2022-05-30
Fraser Coast Regional,8491,2022-05-30
Gladstone Regional,3099,2022-05-30
Gold Coast City,71924,2022-05-30
Goondiwindi Regional,507,2022-05-30
Gympie Regional,3012,2022-05-30
Hinchinbrook Shire,419,2022-05-30
Hope Vale Aboriginal Shire,254,2022-05-30
Interstate/Other,14845,2022-05-30
Ipswich City,26907,2022-05-30
Isaac Regional,874,2022-05-30
Kowanyama Aboriginal Shire,153,2022-05-30
Livingstone Shire,2296,2022-05-30
Lockhart River Aboriginal Shire,111,2022-05-30
Lockyer Valley Regional,2495,2022-05-30
Logan City,34774,2022-05-30
Longreach Regional,70,2022-05-30
Mackay Regional,10131,2022-05-30
Mapoon Aboriginal Shire,62,2022-05-30
Maranoa Regional,752,2022-05-30
Mareeba Shire,3850,2022-05-30
McKinlay Shire,8,2022-05-30
Moreton Bay Regional,44607,2022-05-30
Mornington Shire,126,2022-05-30
Mount Isa City,693,2022-05-30
Murweh Shire,169,2022-05-30
Napranum Aboriginal Shire,248,2022-05-30
Noosa Shire,4852,2022-05-30
North Burnett Regional,424,2022-05-30
Northern Peninsula Area Regional,642,2022-05-30
Not Supplied,651786,2022-05-30
Palm Island Aboriginal Shire,659,2022-05-30
Paroo Shire,63,2022-05-30
Pormpuraaw Aboriginal Shire,193,2022-05-30
Quilpie Shire,23,2022-05-30
Redland City,14224,2022-05-30
Richmond Shire,29,2022-05-30
Rockhampton Regional,5619,2022-05-30
Scenic Rim Regional,2231,2022-05-30
Somerset Regional,1489,2022-05-30
South Burnett Regional,1153,2022-05-30
Southern Downs Regional,1955,2022-05-30
Sunshine Coast Regional,32729,2022-05-30
Tablelands Regional,3297,2022-05-30
Toowoomba Regional,9284,2022-05-30
Torres Shire,1184,2022-05-30
Torres Strait Island Regional,910,2022-05-30
Townsville City,21366,2022-05-30
Weipa Town,1160,2022-05-30
Western Downs Regional,1192,2022-05-30
Whitsunday Regional,2424,2022-05-30
Winton Shire,22,2022-05-30
Woorabinda Aboriginal Shire,29,2022-05-30
Wujal Wujal Aboriginal Shire,89,2022-05-30
Yarrabah Aboriginal Shire,771,2022-05-30
Total cases,1174627,2022-05-30
