Local Government Area,Total cases,Date
Aurukun Shire,124,2022-07-30
Balonne Shire,424,2022-07-30
Banana Shire,766,2022-07-30
Barcaldine Regional,143,2022-07-30
Barcoo Shire,3,2022-07-30
Blackall Tambo Regional,77,2022-07-30
Boulia Shire,12,2022-07-30
Brisbane City,154667,2022-07-30
Bulloo Shire,11,2022-07-30
Bundaberg Regional,9687,2022-07-30
Burdekin Shire,1429,2022-07-30
Burke Shire,26,2022-07-30
Cairns Regional,44604,2022-07-30
Carpentaria Shire,164,2022-07-30
Cassowary Coast Regional,5012,2022-07-30
Central Highlands Regional,2076,2022-07-30
Charters Towers Regional,1129,2022-07-30
Cherbourg Aboriginal Shire,343,2022-07-30
Cloncurry Shire,166,2022-07-30
Cook Shire,1028,2022-07-30
Croydon Shire,18,2022-07-30
Diamantina Shire,30,2022-07-30
Doomadgee Aboriginal Shire,163,2022-07-30
Douglas Shire,2776,2022-07-30
Etheridge Shire,62,2022-07-30
Flinders Shire,177,2022-07-30
Fraser Coast Regional,11567,2022-07-30
Gladstone Regional,4686,2022-07-30
Gold Coast City,85781,2022-07-30
Goondiwindi Regional,726,2022-07-30
Gympie Regional,3886,2022-07-30
Hinchinbrook Shire,581,2022-07-30
Hope Vale Aboriginal Shire,316,2022-07-30
Interstate/Other,21028,2022-07-30
Ipswich City,29982,2022-07-30
Isaac Regional,1059,2022-07-30
Kowanyama Aboriginal Shire,192,2022-07-30
Livingstone Shire,2913,2022-07-30
Lockhart River Aboriginal Shire,134,2022-07-30
Lockyer Valley Regional,2999,2022-07-30
Logan City,41071,2022-07-30
Longreach Regional,134,2022-07-30
Mackay Regional,12755,2022-07-30
Mapoon Aboriginal Shire,78,2022-07-30
Maranoa Regional,1108,2022-07-30
Mareeba Shire,4776,2022-07-30
McKinlay Shire,20,2022-07-30
Moreton Bay Regional,55310,2022-07-30
Mornington Shire,132,2022-07-30
Mount Isa City,1874,2022-07-30
Murweh Shire,316,2022-07-30
Napranum Aboriginal Shire,266,2022-07-30
Noosa Shire,6114,2022-07-30
North Burnett Regional,626,2022-07-30
Northern Peninsula Area Regional,749,2022-07-30
Not Supplied,829752,2022-07-30
Palm Island Aboriginal Shire,764,2022-07-30
Paroo Shire,90,2022-07-30
Pormpuraaw Aboriginal Shire,206,2022-07-30
Quilpie Shire,42,2022-07-30
Redland City,16912,2022-07-30
Richmond Shire,50,2022-07-30
Rockhampton Regional,6763,2022-07-30
Scenic Rim Regional,2927,2022-07-30
Somerset Regional,1831,2022-07-30
South Burnett Regional,1581,2022-07-30
Southern Downs Regional,2958,2022-07-30
Sunshine Coast Regional,39253,2022-07-30
Tablelands Regional,4223,2022-07-30
Toowoomba Regional,17163,2022-07-30
Torres Shire,1287,2022-07-30
Torres Strait Island Regional,966,2022-07-30
Townsville City,28272,2022-07-30
Weipa Town,1373,2022-07-30
Western Downs Regional,1578,2022-07-30
Whitsunday Regional,3139,2022-07-30
Winton Shire,41,2022-07-30
Woorabinda Aboriginal Shire,312,2022-07-30
Wujal Wujal Aboriginal Shire,103,2022-07-30
Yarrabah Aboriginal Shire,895,2022-07-30
Total cases,1478777,2022-07-30
