Local Government Area,Total cases,Date
Aurukun Shire,92,2022-04-26
Balonne Shire,185,2022-04-26
Banana Shire,533,2022-04-26
Barcaldine Regional,36,2022-04-26
Barcoo Shire,3,2022-04-26
Blackall Tambo Regional,24,2022-04-26
Boulia Shire,9,2022-04-26
Brisbane City,115060,2022-04-26
Bulloo Shire,7,2022-04-26
Bundaberg Regional,5533,2022-04-26
Burdekin Shire,1008,2022-04-26
Burke Shire,8,2022-04-26
Cairns Regional,32883,2022-04-26
Carpentaria Shire,139,2022-04-26
Cassowary Coast Regional,3464,2022-04-26
Central Highlands Regional,1454,2022-04-26
Charters Towers Regional,246,2022-04-26
Cherbourg Aboriginal Shire,261,2022-04-26
Cloncurry Shire,118,2022-04-26
Cook Shire,736,2022-04-26
Croydon Shire,6,2022-04-26
Diamantina Shire,13,2022-04-26
Doomadgee Aboriginal Shire,153,2022-04-26
Douglas Shire,2109,2022-04-26
Etheridge Shire,26,2022-04-26
Flinders Shire,75,2022-04-26
Fraser Coast Regional,6591,2022-04-26
Gladstone Regional,2901,2022-04-26
Gold Coast City,67021,2022-04-26
Goondiwindi Regional,468,2022-04-26
Gympie Regional,2641,2022-04-26
Hinchinbrook Shire,371,2022-04-26
Hope Vale Aboriginal Shire,240,2022-04-26
Interstate/Other,13901,2022-04-26
Ipswich City,24483,2022-04-26
Isaac Regional,830,2022-04-26
Kowanyama Aboriginal Shire,138,2022-04-26
Livingstone Shire,2106,2022-04-26
Lockhart River Aboriginal Shire,108,2022-04-26
Lockyer Valley Regional,2260,2022-04-26
Logan City,31961,2022-04-26
Longreach Regional,48,2022-04-26
Mackay Regional,8922,2022-04-26
Mapoon Aboriginal Shire,57,2022-04-26
Maranoa Regional,653,2022-04-26
Mareeba Shire,3104,2022-04-26
McKinlay Shire,8,2022-04-26
Moreton Bay Regional,40019,2022-04-26
Mornington Shire,123,2022-04-26
Mount Isa City,671,2022-04-26
Murweh Shire,124,2022-04-26
Napranum Aboriginal Shire,240,2022-04-26
Noosa Shire,4403,2022-04-26
North Burnett Regional,381,2022-04-26
Northern Peninsula Area Regional,610,2022-04-26
Not Supplied,497679,2022-04-26
Palm Island Aboriginal Shire,647,2022-04-26
Paroo Shire,54,2022-04-26
Pormpuraaw Aboriginal Shire,189,2022-04-26
Quilpie Shire,16,2022-04-26
Redland City,12735,2022-04-26
Richmond Shire,27,2022-04-26
Rockhampton Regional,5079,2022-04-26
Scenic Rim Regional,1958,2022-04-26
Somerset Regional,1308,2022-04-26
South Burnett Regional,1068,2022-04-26
Southern Downs Regional,1668,2022-04-26
Sunshine Coast Regional,29543,2022-04-26
Tablelands Regional,2725,2022-04-26
Toowoomba Regional,7958,2022-04-26
Torres Shire,1108,2022-04-26
Torres Strait Island Regional,858,2022-04-26
Townsville City,18011,2022-04-26
Weipa Town,917,2022-04-26
Western Downs Regional,1121,2022-04-26
Whitsunday Regional,2339,2022-04-26
Winton Shire,20,2022-04-26
Woorabinda Aboriginal Shire,22,2022-04-26
Wujal Wujal Aboriginal Shire,76,2022-04-26
Yarrabah Aboriginal Shire,745,2022-04-26
Total cases,967435,2022-04-26
