Local Government Area,Total cases,Date
Aurukun Shire,94,2022-04-05
Balonne Shire,149,2022-04-05
Banana Shire,489,2022-04-05
Barcaldine Regional,24,2022-04-05
Barcoo Shire,2,2022-04-05
Blackall Tambo Regional,21,2022-04-05
Boulia Shire,9,2022-04-05
Brisbane City,103844,2022-04-05
Bulloo Shire,7,2022-04-05
Bundaberg Regional,4798,2022-04-05
Burdekin Shire,955,2022-04-05
Burke Shire,6,2022-04-05
Cairns Regional,26791,2022-04-05
Carpentaria Shire,138,2022-04-05
Cassowary Coast Regional,2887,2022-04-05
Central Highlands Regional,1269,2022-04-05
Charters Towers Regional,239,2022-04-05
Cherbourg Aboriginal Shire,224,2022-04-05
Cloncurry Shire,110,2022-04-05
Cook Shire,665,2022-04-05
Croydon Shire,4,2022-04-05
Diamantina Shire,4,2022-04-05
Doomadgee Aboriginal Shire,154,2022-04-05
Douglas Shire,1744,2022-04-05
Etheridge Shire,18,2022-04-05
Flinders Shire,73,2022-04-05
Fraser Coast Regional,5200,2022-04-05
Gladstone Regional,2648,2022-04-05
Gold Coast City,62152,2022-04-05
Goondiwindi Regional,443,2022-04-05
Gympie Regional,2228,2022-04-05
Hinchinbrook Shire,340,2022-04-05
Hope Vale Aboriginal Shire,212,2022-04-05
Interstate/Other,13079,2022-04-05
Ipswich City,21917,2022-04-05
Isaac Regional,770,2022-04-05
Kowanyama Aboriginal Shire,138,2022-04-05
Livingstone Shire,1930,2022-04-05
Lockhart River Aboriginal Shire,104,2022-04-05
Lockyer Valley Regional,1970,2022-04-05
Logan City,29671,2022-04-05
Longreach Regional,37,2022-04-05
Mackay Regional,7935,2022-04-05
Mapoon Aboriginal Shire,54,2022-04-05
Maranoa Regional,555,2022-04-05
Mareeba Shire,2548,2022-04-05
McKinlay Shire,8,2022-04-05
Moreton Bay Regional,35577,2022-04-05
Mornington Shire,120,2022-04-05
Mount Isa City,664,2022-04-05
Murweh Shire,103,2022-04-05
Napranum Aboriginal Shire,233,2022-04-05
Noosa Shire,3991,2022-04-05
North Burnett Regional,315,2022-04-05
Northern Peninsula Area Regional,595,2022-04-05
Not Supplied,390913,2022-04-05
Palm Island Aboriginal Shire,640,2022-04-05
Paroo Shire,46,2022-04-05
Pormpuraaw Aboriginal Shire,183,2022-04-05
Quilpie Shire,14,2022-04-05
Redland City,11395,2022-04-05
Richmond Shire,22,2022-04-05
Rockhampton Regional,4606,2022-04-05
Scenic Rim Regional,1737,2022-04-05
Somerset Regional,1185,2022-04-05
South Burnett Regional,985,2022-04-05
Southern Downs Regional,1495,2022-04-05
Sunshine Coast Regional,26270,2022-04-05
Tablelands Regional,2191,2022-04-05
Toowoomba Regional,6622,2022-04-05
Torres Shire,1005,2022-04-05
Torres Strait Island Regional,734,2022-04-05
Townsville City,16341,2022-04-05
Weipa Town,766,2022-04-05
Western Downs Regional,1060,2022-04-05
Whitsunday Regional,2252,2022-04-05
Winton Shire,18,2022-04-05
Woorabinda Aboriginal Shire,17,2022-04-05
Wujal Wujal Aboriginal Shire,60,2022-04-05
Yarrabah Aboriginal Shire,713,2022-04-05
Total cases,811525,2022-04-05
