Local Government Area,Total cases,Date
Aurukun Shire,136,2022-12-20
Balonne Shire,457,2022-12-20
Banana Shire,809,2022-12-20
Barcaldine Regional,164,2022-12-20
Barcoo Shire,4,2022-12-20
Blackall Tambo Regional,83,2022-12-20
Boulia Shire,14,2022-12-20
Brisbane City,168497,2022-12-20
Bulloo Shire,12,2022-12-20
Bundaberg Regional,10497,2022-12-20
Burdekin Shire,1466,2022-12-20
Burke Shire,28,2022-12-20
Cairns Regional,48930,2022-12-20
Carpentaria Shire,170,2022-12-20
Cassowary Coast Regional,5723,2022-12-20
Central Highlands Regional,2172,2022-12-20
Charters Towers Regional,1189,2022-12-20
Cherbourg Aboriginal Shire,391,2022-12-20
Cloncurry Shire,183,2022-12-20
Cook Shire,1164,2022-12-20
Croydon Shire,23,2022-12-20
Diamantina Shire,32,2022-12-20
Doomadgee Aboriginal Shire,175,2022-12-20
Douglas Shire,3033,2022-12-20
Etheridge Shire,68,2022-12-20
Flinders Shire,181,2022-12-20
Fraser Coast Regional,12418,2022-12-20
Gladstone Regional,4822,2022-12-20
Gold Coast City,92424,2022-12-20
Goondiwindi Regional,791,2022-12-20
Gympie Regional,4152,2022-12-20
Hinchinbrook Shire,618,2022-12-20
Hope Vale Aboriginal Shire,339,2022-12-20
Interstate/Other,21028,2022-12-20
Ipswich City,33308,2022-12-20
Isaac Regional,1087,2022-12-20
Kowanyama Aboriginal Shire,196,2022-12-20
Livingstone Shire,2989,2022-12-20
Lockhart River Aboriginal Shire,157,2022-12-20
Lockyer Valley Regional,3285,2022-12-20
Logan City,43554,2022-12-20
Longreach Regional,154,2022-12-20
Mackay Regional,13300,2022-12-20
Mapoon Aboriginal Shire,82,2022-12-20
Maranoa Regional,1208,2022-12-20
Mareeba Shire,5533,2022-12-20
McKinlay Shire,22,2022-12-20
Moreton Bay Regional,61528,2022-12-20
Mornington Shire,136,2022-12-20
Mount Isa City,2051,2022-12-20
Murweh Shire,349,2022-12-20
Napranum Aboriginal Shire,277,2022-12-20
Noosa Shire,6592,2022-12-20
North Burnett Regional,717,2022-12-20
Northern Peninsula Area Regional,774,2022-12-20
Not Supplied,920632,2022-12-20
Palm Island Aboriginal Shire,763,2022-12-20
Paroo Shire,94,2022-12-20
Pormpuraaw Aboriginal Shire,228,2022-12-20
Quilpie Shire,46,2022-12-20
Redland City,18618,2022-12-20
Richmond Shire,51,2022-12-20
Rockhampton Regional,6977,2022-12-20
Scenic Rim Regional,3169,2022-12-20
Somerset Regional,1985,2022-12-20
South Burnett Regional,1736,2022-12-20
Southern Downs Regional,3200,2022-12-20
Sunshine Coast Regional,43147,2022-12-20
Tablelands Regional,4798,2022-12-20
Toowoomba Regional,18505,2022-12-20
Torres Shire,1366,2022-12-20
Torres Strait Island Regional,1050,2022-12-20
Townsville City,28910,2022-12-20
Weipa Town,1507,2022-12-20
Western Downs Regional,1737,2022-12-20
Whitsunday Regional,3215,2022-12-20
Winton Shire,46,2022-12-20
Woorabinda Aboriginal Shire,331,2022-12-20
Wujal Wujal Aboriginal Shire,111,2022-12-20
Yarrabah Aboriginal Shire,1271,2022-12-20
Total cases,1622985,2022-12-20
