Local Government Area,Total cases,Date
Aurukun Shire,134,2022-08-13
Balonne Shire,442,2022-08-13
Banana Shire,796,2022-08-13
Barcaldine Regional,157,2022-08-13
Barcoo Shire,4,2022-08-13
Blackall Tambo Regional,82,2022-08-13
Boulia Shire,13,2022-08-13
Brisbane City,165355,2022-08-13
Bulloo Shire,12,2022-08-13
Bundaberg Regional,10099,2022-08-13
Burdekin Shire,1455,2022-08-13
Burke Shire,27,2022-08-13
Cairns Regional,46664,2022-08-13
Carpentaria Shire,169,2022-08-13
Cassowary Coast Regional,5401,2022-08-13
Central Highlands Regional,2138,2022-08-13
Charters Towers Regional,1171,2022-08-13
Cherbourg Aboriginal Shire,349,2022-08-13
Cloncurry Shire,181,2022-08-13
Cook Shire,1130,2022-08-13
Croydon Shire,21,2022-08-13
Diamantina Shire,31,2022-08-13
Doomadgee Aboriginal Shire,174,2022-08-13
Douglas Shire,2915,2022-08-13
Etheridge Shire,63,2022-08-13
Flinders Shire,179,2022-08-13
Fraser Coast Regional,11962,2022-08-13
Gladstone Regional,4772,2022-08-13
Gold Coast City,90917,2022-08-13
Goondiwindi Regional,764,2022-08-13
Gympie Regional,4077,2022-08-13
Hinchinbrook Shire,608,2022-08-13
Hope Vale Aboriginal Shire,328,2022-08-13
Interstate/Other,20574,2022-08-13
Ipswich City,32729,2022-08-13
Isaac Regional,1074,2022-08-13
Kowanyama Aboriginal Shire,192,2022-08-13
Livingstone Shire,2960,2022-08-13
Lockhart River Aboriginal Shire,145,2022-08-13
Lockyer Valley Regional,3168,2022-08-13
Logan City,42858,2022-08-13
Longreach Regional,150,2022-08-13
Mackay Regional,13130,2022-08-13
Mapoon Aboriginal Shire,81,2022-08-13
Maranoa Regional,1158,2022-08-13
Mareeba Shire,5108,2022-08-13
McKinlay Shire,20,2022-08-13
Moreton Bay Regional,59794,2022-08-13
Mornington Shire,132,2022-08-13
Mount Isa City,1973,2022-08-13
Murweh Shire,339,2022-08-13
Napranum Aboriginal Shire,272,2022-08-13
Noosa Shire,6474,2022-08-13
North Burnett Regional,668,2022-08-13
Northern Peninsula Area Regional,770,2022-08-13
Not Supplied,885826,2022-08-13
Palm Island Aboriginal Shire,760,2022-08-13
Paroo Shire,92,2022-08-13
Pormpuraaw Aboriginal Shire,223,2022-08-13
Quilpie Shire,43,2022-08-13
Redland City,18290,2022-08-13
Richmond Shire,53,2022-08-13
Rockhampton Regional,6904,2022-08-13
Scenic Rim Regional,3101,2022-08-13
Somerset Regional,1943,2022-08-13
South Burnett Regional,1670,2022-08-13
Southern Downs Regional,3093,2022-08-13
Sunshine Coast Regional,42545,2022-08-13
Tablelands Regional,4487,2022-08-13
Toowoomba Regional,18094,2022-08-13
Torres Shire,1325,2022-08-13
Torres Strait Island Regional,1007,2022-08-13
Townsville City,28646,2022-08-13
Weipa Town,1459,2022-08-13
Western Downs Regional,1679,2022-08-13
Whitsunday Regional,3184,2022-08-13
Winton Shire,45,2022-08-13
Woorabinda Aboriginal Shire,330,2022-08-13
Wujal Wujal Aboriginal Shire,107,2022-08-13
Yarrabah Aboriginal Shire,987,2022-08-13
Total cases,1572252,2022-08-13
