Local Government Area,Total cases,Date
Aurukun Shire,94,2022-06-15
Balonne Shire,276,2022-06-15
Banana Shire,586,2022-06-15
Barcaldine Regional,65,2022-06-15
Barcoo Shire,3,2022-06-15
Blackall Tambo Regional,46,2022-06-15
Boulia Shire,11,2022-06-15
Brisbane City,129695,2022-06-15
Bulloo Shire,8,2022-06-15
Bundaberg Regional,6574,2022-06-15
Burdekin Shire,1138,2022-06-15
Burke Shire,7,2022-06-15
Cairns Regional,39619,2022-06-15
Carpentaria Shire,152,2022-06-15
Cassowary Coast Regional,4298,2022-06-15
Central Highlands Regional,1674,2022-06-15
Charters Towers Regional,265,2022-06-15
Cherbourg Aboriginal Shire,299,2022-06-15
Cloncurry Shire,128,2022-06-15
Cook Shire,893,2022-06-15
Croydon Shire,11,2022-06-15
Diamantina Shire,20,2022-06-15
Doomadgee Aboriginal Shire,155,2022-06-15
Douglas Shire,2515,2022-06-15
Etheridge Shire,50,2022-06-15
Flinders Shire,96,2022-06-15
Fraser Coast Regional,9246,2022-06-15
Gladstone Regional,3167,2022-06-15
Gold Coast City,73038,2022-06-15
Goondiwindi Regional,530,2022-06-15
Gympie Regional,3141,2022-06-15
Hinchinbrook Shire,428,2022-06-15
Hope Vale Aboriginal Shire,256,2022-06-15
Interstate/Other,15167,2022-06-15
Ipswich City,27568,2022-06-15
Isaac Regional,878,2022-06-15
Kowanyama Aboriginal Shire,157,2022-06-15
Livingstone Shire,2347,2022-06-15
Lockhart River Aboriginal Shire,125,2022-06-15
Lockyer Valley Regional,2581,2022-06-15
Logan City,35367,2022-06-15
Longreach Regional,76,2022-06-15
Mackay Regional,10421,2022-06-15
Mapoon Aboriginal Shire,62,2022-06-15
Maranoa Regional,783,2022-06-15
Mareeba Shire,4104,2022-06-15
McKinlay Shire,8,2022-06-15
Moreton Bay Regional,45865,2022-06-15
Mornington Shire,127,2022-06-15
Mount Isa City,702,2022-06-15
Murweh Shire,177,2022-06-15
Napranum Aboriginal Shire,249,2022-06-15
Noosa Shire,4964,2022-06-15
North Burnett Regional,438,2022-06-15
Northern Peninsula Area Regional,647,2022-06-15
Not Supplied,695593,2022-06-15
Palm Island Aboriginal Shire,662,2022-06-15
Paroo Shire,66,2022-06-15
Pormpuraaw Aboriginal Shire,193,2022-06-15
Quilpie Shire,24,2022-06-15
Redland City,14547,2022-06-15
Richmond Shire,33,2022-06-15
Rockhampton Regional,5732,2022-06-15
Scenic Rim Regional,2305,2022-06-15
Somerset Regional,1526,2022-06-15
South Burnett Regional,1185,2022-06-15
Southern Downs Regional,2035,2022-06-15
Sunshine Coast Regional,33560,2022-06-15
Tablelands Regional,3483,2022-06-15
Toowoomba Regional,9779,2022-06-15
Torres Shire,1185,2022-06-15
Torres Strait Island Regional,910,2022-06-15
Townsville City,22380,2022-06-15
Weipa Town,1186,2022-06-15
Western Downs Regional,1227,2022-06-15
Whitsunday Regional,2451,2022-06-15
Winton Shire,23,2022-06-15
Woorabinda Aboriginal Shire,144,2022-06-15
Wujal Wujal Aboriginal Shire,91,2022-06-15
Yarrabah Aboriginal Shire,800,2022-06-15
Total cases,1232417,2022-06-15
