Local Government Area,Total cases,Date
Aurukun Shire,92,2022-05-17
Balonne Shire,227,2022-05-17
Banana Shire,563,2022-05-17
Barcaldine Regional,56,2022-05-17
Barcoo Shire,3,2022-05-17
Blackall Tambo Regional,30,2022-05-17
Boulia Shire,11,2022-05-17
Brisbane City,123145,2022-05-17
Bulloo Shire,8,2022-05-17
Bundaberg Regional,5979,2022-05-17
Burdekin Shire,1045,2022-05-17
Burke Shire,7,2022-05-17
Cairns Regional,37340,2022-05-17
Carpentaria Shire,145,2022-05-17
Cassowary Coast Regional,4000,2022-05-17
Central Highlands Regional,1566,2022-05-17
Charters Towers Regional,264,2022-05-17
Cherbourg Aboriginal Shire,287,2022-05-17
Cloncurry Shire,126,2022-05-17
Cook Shire,846,2022-05-17
Croydon Shire,11,2022-05-17
Diamantina Shire,18,2022-05-17
Doomadgee Aboriginal Shire,154,2022-05-17
Douglas Shire,2337,2022-05-17
Etheridge Shire,43,2022-05-17
Flinders Shire,93,2022-05-17
Fraser Coast Regional,7762,2022-05-17
Gladstone Regional,3036,2022-05-17
Gold Coast City,70584,2022-05-17
Goondiwindi Regional,483,2022-05-17
Gympie Regional,2911,2022-05-17
Hinchinbrook Shire,415,2022-05-17
Hope Vale Aboriginal Shire,250,2022-05-17
Interstate/Other,14464,2022-05-17
Ipswich City,26215,2022-05-17
Isaac Regional,862,2022-05-17
Kowanyama Aboriginal Shire,145,2022-05-17
Livingstone Shire,2238,2022-05-17
Lockhart River Aboriginal Shire,111,2022-05-17
Lockyer Valley Regional,2432,2022-05-17
Logan City,33878,2022-05-17
Longreach Regional,67,2022-05-17
Mackay Regional,9634,2022-05-17
Mapoon Aboriginal Shire,58,2022-05-17
Maranoa Regional,722,2022-05-17
Mareeba Shire,3674,2022-05-17
McKinlay Shire,8,2022-05-17
Moreton Bay Regional,43067,2022-05-17
Mornington Shire,125,2022-05-17
Mount Isa City,688,2022-05-17
Murweh Shire,157,2022-05-17
Napranum Aboriginal Shire,247,2022-05-17
Noosa Shire,4727,2022-05-17
North Burnett Regional,403,2022-05-17
Northern Peninsula Area Regional,634,2022-05-17
Not Supplied,604125,2022-05-17
Palm Island Aboriginal Shire,655,2022-05-17
Paroo Shire,61,2022-05-17
Pormpuraaw Aboriginal Shire,189,2022-05-17
Quilpie Shire,23,2022-05-17
Redland City,13699,2022-05-17
Richmond Shire,29,2022-05-17
Rockhampton Regional,5440,2022-05-17
Scenic Rim Regional,2138,2022-05-17
Somerset Regional,1447,2022-05-17
South Burnett Regional,1123,2022-05-17
Southern Downs Regional,1857,2022-05-17
Sunshine Coast Regional,31723,2022-05-17
Tablelands Regional,3140,2022-05-17
Toowoomba Regional,8801,2022-05-17
Torres Shire,1175,2022-05-17
Torres Strait Island Regional,900,2022-05-17
Townsville City,20007,2022-05-17
Weipa Town,1117,2022-05-17
Western Downs Regional,1164,2022-05-17
Whitsunday Regional,2393,2022-05-17
Winton Shire,22,2022-05-17
Woorabinda Aboriginal Shire,25,2022-05-17
Wujal Wujal Aboriginal Shire,86,2022-05-17
Yarrabah Aboriginal Shire,765,2022-05-17
Total cases,1110497,2022-05-17
