Local Government Area,Total cases,Date
Aurukun Shire,94,2022-04-13
Balonne Shire,160,2022-04-13
Banana Shire,509,2022-04-13
Barcaldine Regional,29,2022-04-13
Barcoo Shire,2,2022-04-13
Blackall Tambo Regional,21,2022-04-13
Boulia Shire,9,2022-04-13
Brisbane City,109013,2022-04-13
Bulloo Shire,7,2022-04-13
Bundaberg Regional,5180,2022-04-13
Burdekin Shire,974,2022-04-13
Burke Shire,8,2022-04-13
Cairns Regional,29391,2022-04-13
Carpentaria Shire,138,2022-04-13
Cassowary Coast Regional,3130,2022-04-13
Central Highlands Regional,1376,2022-04-13
Charters Towers Regional,241,2022-04-13
Cherbourg Aboriginal Shire,228,2022-04-13
Cloncurry Shire,114,2022-04-13
Cook Shire,706,2022-04-13
Croydon Shire,4,2022-04-13
Diamantina Shire,4,2022-04-13
Doomadgee Aboriginal Shire,154,2022-04-13
Douglas Shire,1909,2022-04-13
Etheridge Shire,22,2022-04-13
Flinders Shire,75,2022-04-13
Fraser Coast Regional,5853,2022-04-13
Gladstone Regional,2793,2022-04-13
Gold Coast City,64288,2022-04-13
Goondiwindi Regional,457,2022-04-13
Gympie Regional,2402,2022-04-13
Hinchinbrook Shire,350,2022-04-13
Hope Vale Aboriginal Shire,232,2022-04-13
Interstate/Other,13371,2022-04-13
Ipswich City,23242,2022-04-13
Isaac Regional,796,2022-04-13
Kowanyama Aboriginal Shire,140,2022-04-13
Livingstone Shire,2019,2022-04-13
Lockhart River Aboriginal Shire,108,2022-04-13
Lockyer Valley Regional,2131,2022-04-13
Logan City,30780,2022-04-13
Longreach Regional,44,2022-04-13
Mackay Regional,8424,2022-04-13
Mapoon Aboriginal Shire,56,2022-04-13
Maranoa Regional,583,2022-04-13
Mareeba Shire,2732,2022-04-13
McKinlay Shire,8,2022-04-13
Moreton Bay Regional,37607,2022-04-13
Mornington Shire,123,2022-04-13
Mount Isa City,669,2022-04-13
Murweh Shire,106,2022-04-13
Napranum Aboriginal Shire,236,2022-04-13
Noosa Shire,4158,2022-04-13
North Burnett Regional,346,2022-04-13
Northern Peninsula Area Regional,602,2022-04-13
Not Supplied,437581,2022-04-13
Palm Island Aboriginal Shire,641,2022-04-13
Paroo Shire,51,2022-04-13
Pormpuraaw Aboriginal Shire,183,2022-04-13
Quilpie Shire,15,2022-04-13
Redland City,12061,2022-04-13
Richmond Shire,24,2022-04-13
Rockhampton Regional,4868,2022-04-13
Scenic Rim Regional,1831,2022-04-13
Somerset Regional,1252,2022-04-13
South Burnett Regional,1021,2022-04-13
Southern Downs Regional,1569,2022-04-13
Sunshine Coast Regional,27724,2022-04-13
Tablelands Regional,2450,2022-04-13
Toowoomba Regional,7217,2022-04-13
Torres Shire,1070,2022-04-13
Torres Strait Island Regional,803,2022-04-13
Townsville City,17013,2022-04-13
Weipa Town,832,2022-04-13
Western Downs Regional,1092,2022-04-13
Whitsunday Regional,2290,2022-04-13
Winton Shire,18,2022-04-13
Woorabinda Aboriginal Shire,17,2022-04-13
Wujal Wujal Aboriginal Shire,67,2022-04-13
Yarrabah Aboriginal Shire,728,2022-04-13
Total cases,880572,2022-04-13
