Local Government Area,Total cases,Date
Aurukun Shire,98,2022-07-06
Balonne Shire,303,2022-07-06
Banana Shire,617,2022-07-06
Barcaldine Regional,91,2022-07-06
Barcoo Shire,3,2022-07-06
Blackall Tambo Regional,51,2022-07-06
Boulia Shire,11,2022-07-06
Brisbane City,134202,2022-07-06
Bulloo Shire,8,2022-07-06
Bundaberg Regional,7003,2022-07-06
Burdekin Shire,1183,2022-07-06
Burke Shire,7,2022-07-06
Cairns Regional,41165,2022-07-06
Carpentaria Shire,156,2022-07-06
Cassowary Coast Regional,4554,2022-07-06
Central Highlands Regional,1756,2022-07-06
Charters Towers Regional,276,2022-07-06
Cherbourg Aboriginal Shire,321,2022-07-06
Cloncurry Shire,133,2022-07-06
Cook Shire,928,2022-07-06
Croydon Shire,15,2022-07-06
Diamantina Shire,20,2022-07-06
Doomadgee Aboriginal Shire,158,2022-07-06
Douglas Shire,2615,2022-07-06
Etheridge Shire,54,2022-07-06
Flinders Shire,149,2022-07-06
Fraser Coast Regional,10009,2022-07-06
Gladstone Regional,3276,2022-07-06
Gold Coast City,75055,2022-07-06
Goondiwindi Regional,578,2022-07-06
Gympie Regional,3262,2022-07-06
Hinchinbrook Shire,438,2022-07-06
Hope Vale Aboriginal Shire,270,2022-07-06
Interstate/Other,70662,2022-07-06
Ipswich City,28373,2022-07-06
Isaac Regional,896,2022-07-06
Kowanyama Aboriginal Shire,162,2022-07-06
Livingstone Shire,2395,2022-07-06
Lockhart River Aboriginal Shire,127,2022-07-06
Lockyer Valley Regional,2709,2022-07-06
Logan City,36392,2022-07-06
Longreach Regional,85,2022-07-06
Mackay Regional,10699,2022-07-06
Mapoon Aboriginal Shire,67,2022-07-06
Maranoa Regional,876,2022-07-06
Mareeba Shire,4345,2022-07-06
McKinlay Shire,10,2022-07-06
Moreton Bay Regional,47621,2022-07-06
Mornington Shire,128,2022-07-06
Mount Isa City,735,2022-07-06
Murweh Shire,199,2022-07-06
Napranum Aboriginal Shire,254,2022-07-06
Noosa Shire,5141,2022-07-06
North Burnett Regional,455,2022-07-06
Northern Peninsula Area Regional,653,2022-07-06
Not Supplied,709751,2022-07-06
Palm Island Aboriginal Shire,671,2022-07-06
Paroo Shire,69,2022-07-06
Pormpuraaw Aboriginal Shire,195,2022-07-06
Quilpie Shire,26,2022-07-06
Redland City,15124,2022-07-06
Richmond Shire,33,2022-07-06
Rockhampton Regional,5878,2022-07-06
Scenic Rim Regional,2434,2022-07-06
Somerset Regional,1611,2022-07-06
South Burnett Regional,1269,2022-07-06
Southern Downs Regional,2265,2022-07-06
Sunshine Coast Regional,34444,2022-07-06
Tablelands Regional,3748,2022-07-06
Toowoomba Regional,11047,2022-07-06
Torres Shire,1197,2022-07-06
Torres Strait Island Regional,914,2022-07-06
Townsville City,23905,2022-07-06
Weipa Town,1228,2022-07-06
Western Downs Regional,1307,2022-07-06
Whitsunday Regional,2531,2022-07-06
Winton Shire,24,2022-07-06
Woorabinda Aboriginal Shire,301,2022-07-06
Wujal Wujal Aboriginal Shire,92,2022-07-06
Yarrabah Aboriginal Shire,823,2022-07-06
Total cases,1322636,2022-07-06
